N	3gram	Vinokur_St_3	KulturaY
1	и т п	6	41
2	с точки зрения	4	16
3	в самом деле	1	11
4	для того чтобы	1	11
5	можно было бы	1	10
6	тем не менее	2	9
7	до сих пор	2	8
8	в том что	11	8
9	и т д	2	8
10	той или иной	1	5
11	с одной стороны	2	4
12	и в этом	2	4
13	в связи с	3	4
14	и в самом	1	4
15	только тогда когда	2	4
16	на самом деле	1	3
17	сам по себе	1	3
18	т п но	1	3
19	и тем не	2	3
20	то обстоятельство что	5	3
21	на мой взгляд	1	3
22	в том чтобы	2	3
23	не только в	3	3
24	а с другой	2	3
25	с другой стороны	4	3
26	т е как	1	3
27	не может быть	5	3
28	о том что	4	3
29	т п в	1	3
30	сплошь да рядом	1	2
31	в той или	1	2
32	не говоря уже	1	2
33	принять во внимание	1	2
34	говоря уже о	1	2
35	том что не	1	2
36	ни в какой	1	2
37	в своей статье	1	2
38	от того что	1	2
39	в известном смысле	1	2
40	потому что в	1	2
41	на себя внимание	1	2
42	не в том	3	2
43	я имею в	1	2
44	имею в виду	1	2
45	более или менее	1	2
46	тем более что	2	2
47	дело не в	1	2
48	тот или иной	1	2
49	как мы видели	1	2
50	в свое время	1	2
51	у пушкина но	1	1
52	одной стороны а	1	1
53	это относится к	1	1
54	русского литературного языка	1	1
55	потому что он	2	1
56	что же касается	1	1
57	в чем же	1	1
58	прежде всего в	3	1
59	и той же	1	1
60	в те же	1	1
61	как на язык	1	1
62	в этом смысле	4	1
63	то же самое	1	1
64	в одной из	1	1
65	одних и тех	1	1
66	не только важнейшим	1	1
67	этой своего рода	1	1
68	писать и говорить	1	1
69	является не только	1	1
70	но и в	2	1
71	параллельно тому как	1	1
72	в собственном смысле	1	1
73	и если бы	1	1
74	с тем что	3	1
75	точки зрения ее	1	1
76	по крайней мере	4	1
77	а то и	1	1
78	что если бы	2	1
79	не только не	1	1
80	с этой точки	1	1
81	вместе с тем	1	1
82	а кроме того	1	1
83	и тех же	1	1
84	я и начну	1	1
85	не стал бы	1	1
86	в то время	4	1
87	зрения согласно которой	1	1
88	обращает на себя	1	1
89	может быть не	1	1
90	и пр ср	1	1
91	не потому что	1	1
92	мы видели уже	1	1
93	как нельзя более	1	1
94	заключается в том	2	1
95	себе дело так	1	1
96	на пушкина в	1	1
97	в общем смысле	1	1
98	все эти отдельные	1	1
99	е как бы	1	1
100	том что один	1	1
101	то что он	1	1
102	тем или иным	1	1
103	во всяком случае	4	1
104	в том отношении	1	1
105	в каком смысле	2	1
106	тем что в	2	1
107	независимо от их	1	1
108	на вопрос о	1	1
109	такая точка зрения	1	1
110	этой точки зрения	1	1
111	самом деле может	1	1
112	собственном смысле этого	1	1
113	то же время	3	1
114	из этих форм	1	1
115	том смысле что	1	1
116	в свою очередь	1	1
117	что в ней	1	1
118	стороны а с	1	1
119	ответить на вопрос	1	1
120	со стороны ее	1	1
121	судить по тому	1	1
122	тогда когда мы	1	1
123	но все же	2	1
124	том отношении что	1	1
125	мы имеем в	2	1
126	в данном отношении	1	1
127	и именно поэтому	1	1
128	как оно дано	1	1
129	между прочим гласит	1	1
130	в то же	3	1
131	в одном из	1	1
132	только отметить что	1	1
133	по этому поводу	2	1
134	точка зрения согласно	1	1
135	к тому что	2	1
136	к этим темам	1	1
137	в том смысле	2	1
138	одной и той	1	1
139	становится очевидным что	1	1
140	пр ср также	1	1
141	самого последнего времени	1	1
142	до самого последнего	1	1
143	не заметить что	1	1
