N	2gram	Ircho_Kome_3	RusskieA
1	и в	22	29
2	т е	16	24
3	том что	13	22
4	в том	12	22
5	что в	5	22
6	как бы	3	18
7	состоит в	2	15
8	в других	3	15
9	так как	11	13
10	может быть	6	13
11	во время	6	12
12	там же	1	12
13	в этом	8	11
14	как и	3	11
15	в этот	1	10
16	не только	5	10
17	и с	4	10
18	е в	2	10
19	все это	5	10
20	а на	2	9
21	о том	8	9
22	в некоторых	1	9
23	а в	7	9
24	его в	8	8
25	показывает что	1	8
26	или на	1	8
27	но и	4	8
28	в дом	14	8
29	как в	2	7
30	представляют собой	2	7
31	или в	1	7
32	мы имеем	1	6
33	мы не	2	6
34	еще не	6	6
35	и на	2	6
36	при этом	7	6
37	таким образом	12	6
38	того чтобы	6	6
39	для нас	1	6
40	для того	6	6
41	с тем	4	6
42	вместе с	9	6
43	этом случае	2	6
44	и т	4	5
45	но не	1	5
46	но в	5	5
47	на земле	1	5
48	это не	2	5
49	т д	1	5
50	не может	3	5
51	представление о	2	5
52	потому что	10	5
53	для этого	1	5
54	и что	6	5
55	к жизни	1	5
56	то что	4	5
57	с ней	1	5
58	к этому	6	5
59	то же	7	4
60	вопрос о	1	4
61	на них	3	4
62	что по	1	4
63	на поле	1	4
64	их в	3	4
65	том же	1	4
66	а затем	2	4
67	после обеда	1	4
68	в них	3	4
69	далеко не	3	4
70	в которых	5	4
71	не в	4	4
72	а также	2	4
73	к нему	5	4
74	так что	6	4
75	из них	5	4
76	а не	4	4
77	о чем	7	4
78	так же	4	4
79	как это	5	4
80	по существу	2	4
81	и все	2	4
82	в таком	2	4
83	в и	2	3
84	и о	2	3
85	в ее	3	3
86	все эти	1	3
87	в этой	3	3
88	что она	4	3
89	подобно тому	1	3
90	и по	1	3
91	на этом	1	3
92	и других	1	3
93	с другими	2	3
94	живет в	1	3
95	должен был	4	3
96	не всегда	1	3
97	на первый	1	3
98	в этих	1	3
99	в котором	2	3
100	в отличие	1	3
101	но он	1	3
102	и под	1	3
103	она не	2	3
104	не имеет	3	3
105	и после	2	3
106	как мы	2	3
107	должно было	3	3
108	во всех	2	3
109	а именно	1	3
110	что здесь	1	3
111	между тем	2	3
112	в качестве	2	3
113	за ним	2	3
114	руки и	1	3
115	друг друга	4	3
116	отличие от	2	3
117	тем что	5	3
118	что для	2	3
119	до конца	4	3
120	тому как	1	3
121	и там	1	3
122	и от	1	3
123	не объясняет	1	3
124	было бы	3	3
125	но если	3	3
126	одним из	2	2
127	в стороне	1	2
128	на себя	4	2
129	не совсем	2	2
130	это время	1	2
131	сводились к	1	2
132	между собой	4	2
133	не был	1	2
134	там и	1	2
135	с одной	3	2
136	очевидно что	1	2
137	с этим	3	2
138	ней в	2	2
139	все же	4	2
140	как уже	1	2
141	и как	1	2
