N	3gram	Losev_Vlad_3	FransuaR
1	то же время	2	9
2	в то же	3	9
3	в том числе	1	4
4	как мы видели	3	4
5	в конце концов	5	4
6	с точки зрения	6	3
7	все то что	1	3
8	в том что	10	3
9	а следовательно и	1	2
10	дело в том	5	2
11	более или менее	5	2
12	о том как	1	2
13	в этом отношении	2	2
14	то что в	3	2
15	можно было бы	1	2
16	то есть о	2	2
17	и в его	3	2
18	мы уже видели	1	2
19	что иное как	1	1
20	потому что он	1	1
21	виду вовсе не	1	1
22	что в этом	2	1
23	все дело в	1	1
24	своем учении о	2	1
25	как и его	1	1
26	есть прежде всего	2	1
27	потому что сам	1	1
28	в том и	1	1
29	то же самое	1	1
30	в том же	1	1
31	мы уже знаем	1	1
32	на первый план	2	1
33	о которой мы	1	1
34	уже знаем что	1	1
35	конечно ни в	1	1
36	сам по себе	2	1
37	никогда не имел	1	1
38	не может иметь	1	1
39	на самом же	2	1
40	с тем что	1	1
41	что в нем	1	1
42	и влияние на	1	1
43	и не в	1	1
44	в это время	2	1
45	не что иное	1	1
46	содержит в себе	4	1
47	в данном случае	2	1
48	не только в	1	1
49	все эти бесконечные	1	1
50	в году в	3	1
51	а также и	6	1
52	имеет ничего общего	2	1
53	и в отношении	3	1
54	и в этом	5	1
55	для него это	1	1
56	о том что	8	1
57	то есть через	1	1
58	в связи с	2	1
59	в своем учении	2	1
60	в связи со	1	1
61	вовсе не являются	1	1
62	есть не только	1	1
63	у него в	4	1
64	во всяком случае	3	1
65	имел в виду	1	1
66	это и есть	1	1
67	ничего общего с	2	1
68	к нему и	2	1
69	к которой он	1	1
70	с самого начала	1	1
71	к тому же	5	1
72	выходит за пределы	1	1
73	самом же деле	2	1
74	в этом смысле	3	1
75	в виду вовсе	1	1
76	и вся эта	1	1
77	по этому поводу	1	1
78	мы видим что	1	1
79	так что в	1	1
80	никакого отношения к	3	1
81	и в том	2	1
82	тем что в	1	1
83	свидетельствует о том	2	1
84	не имеет ничего	2	1
