N	2gram	Propp_Isto_6	Stilisti
1	и в	26	42
2	не только	10	27
3	как бы	4	27
4	прежде всего	4	22
5	то же	5	15
6	но и	9	15
7	и не	10	14
8	не может	6	12
9	может быть	11	12
10	мы уже	6	11
11	как и	5	11
12	точки зрения	1	11
13	в этом	12	10
14	и как	2	10
15	как мы	4	10
16	мы должны	2	10
17	что мы	2	10
18	мы не	6	9
19	при этом	3	9
20	в то	5	9
21	для того	1	9
22	то что	6	9
23	в ней	5	8
24	все же	8	8
25	в себе	3	8
26	таким образом	12	8
27	тем самым	2	8
28	и это	8	8
29	с тем	4	8
30	что же	2	8
31	в зависимости	1	7
32	зависимости от	2	7
33	и на	12	7
34	было бы	2	7
35	и тем	4	7
36	так как	18	7
37	никогда не	13	7
38	потому что	13	7
39	того чтобы	1	7
40	ничего не	2	7
41	с его	4	7
42	только в	5	7
43	и его	7	7
44	мы можем	7	7
45	а не	2	7
46	и от	3	7
47	во всех	1	6
48	в этой	2	6
49	на его	4	6
50	в нем	8	6
51	не в	3	6
52	или как	2	6
53	в области	1	6
54	когда мы	2	6
55	так и	5	6
56	другими словами	3	6
57	язык и	1	6
58	в форме	2	6
59	в свою	1	6
60	уже в	1	5
61	независимо от	3	5
62	и наконец	3	5
63	одно и	1	5
64	и с	6	5
65	того или	1	5
66	же мы	5	5
67	мы видели	11	5
68	тому что	1	5
69	а в	3	5
70	не является	1	5
71	те же	1	5
72	в его	5	5
73	вместе с	8	5
74	как это	5	5
75	своей жизни	1	5
76	и то	3	4
77	что именно	1	4
78	и к	1	4
79	но в	7	4
80	что это	2	4
81	уже не	7	4
82	можно было	2	4
83	его в	5	4
84	не забудем	1	4
85	на него	2	4
86	у нас	5	4
87	но все	2	4
88	к тому	2	4
89	если бы	3	4
90	о том	7	4
91	можно сказать	2	4
92	все время	2	4
93	того что	2	4
94	один из	3	4
95	мы видим	5	4
96	с появлением	6	4
97	в качестве	3	4
98	если мы	1	4
99	были бы	1	4
100	связаны с	5	4
101	не просто	1	4
102	а с	2	4
103	и пр	1	4
104	то есть	1	4
105	к своему	3	4
106	не что	1	4
107	все это	1	4
108	не существует	1	4
109	бы в	1	4
110	так же	2	4
111	долгое время	1	3
112	вряд ли	1	3
113	отношения к	1	3
114	еще не	9	3
115	видели что	3	3
116	то он	2	3
117	которые связаны	1	3
118	или иное	3	3
119	перед нами	2	3
120	хотя и	1	3
121	та же	3	3
122	если он	3	3
123	уже видели	3	3
124	и вот	3	3
125	их в	3	3
126	здесь мы	4	3
127	не будет	5	3
128	об этом	1	3
129	связанных с	1	3
130	это не	4	3
131	чаще всего	5	3
132	том что	10	3
133	связь и	1	3
134	и социального	1	3
135	что оно	4	3
136	но при	2	3
137	в ее	1	3
138	то или	2	3
139	что у	2	3
140	приближается к	1	3
141	и здесь	1	3
142	и поэтому	1	3
143	должно было	1	3
144	то мы	1	3
145	жизни и	2	3
146	его и	1	3
147	не так	2	3
148	в котором	1	3
149	в одном	3	3
150	но что	1	3
151	от того	3	3
152	что и	4	3
153	и даже	1	3
154	социальной жизни	1	3
155	и эта	3	3
156	мы легко	1	3
157	забудем что	1	3
158	в тех	3	3
159	этого слова	1	3
160	как только	3	3
161	этом случае	6	3
162	в целом	1	3
163	но для	2	3
164	и для	1	3
165	для нас	2	3
166	главным образом	3	3
167	но вот	2	3
168	о своем	1	3
169	между ними	1	3
170	не знает	1	3
171	сказать что	3	3
172	с природой	1	2
173	также и	1	2
174	с кем	1	2
175	что эти	2	2
176	в какой-то	1	2
177	и больше	2	2
178	и этот	1	2
179	его не	2	2
180	со всех	1	2
181	и конечно	2	2
182	мы имеем	14	2
183	всех его	2	2
184	вопрос о	3	2
185	ответить на	1	2
186	нам в	1	2
187	на эти	2	2
188	но даже	1	2
189	и он	4	2
190	иное как	1	2
191	природы и	1	2
192	все больше	2	2
193	но не	2	2
194	только потому	1	2
195	случай когда	2	2
196	только тогда	1	2
197	должны были	2	2
198	отношение к	1	2
199	нашего сознания	1	2
200	первый взгляд	1	2
201	как в	6	2
202	и нет	1	2
203	помнить что	1	2
204	тех случаях	3	2
205	целый ряд	2	2
206	как уже	1	2
207	между двумя	1	2
208	ни один	1	2
209	представляет собой	2	2
210	все эти	8	2
211	и те	2	2
212	этот процесс	1	2
213	и сам	2	2
214	еще мало	1	2
215	человека в	2	2
216	связанные с	1	2
217	ясно что	1	2
218	есть не	1	2
219	с этим	2	2
220	в жизни	1	2
221	но мы	2	2
222	не всегда	4	2
223	в этих	2	2
224	и при	1	2
225	в своей	3	2
226	ли он	1	2
227	в которых	2	2
228	в мире	1	2
229	которые в	2	2
230	самое время	2	2
231	однако в	2	2
232	имели в	1	2
233	ее с	1	2
234	в основе	1	2
235	что иное	2	2
236	был и	1	2
237	эти три	3	2
238	перед ним	1	2
239	не есть	2	2
240	с развитием	1	2
241	здесь не	2	2
242	и когда	1	2
243	с собой	2	2
244	не с	1	2
245	с ним	8	2
246	по своей	1	2
247	в приведенных	5	2
248	к нему	1	2
249	находит свое	1	2
250	в середине	1	2
251	не должен	1	2
252	в него	3	2
253	в том	12	2
254	одной из	1	2
255	что он	9	2
256	как нечто	1	2
257	тот или	1	2
258	человека с	1	2
259	или даже	1	2
260	первобытного человека	1	2
261	глаза и	1	2
262	не будут	2	2
263	для него	1	2
264	себе в	4	2
265	заметить что	1	2
266	тем что	5	2
267	а на	1	2
268	и эту	1	2
269	еще и	1	2
270	больше и	3	2
271	связано с	4	2
272	не было	3	2
273	зависит от	4	2
274	в связи	1	2
275	равно как	1	2
276	связь с	11	2
277	перейти в	1	2
278	из которых	3	2
279	смысле этого	1	2
280	другого человека	1	2
281	эти вопросы	1	2
282	сих пор	4	2
283	но это	4	2
284	в так	1	2
285	только одна	3	2
286	мы найдем	2	2
287	случаях когда	3	2
288	или в	3	2
289	на первый	3	2
290	у них	4	2
291	несмотря на	1	2
292	этот вопрос	1	2
293	в частности	3	2
294	к этому	3	2
295	в своих	3	2
296	с новыми	1	1
297	мы начнем	1	1
298	ту же	2	1
299	также что	1	1
300	одним из	1	1
301	над природой	1	1
302	же как	3	1
303	в движение	1	1
304	относится и	1	1
305	он почувствовал	1	1
306	и всем	1	1
307	нас на	1	1
308	и до	2	1
309	не имеют	1	1
310	и носят	1	1
311	и данный	1	1
312	например в	7	1
313	если я	1	1
314	при анализе	1	1
315	которую мы	1	1
316	оно означает	1	1
317	бы что	1	1
318	переходом к	1	1
319	мы сразу	1	1
320	именно к	1	1
321	этом не	1	1
322	которой как	1	1
323	это всегда	1	1
324	совпадает с	1	1
325	не происходит	3	1
326	они были	1	1
327	но то	1	1
328	себе что	1	1
329	пребывание в	1	1
330	того же	2	1
331	та стадия	1	1
332	который может	1	1
333	приведенных примерах	1	1
334	быть истолковано	1	1
335	и уничтожение	1	1
336	легко можем	1	1
337	но как	4	1
338	и другие	3	1
339	иногда и	1	1
340	мы сейчас	1	1
341	вышел из	1	1
342	относится к	2	1
343	там где	5	1
344	в истории	1	1
345	как говорит	1	1
346	более чем	1	1
347	в подобных	1	1
348	в одной	2	1
349	дает нам	2	1
350	не хватает	1	1
351	в своем	2	1
352	имеют и	1	1
353	как нам	1	1
354	однако не	1	1
355	кроме того	3	1
356	и где	1	1
357	и есть	1	1
358	когда он	3	1
359	что впоследствии	1	1
360	уже содержит	1	1
361	более или	1	1
362	себе не	1	1
363	увидим что	2	1
364	ясно и	1	1
365	не здесь	1	1
366	от этого	3	1
367	так на	2	1
368	за собой	5	1
369	с той	1	1
370	общение с	1	1
371	формы в	1	1
372	он в	1	1
373	из этих	4	1
374	будет сказано	1	1
375	процесс образования	1	1
376	жизни которые	1	1
377	имеем в	4	1
378	и если	1	1
379	вообще не	3	1
380	тем не	1	1
381	он не	2	1
382	ключ к	1	1
383	к одному	1	1
384	этого вопроса	1	1
385	не как	1	1
386	в силу	1	1
387	он так	1	1
388	но вместе	1	1
389	нечто оторванное	1	1
390	на этом	1	1
391	так например	3	1
392	на то	2	1
393	однако все	1	1
394	этим самым	2	1
395	в другом	1	1
396	характер в	1	1
397	на все	1	1
398	он сидит	1	1
399	который уже	1	1
400	образом если	1	1
401	знаем как	1	1
402	уже знаем	2	1
403	превратилось в	2	1
404	одна и	1	1
405	его места	1	1
406	солнце и	2	1
407	но уже	1	1
408	он является	1	1
409	нет в	3	1
410	с этой	2	1
411	о связи	1	1
412	отражается в	1	1
413	совершенно особый	1	1
414	уже у	1	1
415	уже раньше	1	1
416	тридесятом государстве	1	1
417	в тридесятом	3	1
418	представления связанные	1	1
419	этого может	1	1
420	форму но	1	1
421	или менее	1	1
422	нам необходимо	2	1
423	связь со	2	1
424	таким же	3	1
425	это только	1	1
426	на месте	1	1
427	плоть и	1	1
428	приведем пример	1	1
429	одна сторона	2	1
430	на свою	1	1
431	оказывается что	1	1
