N	3gram	Vygotskiy__3	RusskieA
1	в том что	17	15
2	состоит в том	3	8
3	том что в	1	6
4	вместе с тем	10	6
5	в этом случае	1	5
6	как мы увидим	2	5
7	в связи с	5	4
8	о том что	3	4
9	к тому что	1	4
10	с точки зрения	1	3
11	мы не можем	1	3
12	тем не менее	5	3
13	что иное как	1	2
14	как это имеет	1	2
15	в какой степени	1	2
16	с этого момента	1	2
17	и связанные с	1	2
18	один из них	1	2
19	так как они	1	2
20	все же не	1	2
21	это показывает что	1	2
22	не только у	1	2
23	друг к другу	1	2
24	но тем не	1	2
25	в свою очередь	2	2
26	мы увидим ниже	1	2
27	к выводу что	2	2
28	с тем и	4	2
29	до того как	1	2
30	это имеет место	1	2
31	по этому поводу	1	2
32	не что иное	1	2
33	во многих случаях	1	2
34	и у нас	1	2
35	в животном мире	5	1
36	только потому что	2	1
37	сказать что в	1	1
38	это вытекает из	1	1
39	и не случайно	1	1
40	одном и том	1	1
41	и того же	4	1
42	не встречаются в	1	1
43	это означает что	1	1
44	по отношению к	2	1
45	точно так же	1	1
46	так как в	1	1
47	всяком случае не	1	1
48	подобно тому как	1	1
49	но и по	1	1
50	мы должны будем	1	1
51	же как и	4	1
52	идет не о	1	1
53	что мы имеем	1	1
54	в этом отношении	3	1
55	независимо от того	3	1
56	в собственном смысле	6	1
57	можно было бы	5	1
58	не связаны с	1	1
59	приводят нас к	1	1
60	так как он	1	1
61	что они были	1	1
62	не потому что	1	1
63	мы наблюдаем в	1	1
64	что в основе	1	1
65	значит что они	1	1
66	не только в	1	1
67	могут рассматриваться как	1	1
68	и том же	1	1
69	даже если бы	1	1
70	на том основании	1	1
71	в отличие от	6	1
72	и в этом	2	1
73	во всех этих	1	1
74	и как бы	1	1
75	как это вытекает	1	1
76	мы увидим не	1	1
77	приводит к тому	1	1
78	потому что она	1	1
79	во всяком случае	4	1
80	те из них	1	1
81	так же как	6	1
82	и в том	1	1
83	выводу что в	2	1
84	здесь мы имеем	1	1
85	том основании что	1	1
86	так как этот	1	1
87	в то время	4	1
88	мы остановимся ниже	1	1
89	не только потому	1	1
90	ничего общего с	1	1
91	и что следовательно	1	1
92	с тем что	3	1
93	так как это	1	1
94	там где это	1	1
95	ни одна из	1	1
96	на то что	3	1
97	одного и того	4	1
98	как мы уже	2	1
99	друг с другом	5	1
100	приводит нас к	1	1
101	как и в	2	1
102	в совершенно ином	1	1
103	что и в	5	1
104	мы увидим что	1	1
105	в данном случае	1	1
106	как мы видели	3	1
