N	3gram	Bakhtin_Fr_2	Tvorches
1	в то же	6	13
2	то же время	6	12
3	в том что	1	6
4	о том что	3	5
5	но в то	3	4
6	дело в том	1	3
7	это как бы	1	3
8	на первом плане	3	2
9	то есть не	1	2
10	на самом деле	1	2
11	в одной из	1	2
12	и та же	1	2
13	в наше время	1	2
14	не только в	5	2
15	в году в	2	2
16	на протяжении всего	5	2
17	можно сказать что	2	2
18	и в то	2	2
19	там же с	2	2
20	в ту эпоху	2	2
21	как бы вернулся	1	1
22	еще далеко не	1	1
23	в году когда	1	1
24	прежде всего на	1	1
25	имеем в виду	2	1
26	он выступает против	1	1
27	в настоящее время	1	1
28	протяжении всего романа	1	1
29	в том же	1	1
30	время в его	1	1
31	по отношению к	1	1
32	до сих пор	4	1
33	в своей книге	2	1
34	был как бы	1	1
35	в первую очередь	1	1
36	на самом же	1	1
37	но все это	1	1
38	только то что	2	1
39	не могут быть	1	1
40	то что в	1	1
41	литературе xvii века	1	1
42	не был так	1	1
43	все более и	1	1
44	уже говорили что	1	1
45	он видит в	2	1
46	все это в	1	1
47	это прежде всего	1	1
48	с одной стороны	3	1
49	в xix веке	3	1
50	в конце концов	1	1
51	в году и	1	1
52	и будущего в	1	1
53	восприятие и оценку	1	1
54	в картине мира	1	1
55	мы уже говорили	5	1
56	целый ряд других	1	1
57	одна и та	1	1
58	самом же деле	1	1
59	вряд ли можно	1	1
60	и вот в	1	1
61	еще не существовало	1	1
62	как бы самое	1	1
63	более и более	1	1
64	связан с традицией	1	1
65	мы имеем в	1	1
66	с другой стороны	3	1
67	то есть о	1	1
68	таким образом и	1	1
69	как и в	1	1
70	и в ее	1	1
71	бы самое время	1	1
