N	3gram	Medvedev_F_2	Psycholo
1	и т п	9	15
2	в том что	2	9
3	не может быть	10	8
4	и т д	5	8
5	в самом деле	5	7
6	в том чтобы	1	7
7	во всяком случае	5	6
8	в зависимости от	3	5
9	не в том	3	5
10	с другой стороны	3	5
11	с одной стороны	1	5
12	для того чтобы	3	5
13	как и в	1	4
14	в какой мере	2	3
15	чтобы показать что	1	3
16	в художественном произведении	1	3
17	только в том	1	3
18	до сих пор	1	3
19	в отличие от	2	3
20	в собственном смысле	1	3
21	к тому чтобы	2	3
22	в конце концов	2	3
23	более или менее	1	2
24	в настоящее время	1	2
25	в этом смысле	2	2
26	мы не можем	1	2
27	с точки зрения	7	2
28	в таком случае	1	2
29	не было бы	1	2
30	в этом отношении	7	2
31	т п все	1	2
32	то или иное	1	2
33	вместе с тем	4	2
34	в том случае	2	2
35	в применении к	2	2
36	так как они	2	2
37	всяком случае в	1	2
38	так и в	3	2
39	при этом не	1	2
40	искусство как прием	2	2
41	смысле этого слова	1	2
42	том что искусство	2	2
43	совершенно очевидно что	1	2
44	по этому поводу	1	2
45	сама по себе	1	2
46	на самом деле	3	2
47	тем не менее	1	2
48	на то чтобы	1	2
49	что и в	1	2
50	по себе а	2	2
51	и в конце	1	1
52	не так легко	1	1
53	и в поэзии	1	1
54	как например в	1	1
55	должна быть положена	1	1
56	и теперь как	1	1
57	только и может	2	1
58	все дело в	1	1
59	не следует что	2	1
60	поэтическое произведение как	2	1
61	а вовсе не	1	1
62	теми или иными	1	1
63	что в самом	1	1
64	приемом таким образом	1	1
65	оно не может	1	1
66	и в особенности	1	1
67	в том как	1	1
68	и там где	1	1
69	он не может	1	1
70	в одной плоскости	1	1
71	основных понятий и	2	1
72	в различных формах	1	1
73	том случае если	1	1
74	сами по себе	2	1
75	находится под влиянием	1	1
76	в этом романе	1	1
77	если мы обратимся	1	1
78	стоит перед необходимостью	2	1
79	в той мере	1	1
80	том или ином	1	1
81	в направлении к	1	1
82	во всей его	1	1
83	бы сказать что	1	1
84	мы приходим к	2	1
85	вместе с ними	1	1
86	и в этих	1	1
87	того что они	1	1
88	мы полагаем что	1	1
89	все равно что	1	1
90	в этой области	1	1
91	дело идет о	2	1
92	могут быть названы	1	1
93	лежит в основе	1	1
94	не вещь а	1	1
95	факта который как	1	1
96	если же мы	1	1
97	и в этом	5	1
98	не могут быть	4	1
99	в такой же	1	1
100	в том или	1	1
101	это и есть	1	1
102	в связи с	10	1
103	тем же самым	1	1
104	поэтического языка от	1	1
105	то что он	1	1
106	мере в какой	1	1
107	как мы знаем	2	1
108	один и тот	1	1
109	в этом рассказе	1	1
110	в широком смысле	1	1
111	и во всяком	1	1
112	только то что	1	1
113	таким образом мы	1	1
114	же и в	1	1
115	в свою очередь	1	1
116	материал художественного произведения	1	1
117	потебни едва ли	1	1
118	с самого начала	2	1
119	т п в	1	1
120	что иное как	1	1
121	отметить что в	1	1
122	мы обратимся к	1	1
123	было бы сказать	1	1
124	в сущности не	1	1
125	не что иное	1	1
126	той мере в	1	1
127	на задний план	1	1
128	и тот же	1	1
