N	2gram	Bakhtin_KF_1	VLabPisa
1	в этом	14	26
2	и в	24	25
3	не только	5	22
4	может быть	45	21
5	хотя бы	4	20
6	и не	26	19
7	художественного творчества	1	18
8	не может	27	17
9	в его	40	15
10	в процессе	2	14
11	прежде всего	2	13
12	в том	6	13
13	все это	10	12
14	как это	1	12
15	в качестве	2	10
16	о том	3	10
17	об этом	1	9
18	что в	4	9
19	для него	8	9
20	но и	9	9
21	то же	5	9
22	и др	1	9
23	к этому	2	9
24	все эти	10	8
25	ни один	1	8
26	могут быть	3	8
27	не следует	1	8
28	в своем	16	8
29	как и	5	7
30	же в	1	7
31	отношению к	22	7
32	не было	8	7
33	во всех	11	7
34	вместе с	1	7
35	по отношению	26	7
36	в конечном	1	7
37	а не	17	7
38	было бы	8	7
39	том что	4	7
40	главным образом	1	6
41	в себе	21	6
42	и его	17	6
43	так и	2	6
44	в нем	28	6
45	бы и	3	6
46	между тем	4	6
47	это не	10	6
48	то что	7	6
49	это и	2	6
50	в то	3	6
51	в зависимости	1	6
52	том же	1	6
53	их в	1	6
54	приводит к	1	5
55	все же	5	5
56	же время	2	5
57	не в	12	5
58	в их	8	5
59	в искусстве	1	5
60	конечном счете	1	5
61	зависимости от	1	5
62	один из	2	5
63	на основе	7	5
64	действительности и	1	5
65	тому что	2	5
66	только в	16	5
67	в результате	1	5
68	и есть	9	5
69	не является	1	5
70	как бы	9	5
71	можно сказать	1	4
72	как раз	1	4
73	в своей	10	4
74	в одном	4	4
75	в ее	16	4
76	это только	2	4
77	никогда не	5	4
78	утверждать что	1	4
79	в целом	10	4
80	в единстве	7	4
81	что все	1	4
82	в философии	1	4
83	с ними	3	4
84	познания и	4	4
85	одна из	1	4
86	равно как	1	4
87	в этой	2	4
88	когда он	1	4
89	в самом	1	4
90	к тому	1	4
91	познания в	2	4
92	их и	1	4
93	с его	1	4
94	должен быть	7	4
95	что он	2	4
96	момент в	7	3
97	в значительной	1	3
98	или в	1	3
99	жизни и	8	3
100	в котором	24	3
101	и ее	2	3
102	и их	6	3
103	точки зрения	12	3
104	работая над	1	3
105	и он	1	3
106	с тем	2	3
107	его в	5	3
108	действительной жизни	3	3
109	сводится к	2	3
110	а значит	2	3
111	например что	1	3
112	того что	3	3
113	нет и	3	3
114	но как	5	3
115	только что	1	3
116	и мир	2	3
117	из его	3	3
118	и к	1	3
119	ее в	1	3
120	что не	3	3
121	и от	1	3
122	с этим	1	3
123	него в	1	3
124	образом в	1	3
125	всех этих	3	3
126	именно в	5	3
127	что и	7	3
128	она не	1	3
129	его не	1	3
130	и по	1	3
131	по поводу	1	3
132	в виду	3	3
133	и как	2	3
134	как о	1	3
135	бы не	3	2
136	может не	2	2
137	произведения не	1	2
138	в которой	1	2
139	и этот	3	2
140	но с	1	2
141	стороны в	3	2
142	вне его	1	2
143	еще не	4	2
144	в другом	3	2
145	живет не	1	2
146	должны быть	1	2
147	говорить о	2	2
148	из себя	8	2
149	одной из	1	2
150	отличается от	1	2
151	и для	9	2
152	в материальной	1	2
153	к этим	1	2
154	в жизни	2	2
155	не менее	3	2
156	и просто	2	2
157	зависит от	1	2
158	вовсе не	7	2
159	не по	4	2
160	в сознании	2	2
161	вообще и	1	2
162	который по	1	2
163	так называемые	1	2
164	того чтобы	2	2
165	во всяком	1	2
166	по себе	2	2
167	между прочим	1	2
168	на язык	3	2
169	от до	1	2
170	обычно и	1	2
171	того или	3	2
172	ли это	2	2
173	а в	4	2
174	между ними	1	2
175	этот процесс	1	2
176	самого себя	1	2
177	ее как	2	2
178	но не	12	2
179	остановимся на	1	2
180	а для	2	2
181	а затем	1	2
182	нет единства	1	2
183	ни одна	2	2
184	и даже	1	2
185	хотя и	1	2
186	из которых	2	2
187	и весь	2	2
188	для того	3	2
189	а как	2	2
190	но в	5	2
191	тогда когда	3	2
192	к его	1	2
193	отнюдь не	6	2
194	лишь в	8	2
195	относится к	1	2
196	смысле слова	1	2
197	в чем	4	2
198	мира и	4	2
199	но к	1	2
200	и потому	2	2
201	не быть	3	2
202	можно ли	1	2
203	всяком случае	1	2
204	к ним	4	2
205	видеть в	1	2
206	не о	2	2
207	мы имеем	5	2
208	и может	3	2
209	ту же	1	2
210	в каждом	3	2
211	если бы	8	2
212	только не	1	2
213	от того	3	2
214	нам остается	1	2
215	во всей	4	2
216	чтобы не	2	2
217	эти положения	1	2
218	он не	6	2
219	в различных	1	2
220	в своих	3	2
221	своем содержании	2	2
222	также и	1	2
223	от них	1	2
224	всех его	2	2
225	все они	1	2
226	значит что	1	2
227	единого и	9	2
228	о его	1	2
229	не подлежит	1	2
230	в области	2	2
231	в ней	3	2
232	много и	1	2
233	что она	1	2
234	он может	2	2
235	от его	5	2
236	они не	1	2
237	или иной	2	2
238	но для	2	2
239	что мы	1	2
240	могло бы	4	2
241	мысль о	1	2
242	же самое	1	2
243	он и	2	2
244	к таким	1	1
245	за его	1	1
246	единства в	2	1
247	и из	1	1
248	реализации в	1	1
249	его от	1	1
250	процесс между	1	1
251	ни к	2	1
252	с целью	1	1
253	нет даже	1	1
254	и чисто	1	1
255	или иное	2	1
256	образом и	1	1
257	творчества и	1	1
258	всех сторон	1	1
259	не значит	6	1
260	на его	1	1
261	есть для	1	1
262	можно и	2	1
263	особенно часто	1	1
264	конкретное реальное	1	1
265	для нас	4	1
266	которой мы	1	1
267	себя или	2	1
268	в соответствии	2	1
269	представление что	1	1
270	и наконец	1	1
271	вопрос о	2	1
272	входит в	3	1
273	в него	2	1
274	включая сюда	2	1
275	только со	1	1
276	именно к	1	1
277	но он	1	1
278	в стороне	1	1
279	связи между	1	1
280	к пониманию	1	1
281	и ни	3	1
282	мы говорим	1	1
283	или не	1	1
284	этого не	1	1
285	его действительная	1	1
286	частей и	1	1
287	в математике	1	1
288	мышления и	2	1
289	себе в	1	1
290	себя от	1	1
291	значение для	1	1
292	на своем	3	1
293	здесь не	3	1
294	путем чисто	1	1
295	в движение	1	1
296	смысла и	2	1
297	должна быть	4	1
298	только на	1	1
299	для самого	1	1
300	то прежде	1	1
301	в каком	4	1
302	на этом	1	1
303	своей активности	1	1
304	и все	7	1
305	бы он	2	1
306	лежат в	1	1
307	на то	1	1
308	в виде	2	1
309	со всех	1	1
310	другой в	1	1
311	установить ряд	1	1
312	проблемы в	1	1
313	с ним	5	1
314	в какой	1	1
315	охватить и	1	1
316	и так	1	1
317	своего свободного	1	1
318	и во	1	1
319	приходится признать	1	1
320	его и	2	1
321	всем что	1	1
322	это в	1	1
323	если это	1	1
324	что эта	2	1
325	самом деле	3	1
326	все для	1	1
327	содержания на	1	1
328	но между	1	1
329	всего этого	1	1
330	дело не	2	1
331	от него	3	1
332	относятся к	1	1
333	а только	1	1
334	не дает	3	1
335	мир а	1	1
336	данте и	1	1
337	интуицией в	1	1
338	это значит	1	1
339	которой он	2	1
340	жизнь в	1	1
341	если он	1	1
342	автора как	2	1
343	данной области	1	1
344	религии и	1	1
345	если не	2	1
346	то например	1	1
347	не знать	1	1
348	знает и	2	1
349	данного человека	1	1
350	и свою	1	1
351	этим путем	2	1
352	его действительной	1	1
353	же не	1	1
354	в единый	1	1
355	места и	4	1
356	по которой	1	1
357	что ее	1	1
358	но только	1	1
359	общее и	3	1
360	ее основных	1	1
361	а именно	1	1
362	этом смысле	3	1
363	к действительности	1	1
364	этот учет	1	1
365	свою очередь	1	1
366	отношение к	5	1
367	содержания и	2	1
368	совершенно не	6	1
369	потому что	2	1
370	вся игра	1	1
371	творчестве но	1	1
372	созерцания и	1	1
373	истины но	2	1
374	смысла в	2	1
375	то есть	1	1
376	дело с	2	1
377	как не	1	1
378	кажется что	2	1
379	связанных с	1	1
380	это противопоставление	2	1
381	я то	1	1
382	содержательны и	1	1
383	слова и	1	1
384	к ней	1	1
385	и имеет	1	1
386	сознания в	2	1
387	не для	1	1
388	еще более	2	1
389	жизнь и	2	1
390	в этих	1	1
391	единой и	3	1
392	мысли в	1	1
393	соответствии с	2	1
394	ли она	1	1
395	что этот	3	1
396	что есть	2	1
397	не имеет	5	1
398	ее а	1	1
399	целого и	1	1
400	как в	2	1
401	противном случае	1	1
402	момента в	1	1
403	с ее	2	1
404	следует что	1	1
405	бытия в	5	1
406	можно установить	1	1
407	это положение	1	1
408	и других	2	1
409	на почве	1	1
410	можно говорить	1	1
411	и познания	1	1
412	связанная с	1	1
413	можно конечно	1	1
414	под ним	2	1
415	говоря о	1	1
416	как если	1	1
417	действием и	1	1
418	своего развития	1	1
419	жизни не	1	1
420	вводить в	1	1
421	познания не	1	1
422	только с	3	1
423	в противном	1	1
424	мысль в	1	1
425	его самого	1	1
426	значит ли	1	1
427	чувства в	1	1
428	я с	1	1
429	ни в	12	1
430	со всем	5	1
431	конкретной действительности	4	1
432	бытие как	4	1
433	ту или	1	1
434	в каком-то	1	1
435	должно быть	6	1
436	только через	1	1
437	приводит и	1	1
438	поэтому в	1	1
439	в истории	1	1
440	тем что	3	1
441	том смысле	1	1
442	напряженность и	1	1
443	целом и	3	1
444	научного и	1	1
445	это что	1	1
446	ничего общего	2	1
447	в последнем	1	1
448	понятий и	1	1
449	же и	1	1
450	не могло	1	1
451	уже не	7	1
452	это с	1	1
453	это было	2	1
454	закона их	1	1
455	перейдем теперь	1	1
456	в основе	5	1
457	установить между	1	1
458	лежит в	1	1
459	в живом	1	1
460	по своему	3	1
461	что эти	1	1
462	есть его	2	1
463	и социальные	1	1
464	что конечно	1	1
465	для этого	2	1
466	говорят об	1	1
467	предмета в	2	1
468	целого или	1	1
469	и та	2	1
470	к двум	1	1
471	а к	1	1
472	говорим о	1	1
473	согласиться с	1	1
474	содержания а	1	1
475	подлежит сомнению	1	1
476	то или	2	1
477	а тот	1	1
478	содержания в	1	1
479	значит не	1	1
480	признается и	1	1
481	с определенной	1	1
482	только тогда	1	1
483	но ни	2	1
484	смерть и	1	1
485	стороне вопрос	1	1
486	единство и	1	1
487	в едином	9	1
488	весь мой	1	1
489	события и	1	1
490	месте в	1	1
491	бы быть	5	1
492	вне себя	1	1
493	и мира	1	1
494	жизнью каждый	1	1
495	или иную	1	1
496	себя и	2	1
497	поскольку она	2	1
498	и менее	1	1
499	не являются	1	1
500	эта в	1	1
501	существенно не	1	1
502	в данной	1	1
503	ее и	6	1
504	я всегда	1	1
505	этим самым	1	1
506	не как	4	1
507	нет ничего	1	1
508	несмотря на	1	1
509	освободиться от	1	1
510	и никогда	1	1
511	даже для	1	1
512	и смысл	2	1
513	в известном	1	1
514	является только	1	1
515	как целое	1	1
516	эта мысль	1	1
517	друг друга	1	1
518	быть и	3	1
519	по принципу	1	1
520	признать что	1	1
521	в действительной	4	1
522	время и	5	1
523	с которой	1	1
524	только для	1	1
525	в духе	1	1
526	не был	1	1
527	нет места	1	1
528	эстетики и	1	1
529	и эти	2	1
530	или иного	3	1
531	а чисто	1	1
532	человека вообще	3	1
533	едином и	7	1
534	этого факта	1	1
535	мы видим	1	1
536	даны ему	1	1
537	или как	2	1
538	где же	1	1
539	бы его	1	1
540	и отсюда	2	1
541	познание а	1	1
542	он должен	1	1
543	то все	1	1
544	к настоящему	1	1
545	что может	1	1
546	и бытие	2	1
547	в конкретной	2	1
548	и целого	1	1
549	как оно	2	1
550	и миром	1	1
551	в ту	2	1
552	мы только	1	1
553	которых он	1	1
554	оно может	1	1
555	этих терминов	1	1
556	философии как	1	1
557	входит как	2	1
558	противоречия и	1	1
559	же на	1	1
560	к каждому	1	1
561	и теоретической	1	1
562	и это	12	1
563	конечно не	7	1
564	подробный анализ	1	1
565	остается только	1	1
566	имеем в	2	1
567	быть в	4	1
568	себе и	3	1
569	может иметь	2	1
570	и то	2	1
571	это понятие	1	1
572	о нем	4	1
573	и свой	2	1
574	что правда	2	1
575	а по	2	1
576	себя до	1	1
577	которой я	2	1
578	к последним	2	1
579	определенной цели	1	1
580	мира в	6	1
581	но это	6	1
582	возникает ряд	1	1
583	той или	3	1
584	в данном	2	1
585	в свою	3	1
