N	2gram	Bakhtin_Fr_2	DiskursI
1	в качестве	2	34
2	не только	17	28
3	в том	3	23
4	а не	1	22
5	то есть	32	20
6	том что	4	19
7	может быть	5	17
8	как и	11	16
9	и в	49	16
10	в этом	15	15
11	еще не	2	14
12	но и	13	14
13	при этом	5	13
14	речевых жанров	1	12
15	и т.п	11	12
16	но не	5	11
17	прежде всего	19	11
18	и не	15	11
19	как в	1	10
20	далеко не	3	10
21	с другой	4	10
22	по отношению	1	9
23	в нем	9	9
24	не может	7	9
25	с одной	3	9
26	одной стороны	3	9
27	в частности	1	9
28	отношению к	1	9
29	но в	4	8
30	своего рода	1	8
31	о том	3	8
32	так и	6	8
33	не было	4	7
34	в себе	4	7
35	то же	7	7
36	не в	1	7
37	роль в	5	7
38	в его	18	7
39	только в	13	7
40	в своем	5	6
41	и как	1	6
42	и на	17	5
43	во всех	6	5
44	в силу	1	5
45	в котором	1	5
46	в их	2	5
47	по стилю	1	5
48	в себя	6	5
49	в эпоху	13	5
50	можно сказать	2	5
51	как бы	11	5
52	к тому	1	5
53	а в	4	5
54	то что	6	5
55	в своей	5	5
56	и о	4	4
57	с его	5	4
58	отношение к	8	4
59	в истории	6	4
60	и к	4	4
61	в целом	1	4
62	на его	2	4
63	лишь в	4	4
64	в них	13	4
65	потому что	1	4
66	могут быть	2	4
67	для себя	1	4
68	и т.д	2	4
69	же время	6	4
70	одной из	2	4
71	что он	3	4
72	для него	9	4
73	в особенности	5	4
74	по своим	1	4
75	что не	1	4
76	связи с	2	4
77	такого рода	2	4
78	не является	1	4
79	что в	2	4
80	также и	3	3
81	того же	1	3
82	и потому	5	3
83	в одной	1	3
84	перед нами	1	3
85	в самом	3	3
86	человеческого сознания	1	3
87	вследствие этого	2	3
88	зрения на	2	3
89	это не	1	3
90	по мысли	1	3
91	точки зрения	6	3
92	в своих	4	3
93	в то	6	3
94	он мог	1	3
95	таким образом	7	3
96	они и	1	3
97	в строгом	1	3
98	как не	1	3
99	в ее	3	3
100	в произведении	2	3
101	времени и	6	3
102	еще в	2	3
103	и даже	2	3
104	или на	1	3
105	что и	1	3
106	существенную роль	1	3
107	в сферу	1	3
108	хотя бы	1	3
109	в данной	1	3
110	из них	3	3
111	к ним	1	3
112	тем что	4	3
113	именно в	6	3
114	имеет место	1	3
115	это прежде	1	3
116	неотделимо от	1	3
117	по своему	1	3
118	тому как	2	3
119	того что	1	3
120	один из	7	3
121	все же	7	3
122	в свою	1	3
123	на смену	1	3
124	сказать что	6	3
125	другой стороны	3	3
126	отношения к	4	2
127	одним из	2	2
128	например в	1	2
129	и есть	1	2
130	он всегда	1	2
131	в году	13	2
132	для своего	1	2
133	мы имеем	1	2
134	в сущности	8	2
135	в виду	3	2
136	в различных	1	2
137	за пределы	2	2
138	стороны и	1	2
139	как к	2	2
140	что касается	2	2
141	хотя и	2	2
142	целый ряд	2	2
143	в противоположность	2	2
144	жанра и	1	2
145	эти жанры	2	2
146	точкой зрения	1	2
147	и событием	1	2
148	в тех	2	2
149	в этой	10	2
150	эпохи и	1	2
151	так сказать	1	2
152	по словам	2	2
153	том чтобы	1	2
154	подобно тому	2	2
155	и по	1	2
156	на этом	1	2
157	так например	2	2
158	могла бы	1	2
159	об этом	1	2
160	того или	1	2
161	не всегда	1	2
162	в г	3	2
163	наших дней	2	2
164	и без	2	2
165	направлен на	3	2
166	в историческом	1	2
167	по мере	1	2
168	не менее	1	2
169	но они	3	2
170	текста и	1	2
171	а о	1	2
172	как формы	1	2
173	в наше	1	2
174	и его	17	2
175	однако это	1	2
176	к себе	1	2
177	значительной степени	2	2
178	частной жизни	1	2
179	не есть	1	2
180	оно не	1	2
181	и он	1	2
