N	2gram	Propp_Isto_4	SlovoVZh
1	не может	6	16
2	может быть	14	14
3	точки зрения	1	14
4	как бы	3	13
5	и его	10	13
6	таким образом	10	12
7	и в	26	12
8	и не	9	10
9	если бы	2	9
10	так как	9	9
11	прежде всего	1	8
12	сказать что	2	7
13	для нас	3	7
14	в ней	1	6
15	в том	3	6
16	только в	3	6
17	при этом	3	6
18	с помощью	2	6
19	в нем	2	6
20	должна быть	2	5
21	то же	8	5
22	в виду	1	5
23	можно сказать	1	5
24	мы ни	1	5
25	как в	7	5
26	но в	5	5
27	и др	5	5
28	а не	6	5
29	как и	7	5
30	что мы	3	5
31	и следовательно	1	5
32	том что	3	5
33	никогда не	2	5
34	хотя бы	2	5
35	то что	16	5
36	зависимости от	1	4
37	к нему	6	4
38	в этом	7	4
39	все же	9	4
40	уже не	5	4
41	не только	15	4
42	отношение к	2	4
43	от того	2	4
44	так и	10	4
45	с другой	4	4
46	что не	1	4
47	не в	5	4
48	его в	9	4
49	и является	1	4
50	и к	1	4
51	жизни и	1	4
52	и на	2	4
53	здесь не	4	3
54	формы и	2	3
55	в котором	1	3
56	в пределах	1	3
57	ясно что	1	3
58	еще не	6	3
59	мы не	1	3
60	с героем	1	3
61	о том	4	3
62	и герой	1	3
63	но и	12	3
64	того что	2	3
65	быть и	1	3
66	когда он	6	3
67	и наконец	1	3
68	имеет в	1	3
69	все эти	3	3
70	только на	1	3
71	конечно не	2	3
72	в себе	2	3
73	он должен	3	3
74	не к	2	3
75	и по	5	3
76	и с	5	3
77	до сих	5	3
78	ни в	2	3
79	в некоторых	5	3
80	и пр	11	3
81	в них	1	3
82	и уже	1	3
83	в своей	4	3
84	так же	18	3
85	тем не	2	3
86	как к	1	3
87	и более	3	3
88	по себе	2	3
89	сих пор	5	3
90	не менее	2	3
91	все это	2	3
92	но для	2	3
93	бы мы	2	3
94	сколько бы	1	3
95	с ним	1	3
96	или не	1	3
97	на границе	1	3
98	как не	1	2
99	и то	6	2
100	как это	3	2
