N	3gram	Bakhtin_Pr_1	Problema
1	по отношению к	11	19
2	не может быть	3	11
3	с точки зрения	15	6
4	в отличие от	2	5
5	в высшей степени	1	5
6	в его целом	5	5
7	между тем как	4	5
8	в большинстве случаев	2	5
9	не входит в	1	4
10	позицию по отношению	1	4
11	в данном случае	2	4
12	в художественном произведении	1	4
13	с другой стороны	2	4
14	в противном случае	1	3
15	на самом деле	3	3
16	в самом деле	2	3
17	в этом смысле	9	3
18	бы то ни	3	3
19	можно было бы	3	3
20	может быть только	1	3
21	все то что	3	3
22	то же время	7	3
23	работ по поэтике	1	3
24	в том что	7	3
25	в то же	7	3
26	и в нем	1	3
27	можно сказать что	2	2
28	то же самое	1	2
29	и не может	2	2
30	в лучшем случае	2	2
31	и в то	3	2
32	и в частности	1	2
33	то ни было	2	2
34	не только в	1	2
35	за их пределы	1	2
36	не могут быть	1	2
37	не совпадает с	1	2
38	того или иного	1	2
39	так и в	1	2
40	к нему и	2	2
41	для того чтобы	2	2
42	не довлеет себе	1	2
43	в этом отношении	5	2
44	форму и содержание	1	1
45	себя самого как	1	1
46	именно в том	2	1
47	зрения на мир	6	1
48	точка зрения на	2	1
49	хотя и не	1	1
50	конечно и в	1	1
51	к себе самому	1	1
52	является таким образом	1	1
53	а вовсе не	1	1
54	тем что оно	1	1
55	да и не	1	1
56	в этом произведении	1	1
57	подобно тому как	3	1
58	в том и	1	1
59	и как можно	1	1
60	в нем и	1	1
61	во что бы	1	1
62	рядом с ним	1	1
63	а следовательно и	1	1
64	до сих пор	2	1
65	хотя бы и	2	1
66	до известной степени	1	1
67	в самом произведении	1	1
68	сами по себе	3	1
69	а в этом	1	1
70	что все эти	1	1
71	и именно в	1	1
72	но несмотря на	1	1
73	содержание в нем	1	1
74	все стороны его	1	1
75	все же некоторую	1	1
76	с самим собою	1	1
77	могли бы быть	1	1
78	может быть и	1	1
79	что дело идет	1	1
80	кроме того и	1	1
81	на себя самого	2	1
82	то есть они	1	1
83	конечно не в	1	1
84	что бы то	1	1
85	в своем творчестве	1	1
86	в значительной степени	1	1
87	то время как	1	1
88	иной чем в	1	1
89	не только его	1	1
90	то чем является	1	1
91	но в то	2	1
92	человека из подполья	3	1
93	таким образом и	1	1
94	ни в один	1	1
95	смысле этого слова	1	1
96	жизни а как	1	1
97	отношению к нему	1	1
98	позиции по отношению	1	1
99	имеют все же	1	1
100	то ни стало	1	1
101	и в этом	3	1
102	отношения к миру	1	1
103	их и в	1	1
104	по сравнению с	1	1
105	которые могли бы	1	1
106	и как бы	1	1
107	притом не только	1	1
108	не в том	1	1
109	выйти за их	1	1
110	этом глубокое своеобразие	1	1
111	при этом условии	1	1
112	к своему предмету	1	1
113	то есть не	2	1
114	тем или иным	1	1
115	в творчестве достоевского	4	1
116	и не столь	1	1
117	и в романе	2	1
118	себя самого это	1	1
119	то есть только	1	1
120	понимания и истолкования	1	1
121	только в этой	2	1
122	в этом глубокое	1	1
123	а в том	1	1
124	формы художественная форма	1	1
125	только при этом	1	1
126	то что в	1	1
127	раз и навсегда	2	1
128	ведь в противном	1	1
129	равно как и	1	1
130	в то время	2	1
131	и есть та	1	1
132	и нисколько не	1	1
133	это и есть	3	1
134	живет на границах	1	1
135	та или иная	1	1
136	то есть в	3	1
137	скажем только что	1	1
138	становится в нем	1	1
139	дело идет о	2	1
140	ни одной из	1	1
141	своих последних пределов	1	1
142	выходит за пределы	2	1
143	оно может быть	1	1
144	художественной формы и	1	1
145	они ни были	1	1
146	большинстве случаев они	1	1
147	но именно поэтому	1	1
148	в себе все	1	1
149	может быть лишь	1	1
150	как мы уже	2	1
151	как одна из	1	1
152	что в плане	1	1
153	а рядом с	1	1
154	все отношения и	1	1
155	к тому что	1	1
156	в первом случае	1	1
157	до своих последних	1	1
158	который был бы	1	1
159	в своем стремлении	1	1
160	их он может	1	1
161	она не может	1	1
162	на этот вопрос	1	1
163	дело в том	1	1
164	нам важно лишь	1	1
165	вовсе не как	1	1
