N	2gram	Losev_Prob_5	Narrotol
1	не только	18	32
2	может быть	7	25
3	но и	13	23
4	в качестве	4	21
5	и не	12	20
6	то есть	21	19
7	и в	30	19
8	в том	12	18
9	в этом	17	17
10	не в	7	14
11	в частности	4	14
12	том что	17	14
13	состоит в	1	13
14	своего рода	1	12
15	а не	5	12
16	то что	18	11
17	а в	6	11
18	точки зрения	10	10
19	не может	5	10
20	при этом	4	9
21	так и	7	9
22	в его	12	9
23	со стороны	1	9
24	в себе	4	8
25	во времени	1	8
26	с другой	6	8
27	еще не	3	7
28	по отношению	2	7
29	как в	2	7
30	все же	9	7
31	времени и	1	7
32	как и	7	7
33	к тому	2	7
34	а также	3	7
35	с одной	3	7
36	одной стороны	3	7
37	такого рода	2	7
38	с его	1	6
39	но не	7	6
40	то в	1	6
41	тем самым	1	6
42	о том	12	6
43	что он	7	6
44	именно в	3	6
45	как это	1	6
46	отношению к	2	6
47	том числе	2	6
48	но в	9	6
49	не все	2	5
50	отнюдь не	4	5
51	и как	6	5
52	уже не	6	5
53	в этой	10	5
54	тому же	1	5
55	далеко не	4	5
56	по себе	2	5
57	и его	6	5
58	к себе	1	5
59	в шмида	3	5
60	к нему	3	5
61	нуждается в	1	5
62	в форме	1	5
63	или иной	1	5
64	мира в	3	5
65	в данном	2	5
66	можно сказать	6	5
67	и пространстве	1	5
68	данном случае	2	4
69	то же	2	4
70	из которых	1	4
71	здесь не	7	4
72	перед нами	1	4
73	в нем	6	4
74	в силу	5	4
75	но все	4	4
76	же не	4	4
77	и с	5	4
78	было бы	4	4
79	и тем	3	4
80	не мог	4	4
81	связи с	7	4
82	числе и	1	4
83	той или	1	4
84	не столько	1	4
85	те же	1	4
86	же время	1	4
87	во втором	2	4
88	вслед за	2	4
89	только в	9	4
90	хотя бы	2	4
91	у него	11	4
92	что не	2	4
93	прежде всего	6	4
94	в рассказе	1	4
95	если не	4	4
96	как бы	6	4
97	да и	2	4
98	же в	3	4
99	одной из	1	4
100	героя и	1	4
101	сказать что	9	4
102	другой стороны	6	4
103	это и	1	3
104	жизни как	1	3
105	и он	4	3
106	в ней	3	3
107	и на	6	3
108	бы то	2	3
109	в ее	3	3
110	если в	1	3
111	что они	3	3
112	хотя и	8	3
113	когда он	2	3
114	что это	1	3
115	уже в	2	3
116	из этих	1	3
