N	2gram	Vinokur_Ku_3	Komedia
1	и в	23	22
2	и не	10	21
3	т е	32	16
4	том что	11	13
5	таким образом	9	12
6	в том	22	12
7	так как	9	11
8	со стороны	1	11
9	ни в	3	10
10	потому что	12	10
11	в самом	13	9
12	до сих	8	9
13	вместе с	2	9
14	сих пор	8	9
15	в этом	16	8
16	его в	2	8
17	в своем	4	8
18	о том	6	8
19	если бы	8	8
20	в его	11	8
21	что и	6	8
22	что он	6	8
23	то же	6	7
24	при этом	6	7
25	не по	3	7
26	о чем	2	7
27	только что	2	7
28	а в	5	7
29	в свою	1	7
30	того же	4	6
31	самом деле	14	6
32	еще не	9	6
33	тому же	3	6
34	в то	3	6
35	и его	1	6
36	к тому	3	6
37	того чтобы	11	6
38	свою очередь	1	6
39	ясно что	4	6
40	и что	7	6
41	для того	12	6
42	может быть	14	6
43	как раз	4	6
44	во время	1	6
45	к этому	1	6
46	речь идет	3	5
47	отношение к	3	5
48	более чем	2	5
49	но в	2	5
50	не только	17	5
51	а по	1	5
52	он не	3	5
53	в своей	4	5
54	в которых	3	5
55	то это	3	5
56	не менее	12	5
57	же время	1	5
58	связи с	6	5
59	хотя и	5	5
60	к нему	1	5
61	что в	13	5
62	по отношению	3	5
63	тем что	5	5
64	прежде всего	9	5
65	как это	7	5
66	все это	2	5
67	и т	54	4
68	он знает	1	4
69	на себя	2	4
70	в ней	3	4
71	с другой	7	4
72	тут же	1	4
73	нет и	1	4
74	отнюдь не	3	4
75	все же	5	4
76	когда он	2	4
77	то что	4	4
78	в себе	1	4
79	что она	5	4
80	но все	2	4
81	и с	3	4
82	с тем	6	4
83	несмотря на	1	4
84	точки зрения	23	4
85	не в	5	4
86	однако в	2	4
87	в отношении	3	4
88	на него	3	4
89	и здесь	2	4
90	так и	6	4
91	между собой	1	4
92	с помощью	6	4
93	сразу же	2	4
94	до нас	1	4
95	не дает	2	4
96	т п	41	4
97	вовсе не	5	4
98	само собой	1	4
99	но и	3	4
100	а не	11	4
101	в связи	5	4
102	и для	1	4
103	тем более	5	4
104	хотя бы	9	4
105	речи о	1	4
106	так же	2	4
107	идет о	1	3
108	который в	1	3
109	говорить о	6	3
110	из того	2	3
111	столь же	4	3
112	в ее	4	3
113	с этим	1	3
114	и к	3	3
115	тем же	2	3
116	в которой	1	3
117	и тот	2	3
118	как он	2	3
119	не могла	1	3
120	приводит к	1	3
121	то ни	1	3
122	было бы	16	3
123	все равно	1	3
124	далеко не	5	3
125	как и	5	3
126	чем в	2	3
127	но если	3	3
128	на месте	1	3
129	с точки	16	3
130	тем не	9	3
131	не имеет	3	3
132	никогда не	1	3
133	ничего не	6	3
134	же самое	1	3
135	на это	1	3
136	возможно что	1	3
137	одного из	1	3
138	и мы	1	3
139	тех пор	4	3
140	в двух	2	3
141	не о	2	3
142	одной из	1	3
143	с одной	4	3
144	в начале	1	3
145	что не	4	3
146	не так	3	3
147	всяком случае	1	3
148	отношению к	2	3
149	на этот	2	3
150	один из	4	3
151	если не	1	3
152	в частности	2	3
153	не может	6	3
154	конечно не	2	3
155	по своему	2	3
156	одной стороны	4	3
157	как бы	5	3
158	с этой	3	3
159	в целом	4	3
160	теперь же	1	3
161	до тех	4	3
162	не знает	2	3
163	все что	1	3
164	в какой	3	3
165	во всяком	2	3
166	отношения к	1	2
167	такое же	1	2
168	мы не	3	2
169	в сущности	4	2
170	время как	1	2
171	представление о	1	2
172	не совсем	1	2
173	и на	1	2
174	бы то	1	2
175	конечном счете	1	2
176	отличие от	2	2
177	за пределы	2	2
178	что они	2	2
179	и я	2	2
180	как в	4	2
181	в известной	1	2
182	что касается	1	2
183	целый ряд	4	2
184	в результате	3	2
185	всего лишь	1	2
186	цитат и	1	2
187	бы не	3	2
188	то обстоятельство	3	2
189	раз в	1	2
190	если он	1	2
191	и если	2	2
192	после этого	1	2
193	состоит в	2	2
194	в силу	6	2
195	исходя из	1	2
196	из всех	1	2
197	не с	2	2
198	с другими	2	2
199	это не	3	2
200	отца и	1	2
201	не ясно	1	2
202	я говорю	1	2
203	остается в	2	2
204	не мог	1	2
205	в г	1	2
206	и без	2	2
207	в котором	2	2
208	в их	6	2
209	в одном	2	2
210	того кто	1	2
211	как видим	1	2
212	тому что	4	2
213	она не	3	2
214	что с	1	2
215	шла о	1	2
216	дело не	2	2
217	в основе	1	2
218	и после	1	2
219	бы по	1	2
220	в области	14	2
221	и со	1	2
222	он называет	1	2
223	ли не	1	2
224	отказаться от	1	2
225	если же	2	2
226	как мы	5	2
227	и о	4	2
228	в виду	8	2
229	здесь не	2	2
230	без всякого	1	2
231	то время	1	2
232	можно было	11	2
233	она была	1	2
234	наряду с	1	2
235	по тому	2	2
236	именно потому	1	2
237	а также	4	2
238	в другом	1	2
239	на вопрос	3	2
240	в конечном	1	2
241	которой мы	1	2
242	между тем	4	2
243	этих слов	3	2
244	нуждается в	1	2
245	речь шла	1	2
246	все время	1	2
247	какой мере	2	2
248	не как	2	2
249	тот же	6	2
250	и ее	1	2
251	в качестве	2	2
252	уже в	3	2
253	если мы	7	2
254	за ним	1	2
255	мы знаем	1	2
256	был бы	3	2
257	понимает что	1	2
258	они будут	1	2
259	от того	5	2
260	к одной	1	2
261	собой разумеется	1	2
262	что для	1	2
263	не было	4	2
264	а на	1	2
265	обстоятельство что	3	2
266	что мы	2	2
267	до этого	1	2
268	из которых	1	2
269	в пределах	2	2
270	не могут	5	2
271	для обозначения	2	2
272	по существу	3	2
273	его от	1	2
274	этом случае	4	2
275	только для	2	2
276	о его	1	2
277	и ты	1	2
278	ли в	1	2
279	с уже	1	2
280	нет никаких	1	2
281	г и	1	2
282	он понимает	1	2
283	е в	2	2
284	не будет	1	2
285	а о	1	2
286	между ними	1	2
287	только как	4	2
288	другой стороны	3	2
289	совершенно не	5	2
290	равно как	2	2
291	что ты	1	2
292	в свое	2	2
293	прошлом и	1	2
294	к этой	1	2
295	это в	2	2
296	в таком	4	2
297	формы и	3	1
298	я и	3	1
299	в силе	1	1
300	например в	1	1
301	чтобы не	2	1
302	по адресу	2	1
303	в объяснении	1	1
304	поэтической речи	1	1
305	в первом	5	1
306	к другому	2	1
307	в зависимости	7	1
308	мы имеем	2	1
309	вопрос о	11	1
310	именно к	1	1
311	надеяться что	1	1
312	было все	1	1
313	достаточно хорошо	1	1
