N	2gram	Ircho_Kome_3	Formalny
1	и в	22	38
2	в этом	8	27
3	т е	16	26
4	может быть	6	23
5	и его	6	21
6	таким образом	12	20
7	и не	21	20
8	в самом	9	16
9	не в	4	15
10	прежде всего	5	15
11	и т	4	14
12	не может	3	14
13	в нем	3	13
14	связи с	5	13
15	но и	4	13
16	в пределах	2	12
17	с его	3	11
18	с тем	4	11
19	в том	12	11
20	вовсе не	4	11
21	с другими	2	10
22	в его	8	10
23	в связи	4	10
24	с помощью	4	10
25	не только	5	9
26	при этом	7	9
27	и с	4	9
28	как и	3	9
29	т п	4	9
30	самом деле	6	8
31	отнюдь не	4	8
32	все же	4	8
33	точки зрения	4	8
34	так и	4	8
35	что и	8	8
36	тем что	5	8
37	в первом	1	7
38	как мы	2	7
39	в своей	5	7
40	с точки	3	7
41	язык и	1	7
42	во втором	1	7
43	этом отношении	2	7
44	в других	3	7
45	не могут	2	7
46	по существу	2	7
47	что в	5	7
48	и ее	2	6
49	в ней	4	6
50	в истории	1	6
51	все эти	1	6
52	в этой	3	6
53	то же	7	6
54	было бы	3	6
55	он не	5	6
56	в их	2	6
57	могут быть	1	6
58	для понимания	2	6
59	все время	2	6
60	только в	1	6
61	то что	4	6
62	не было	2	6
63	вместе с	9	6
64	а не	4	6
65	как раз	6	6
66	в результате	2	6
67	хотя бы	4	6
68	а в	7	6
69	говорить о	3	5
70	во всех	2	5
71	т д	1	5
72	в слове	1	5
73	в то	6	5
74	в основе	2	5
75	же время	5	5
76	если бы	8	5
77	сводится к	1	5
78	и только	1	5
79	что он	8	5
80	всяком случае	3	5
81	если мы	2	5
82	и речи	4	5
83	с этим	3	5
84	в реальном	1	5
85	и для	4	5
86	бы в	4	5
87	во всяком	3	5
88	здесь и	2	4
89	в сущности	2	4
90	одним словом	1	4
91	в сторону	1	4
92	что они	2	4
93	независимо от	1	4
94	как в	2	4
95	и наконец	1	4
96	и к	3	4
97	в статье	1	4
98	не как	2	4
99	его от	2	4
100	от нее	3	4
101	не столько	1	4
102	ничего не	3	4
103	к тому	6	4
104	здесь не	2	4
105	но в	5	4
106	чем он	1	4
107	и теперь	1	4
108	в большинстве	1	4
109	что не	3	4
110	из них	5	4
111	так как	11	4
112	не о	3	4
113	и даже	3	4
114	в некоторых	1	4
115	другой стороны	2	4
116	на фоне	1	4
117	как бы	3	4
118	известной степени	2	4
119	совершенно не	2	4
120	к этому	6	4
121	они не	1	4
122	например в	1	3
123	тем же	3	3
124	и до	1	3
125	в зависимости	1	3
126	а как	2	3
127	мы не	2	3
128	то это	5	3
129	зависимости от	1	3
130	и на	2	3
