N	2gram	Ircho_Kome_1	Poddanst
1	не только	10	17
2	и в	22	14
3	и не	8	12
4	в области	2	11
5	в этом	3	10
6	в отношении	6	10
7	в качестве	4	9
8	но в	4	9
9	то же	6	9
10	в том	11	9
11	хотя бы	1	8
12	только в	3	7
13	в то	10	7
14	же время	4	7
15	в судьбах	1	6
16	в ней	1	6
17	было бы	2	6
18	но и	11	6
19	отношении к	1	5
20	в которых	1	5
21	с другой	5	5
22	может быть	9	5
23	не в	6	5
24	и о	3	5
25	а также	4	4
26	в своем	1	4
27	и к	1	4
28	как бы	1	4
29	европейской культуры	1	4
30	том что	12	4
31	не может	2	4
32	и потому	1	4
33	в котором	4	4
34	по себе	1	4
35	в русской	1	4
36	л и	1	4
37	что в	6	4
38	же в	4	4
39	а в	6	4
40	то что	2	4
41	и т	9	3
42	мы не	3	3
43	в порядке	1	3
44	столь же	2	3
45	между тем	5	3
46	вслед за	2	3
47	хотя и	3	3
48	и как	3	3
49	тот же	3	3
50	с одной	3	3
51	в себе	2	3
52	в нем	4	3
53	для того	1	3
54	прежде всего	5	3
55	одной стороны	3	3
56	с тем	1	3
57	и без	2	3
58	но не	2	3
59	наряду с	2	3
60	могут быть	3	3
61	т е	13	3
62	потому что	5	3
63	точки зрения	4	3
64	и это	1	2
65	света в	1	2
66	в мире	1	2
67	начала и	1	2
68	к началу	1	2
69	в значительной	1	2
70	во всех	1	2
71	говорить о	1	2
72	если в	1	2
73	в общем	1	2
74	со стороны	2	2
75	отнюдь не	1	2
76	с этим	1	2
77	того что	1	2
78	бы ни	1	2
79	и и	3	2
80	в начале	3	2
81	главным образом	3	2
82	г и	3	2
83	и других	7	2
84	в его	5	2
85	из них	10	2
86	где бы	1	2
87	в виде	3	2
88	не к	2	2
89	в силу	2	2
90	и вот	4	2
91	и укрепить	1	2
92	как раз	3	2
93	и с	3	2
94	точек зрения	2	2
95	именно в	4	2
96	iii в	1	2
97	и тем	2	2
98	в жизни	1	2
99	для них	2	2
100	в них	3	2
101	в эту	1	2
102	друг другу	1	2
103	культуры в	1	2
104	что из	1	2
105	не менее	3	2
106	все это	5	2
107	между прочим	2	2
108	одна из	2	2
109	и право	2	2
110	да и	3	2
111	еще более	1	2
112	может и	1	2
113	в частности	3	2
114	особый и	1	2
115	как на	1	2
116	том числе	1	2
117	которых не	1	1
118	в применении	1	1
119	также что	1	1
120	также и	1	1
121	же как	3	1
122	как известно	2	1
123	как по	2	1
124	тем же	1	1
125	во времена	1	1
126	и этим	1	1
127	в себя	2	1
128	культуры и	1	1
129	к жизни	1	1
130	идет речь	1	1
131	на две	2	1
132	первой половине	2	1
133	применении к	1	1
134	в годы	6	1
135	те же	1	1
136	в и	2	1
137	особенно в	1	1
138	в борьбе	1	1
139	еще в	5	1
140	к первому	1	1
141	что уже	1	1
142	и вождь	1	1
143	для этого	2	1
144	духовной и	1	1
145	сам как	1	1
146	находится в	2	1
147	на себя	2	1
148	с ее	2	1
149	и ее	3	1
150	слова о	2	1
151	именно потому	2	1
152	мы и	1	1
153	и здесь	2	1
154	не означает	1	1
155	и что	1	1
156	еще не	2	1
157	и на	3	1
158	он был	2	1
159	мира а	1	1
160	ответа на	1	1
161	за последние	1	1
162	стихии как	1	1
163	различия между	1	1
164	с трудом	1	1
165	не все	1	1
166	борьбе с	1	1
167	что и	4	1
168	в разложении	1	1
169	отличие от	2	1
170	также в	2	1
171	в истории	5	1
172	что во	1	1
173	в рамках	2	1
174	государства и	1	1
175	и мир	2	1
176	судить по	3	1
177	насколько можно	1	1
178	тех пор	1	1
179	все же	3	1
180	власть и	1	1
181	в отрыве	1	1
182	современности в	1	1
183	действие в	1	1
184	два основных	1	1
185	над собой	1	1
186	более или	1	1
187	в самом	2	1
188	в условиях	1	1
189	в которой	6	1
190	во времени	1	1
191	что это	1	1
192	вопрос об	1	1
193	представляет собой	1	1
194	чуть ли	1	1
195	из этих	1	1
196	именно на	2	1
197	в эти	2	1
198	себя в	1	1
199	в известном	2	1
200	под его	1	1
201	оказывается в	1	1
202	вв но	1	1
203	только один	2	1
204	уже в	5	1
205	ведет в	1	1
206	в большинстве	1	1
207	только на	1	1
208	о возникновении	1	1
209	на то	3	1
210	получили в	1	1
211	не могла	1	1
212	т д	4	1
213	к миру	1	1
214	связывается с	1	1
215	мы знаем	2	1
216	вероятно что	3	1
217	мир в	1	1
218	к первой	1	1
219	друг друга	1	1
220	чтобы в	1	1
221	мы можем	4	1
222	пример такого	1	1
223	и только	1	1
224	каждый из	3	1
225	и по	6	1
226	с собой	1	1
227	в каждом	1	1
228	связанные с	2	1
229	из двух	1	1
230	в число	2	1
231	в исторической	1	1
232	возможно что	1	1
233	в н	1	1
234	из всех	2	1
235	на этой	1	1
236	большинстве случаев	1	1
237	ясно что	4	1
238	его в	3	1
239	в душе	1	1
240	г ее	1	1
241	из числа	3	1
242	было и	1	1
243	а с	1	1
244	были в	2	1
245	в это	1	1
246	или хотя	1	1
247	к более	1	1
248	е а	1	1
249	к науке	1	1
250	где он	2	1
251	и связывается	1	1
252	далеко не	1	1
253	в этой	7	1
254	идеи в	1	1
255	на основании	3	1
256	в действии	2	1
257	как и	9	1
258	и уже	1	1
259	существующее в	1	1
260	явления которые	1	1
261	когда в	1	1
262	умещается в	1	1
263	должна была	2	1
264	являются наиболее	1	1
265	и еще	3	1
266	или менее	2	1
267	отрыве от	1	1
268	в ходе	1	1
269	работы в	1	1
270	так же	3	1
271	и особенно	4	1
272	из мира	1	1
273	за тем	2	1
274	представить себе	1	1
275	всяком случае	2	1
276	иной вопрос	1	1
277	что именно	1	1
278	место в	3	1
279	в идеологическом	1	1
280	в отличие	1	1
281	в данном	1	1
282	вопрос о	3	1
283	можно говорить	1	1
284	времени с	1	1
285	думается что	1	1
286	теми же	1	1
287	и эти	1	1
288	и более	1	1
289	уже несколько	1	1
290	в древней	2	1
291	прибегают к	1	1
292	и очень	1	1
293	этой области	1	1
294	и другим	1	1
295	в основном	1	1
296	лиц и	1	1
297	для каждого	1	1
298	которые были	1	1
299	г а	1	1
300	с и	1	1
301	случаях когда	1	1
302	общественной и	1	1
303	можно судить	4	1
304	того чтобы	1	1
305	об отношении	2	1
306	рассматривать как	1	1
307	в результате	4	1
308	казалось бы	3	1
309	чтобы понять	1	1
310	они являются	1	1
311	что народ	1	1
312	и притом	2	1
313	что по	2	1
314	в г	11	1
315	другой стороны	5	1
316	только что	2	1
317	и теперь	2	1
318	в этих	1	1
319	можно рассматривать	1	1
320	государственной организации	1	1
321	в каком	1	1
322	и политики	1	1
323	знаем и	1	1
324	к сфере	1	1
325	по одному	2	1
326	что все	1	1
327	ли не	4	1
328	в других	2	1
329	к характеру	1	1
330	в трех	1	1
331	к сожалению	2	1
332	к этой	1	1
333	и другие	1	1
334	вместе с	2	1
335	именно здесь	1	1
336	это в	1	1
337	во всяком	2	1
338	они не	1	1
339	из чего	1	1
340	гораздо более	1	1
