N	2gram	Voloshinov_1	Dialekti
1	не есть	3	40
2	и не	26	30
3	по себе	4	25
4	это –	4	24
5	и в	19	18
6	он –	3	18
7	точки зрения	34	17
8	ничего не	6	17
9	может быть	26	17
10	и есть	3	16
11	в нем	10	16
12	ни в	2	15
13	не имеет	3	15
14	так что	1	15
15	потому что	1	14
16	значит что	1	14
17	а не	7	14
18	не только	8	13
19	и даже	2	13
20	то что	8	13
21	что в	4	13
22	в этом	16	12
23	было бы	4	12
24	с точки	20	12
25	если бы	2	12
26	и что	1	12
27	не может	24	12
28	что это	1	11
29	в себе	2	11
30	что он	2	11
31	так как	2	11
32	– не	6	11
33	как бы	15	11
34	это значит	1	11
35	все это	3	11
36	то же	7	10
37	что такое	2	10
38	прежде всего	13	10
39	сказать что	4	10
40	и то	1	9
41	отнюдь не	6	9
42	так и	11	9
43	это не	1	9
44	том что	3	9
45	никогда не	2	9
46	внутреннего и	3	9
47	– это	8	9
48	в том	6	9
49	сама по	2	8
50	ясно что	5	8
51	в каком	3	8
52	к нему	1	8
53	совершенно не	3	8
54	также и	1	7
55	и как	3	7
56	то в	2	7
57	что не	2	7
58	как она	2	7
59	той или	1	7
60	не существует	3	7
61	вовсе не	5	7
62	не просто	2	7
63	но и	8	7
64	его не	1	6
65	хотя бы	5	6
66	в чем	2	6
67	но в	7	6
68	с другой	5	6
69	и вот	1	6
70	не в	5	6
71	она не	2	6
72	в то	3	6
73	– все	3	6
74	можно сказать	3	6
75	не было	3	6
76	и внешнего	4	6
77	и ни	1	6
78	говорить о	1	5
79	и он	2	5
80	отношение к	1	5
81	общего с	3	5
82	в своем	2	5
83	все же	8	5
84	и с	2	5
85	но если	2	5
86	в отношении	4	5
87	ни о	2	5
88	в виду	2	5
89	в дальнейшем	3	5
90	можно было	2	5
91	как же	4	5
92	мы должны	3	5
93	он сам	1	5
94	само по	1	5
95	в особенности	1	5
96	и пр	12	5
97	она есть	1	5
98	есть и	1	5
99	а в	4	5
100	– как	2	5
101	это и	3	4
102	как он	2	4
103	образ и	2	4
104	как таковой	1	4
105	нисколько не	1	4
106	и более	2	4
107	у пушкина	1	4
108	же время	3	4
109	не о	1	4
110	к ней	1	4
111	к тому	2	4
112	ничего общего	5	4
113	как мы	13	4
114	только то	1	4
115	и вообще	2	4
116	о том	2	4
117	от него	2	4
118	быть и	3	4
119	мы видим	1	4
120	но не	1	4
121	в котором	3	4
122	в конце	5	4
123	мы можем	2	4
124	как раз	2	4
125	– в	10	4
126	как это	1	4
127	хотя и	1	4
128	так же	7	4
129	другой стороны	6	4
130	во всяком	5	4
131	нем нет	2	3
132	самом деле	10	3
133	должна быть	2	3
134	действительности и	3	3
135	в ней	4	3
136	мысли и	4	3
137	на самом	3	3
138	а только	1	3
139	она –	1	3
140	все равно	1	3
141	стороны и	1	3
142	более или	1	3
143	конечно не	5	3
144	от этого	2	3
145	в самом	10	3
146	та же	1	3
147	он не	3	3
148	всех этих	1	3
149	не значит	1	3
150	то как	2	3
151	но все	3	3
152	этом смысле	2	3
153	всегда и	1	3
154	должно быть	2	3
155	или менее	1	3
156	что я	1	3
157	точку зрения	2	3
158	друг другу	1	3
159	тому что	2	3
160	в основе	2	3
161	имеет общего	1	3
162	в разных	1	3
163	в науке	6	3
164	ничто не	1	3
165	в сознании	2	3
166	только с	1	3
167	могут быть	2	3
168	и всех	1	3
169	с наукой	1	3
170	сознания и	3	3
171	чтобы понять	1	3
172	и та	2	3
173	нуждается в	3	3
174	что и	2	3
175	только в	9	3
176	очень много	1	3
177	лежащая в	1	3
178	только на	4	3
179	оно –	1	3
180	но что	1	3
181	или иной	3	3
182	еще и	1	3
183	что для	1	3
184	и потому	5	3
185	нет еще	2	3
186	в данном	4	3
187	что же	4	3
188	в его	6	3
189	– мы	1	3
190	не является	4	3
191	– и	4	3
192	и все	5	3
193	у них	1	3
194	бы в	2	3
195	конце концов	3	3
196	но вот	1	3
197	отношении к	4	3
198	состоит из	1	3
199	была бы	1	3
200	жизни и	2	3
201	гораздо более	1	3
202	мы замечаем	2	2
203	же как	2	2
204	или наоборот	1	2
205	вопрос о	4	2
206	почти все	1	2
207	быть в	2	2
208	то мы	2	2
209	но конечно	1	2
210	из этих	2	2
211	но как	1	2
212	точка зрения	7	2
213	себе и	2	2
214	это или	1	2
215	относится к	1	2
216	с этим	4	2
217	просто как	1	2
218	бы и	2	2
219	образом и	1	2
220	все эти	7	2
221	к самому	1	2
222	тоже не	1	2
223	всего необходимо	1	2
224	если для	1	2
225	а просто	1	2
226	не как	2	2
227	является не	6	2
228	которое как	1	2
229	в каждом	7	2
230	могла бы	2	2
231	и может	1	2
232	– то	3	2
233	вещи и	1	2
234	с другими	3	2
235	– совершенно	1	2
236	но уже	1	2
237	с этой	2	2
238	как и	12	2
239	одна и	1	2
240	между собою	1	2
241	до сих	8	2
242	и при	3	2
243	в своей	3	2
244	нас не	1	2
245	можно найти	1	2
246	всяком случае	2	2
247	почти не	1	2
248	для всякого	1	2
249	в корне	3	2
250	и от	3	2
251	ни было	10	2
252	не должна	1	2
253	же может	1	2
254	не знает	2	2
255	если и	1	2
256	не менее	4	2
257	мысли в	2	2
258	– очень	1	2
259	и является	2	2
260	и эта	4	2
261	этом отношении	3	2
262	нет ни	2	2
263	как только	1	2
264	отличается от	1	2
265	и это	3	2
266	другими словами	2	2
267	же –	2	2
268	с внешним	1	2
269	как с	2	2
270	и совершенно	1	2
271	в другом	2	2
272	мог бы	2	2
273	можно только	1	2
274	для этого	1	2
275	по мере	2	2
276	формулы и	1	2
277	каждом из	1	2
278	эти два	1	2
279	для того	4	2
280	и следовательно	3	2
281	на какие-нибудь	1	2
282	того что	3	2
283	– или	1	2
284	и быть	1	2
285	с ними	1	2
286	мы увидим	1	2
287	и так	1	2
288	поэтому и	1	2
289	образа в	1	2
290	поэтому необходимо	1	2
291	с одной	1	2
292	в качестве	2	2
293	же и	2	2
294	уже не	1	2
295	и внутреннего	1	2
296	если мы	11	2
297	из них	3	2
298	для него	9	2
299	и их	2	2
300	были бы	1	2
301	со стороны	1	2
302	именно в	5	2
303	здесь в	3	2
304	же наука	1	2
305	с ней	1	2
306	стремится к	1	2
307	о чем	1	2
308	в частности	2	2
309	самый факт	1	2
310	как в	4	2
311	одной стороны	1	2
312	же нелепо	1	2
313	зрения так	2	2
314	зрения самого	1	2
315	еще не	4	2
316	или хотя	2	2
317	сих пор	8	2
318	и для	11	2
319	лишь как	1	2
320	не будучи	1	2
321	ни к	2	2
322	свет и	1	2
323	не понимают	1	2
324	они были	1	2
325	к этому	5	2
326	этой точки	1	2
327	которая не	1	2
328	о действительности	1	1
329	новое время	1	1
330	в объективном	1	1
331	а между	1	1
332	таковы в	1	1
333	неотделима от	1	1
334	лишь ее	1	1
335	например в	1	1
336	не остается	2	1
337	не становится	3	1
338	и без	1	1
339	выражения в	1	1
340	ее до	1	1
341	всякое внешнее	1	1
342	тоже –	1	1
343	и какова	1	1
344	тем же	1	1
345	явления и	1	1
346	к другому	3	1
347	произведение или	1	1
348	мировоззрения и	1	1
349	и до	1	1
350	являющаяся в	1	1
351	на науку	3	1
352	и этот	2	1
353	раздражения и	1	1
354	той же	2	1
355	конечно совершенно	2	1
356	а как	3	1
