N	2gram	Propp_Isto_3	SlovoVZh
1	не может	4	16
2	может быть	11	14
3	точки зрения	2	14
4	как бы	1	13
5	и его	4	13
6	таким образом	10	12
7	и в	22	12
8	по отношению	2	11
9	отношению к	2	11
10	и не	12	10
11	если бы	6	9
12	так как	7	9
13	прежде всего	3	8
14	сказать что	3	7
15	для нас	4	7
16	в ней	2	6
17	в том	9	6
18	только в	4	6
19	при этом	2	6
20	в нем	9	6
21	все время	2	6
22	должна быть	1	5
23	то же	6	5
24	можно сказать	2	5
25	отнюдь не	1	5
26	как в	2	5
27	но в	10	5
28	и др	2	5
29	в жизни	2	5
30	героя и	1	5
31	а не	6	5
32	как и	3	5
33	что мы	1	5
34	том что	8	5
35	никогда не	3	5
36	хотя бы	1	5
37	то что	7	5
38	на самом	2	4
39	как если	1	4
40	к нему	5	4
41	в этом	17	4
42	все же	5	4
43	уже не	7	4
44	не только	14	4
45	отношение к	4	4
46	от того	1	4
47	так и	2	4
48	с другой	7	4
49	что не	2	4
50	не в	4	4
51	его в	3	4
52	и к	3	4
53	жизни и	2	4
54	и на	4	4
55	здесь не	3	3
56	самом деле	1	3
57	в котором	2	3
58	в пределах	4	3
59	ясно что	1	3
60	еще не	10	3
61	мы не	1	3
62	о том	3	3
63	и герой	2	3
64	но и	12	3
65	между тем	2	3
66	того что	5	3
67	быть и	3	3
68	и ее	3	3
69	все эти	4	3
70	только на	2	3
71	конечно не	1	3
72	да и	2	3
73	отражает в	1	3
74	и по	1	3
75	и с	4	3
76	до сих	5	3
77	ни в	2	3
78	в некоторых	5	3
79	и пр	11	3
80	в них	6	3
81	и уже	2	3
82	в своей	1	3
83	художественного творчества	1	3
84	так же	3	3
85	в такой	1	3
86	тем не	5	3
87	этой точки	1	3
88	и более	2	3
89	из этого	1	3
90	по себе	1	3
91	сих пор	5	3
92	не менее	5	3
93	все это	1	3
94	но для	1	3
95	и для	2	3
96	сколько бы	1	3
97	с ним	1	3
98	или не	2	3
99	в каком	1	3
100	как не	1	2
101	и то	2	2
102	как это	4	2
103	но тем	2	2
104	в себя	1	2
105	действия и	1	2
106	не отражает	2	2
107	со всех	1	2
108	мы имеем	19	2
109	и здесь	7	2
110	и та	1	2
111	и что	2	2
112	между собой	1	2
113	в чем	3	2
114	тем как	1	2
115	но конечно	2	2
116	данном случае	3	2
117	в данном	4	2
118	в его	3	2
119	что и	9	2
120	относится к	2	2
121	независимо от	2	2
122	в своем	2	2
123	кроме того	1	2
124	его к	1	2
125	дело с	2	2
126	и потому	2	2
127	и так	2	2
128	бы не	1	2
129	с одной	2	2
130	уже в	1	2
131	тому же	2	2
132	и те	1	2
133	имеем в	4	2
134	он не	5	2
135	перестает быть	1	2
136	в корне	1	2
137	к ним	1	2
138	мы можем	6	2
139	из него	1	2
140	форма в	1	2
141	но все	2	2
142	в особенности	2	2
143	на все	2	2
144	с другими	1	2
145	это не	6	2
146	и дает	1	2
147	себя и	1	2
148	героя или	1	2
149	одной стороны	2	2
150	другой стороны	7	2
151	была бы	1	2
152	там где	7	2
153	связь с	6	2
154	нет ничего	2	2
155	вместе с	9	2
156	можно найти	4	2
157	но не	7	2
158	общего с	1	2
159	находит в	1	2
160	вместе со	1	2
161	с этой	1	2
162	она не	4	2
163	с точки	1	2
164	такой же	2	2
165	в основном	1	2
166	в то	2	2
167	героев и	1	2
168	ничего не	6	2
169	и все	3	2
170	все они	1	2
171	в этих	11	2
