N	4gram	Medvedev_F_3	Myshleni
1	с этой точки зрения	1	4
2	с таким же правом	2	3
3	один и тот же	1	3
4	одного и того же	1	3
5	в той мере в	1	3
6	по отношению к данному	1	2
7	той мере в какой	1	2
8	связаны между собой но	1	1
9	с другой стороны сами	1	1
10	в том числе и	1	1
11	потому что он был	1	1
12	в собственном смысле слова	1	1
13	сводится к тому чтобы	1	1
14	все более и более	1	1
15	не может быть понято	3	1
16	одной и той же	1	1
17	мы имеем в виду	1	1
18	в той же мере	1	1
19	и по отношению к	1	1
20	но с точки зрения	1	1
21	одни и те же	3	1
22	они на самом деле	1	1
23	взаимодействии друг с другом	1	1
