N	4gram	Vinokur_Ku_1	Formalny
1	в то же время	2	7
2	и в то же	1	2
3	в той мере в	5	1
4	мы имеем в виду	1	1
5	всяком случае ясно что	1	1
6	одного и того же	2	1
7	той мере в какой	5	1
8	а вместе с тем	1	1
9	лишь в той мере	1	1
10	по мере того как	3	1
11	с этой точки зрения	1	1
12	не в том что	1	1
13	речи вовсе не есть	1	1
14	и пр и пр	1	1
15	во всяком случае ясно	1	1
16	в собственном смысле слова	1	1
17	сводится к тому чтобы	1	1
18	можно говорить о языке	1	1
19	о языке как о	1	1
20	является с одной стороны	1	1
21	что же касается до	1	1
22	и т п т	1	1
23	т п т е	1	1
24	смысле этого слова и	1	1
