N	3gram	Savitsky_E_1	Myshleni
1	в том что	6	31
2	заключается в том	2	14
3	с точки зрения	16	11
4	с одной стороны	8	9
5	в этом смысле	3	8
6	с другой стороны	2	8
7	в этом отношении	3	7
8	и тот же	1	7
9	смысле этого слова	1	7
10	один и тот	1	7
11	друг с другом	3	7
12	и того же	1	5
13	можно было бы	3	5
14	так же как	5	5
15	одного и того	1	5
16	для того чтобы	5	5
17	же как и	3	4
18	с этой точки	5	4
19	этой точки зрения	5	4
20	и тем самым	1	4
21	на то что	2	4
22	с тем что	1	3
23	по сравнению с	2	3
24	во всяком случае	3	3
25	в связи с	1	3
26	речь идет о	1	3
27	тех и других	1	3
28	но так как	1	2
29	как это мы	1	2
30	по нашему мнению	2	2
31	в том числе	1	2
32	одной стороны и	6	2
33	и не только	1	2
34	не может не	1	2
35	только в том	2	2
36	в отличие от	1	2
37	но и в	1	2
38	к тому или	1	2
39	том числе и	1	2
40	в данном случае	2	2
41	и в отношении	1	2
42	не могут быть	1	2
43	неизбежно приводит нас	1	2
44	в свою очередь	2	2
45	это значит что	1	2
46	тому или иному	2	2
47	мы видели что	1	2
48	в том смысле	1	2
49	как мы видели	2	2
50	и только в	2	2
51	что в этом	1	1
52	можем сказать что	1	1
53	подобно этому и	1	1
54	чуть ли не	1	1
55	прежде всего в	2	1
56	имеет место в	2	1
57	не говоря уже	2	1
58	то что с	1	1
59	сплошь и рядом	2	1
60	и во многих	1	1
61	во многих других	1	1
62	не заключает в	1	1
63	том случае если	1	1
64	не связана с	1	1
65	того что мы	1	1
66	бы то ни	4	1
67	и та же	1	1
68	котором мы говорили	1	1
69	мы не станем	1	1
70	вместо того чтобы	1	1
71	в своей совокупности	1	1
72	заключает в себе	3	1
73	но само по	1	1
74	говоря уже о	1	1
75	то и другое	1	1
76	в том случае	1	1
77	может быть установлена	1	1
78	и в частности	2	1
79	к тому что	1	1
80	и со стороны	2	1
81	то ни было	4	1
82	о том насколько	1	1
83	то время как	1	1
84	что в качестве	1	1
85	что в силу	1	1
86	не только те	1	1
87	они относятся к	1	1
88	не только в	4	1
89	на этот раз	1	1
90	лежащих в основе	1	1
91	а также и	1	1
92	во внимание что	1	1
93	с другой можно	1	1
94	к тому же	1	1
95	друг к другу	1	1
96	одна и та	1	1
97	что в области	1	1
98	о котором мы	1	1
99	в таком смысле	1	1
100	не может быть	2	1
101	ко второй группе	1	1
102	по себе не	2	1
103	это мы видим	1	1
104	в то время	1	1
105	отнюдь не означает	1	1
106	только в качестве	1	1
107	то что в	2	1
108	том смысле что	1	1
109	в качестве орудия	2	1
110	что наряду с	1	1
111	само по себе	4	1
112	выступает в качестве	1	1
113	мы можем сказать	2	1
114	к еще более	1	1
115	можно сказать что	3	1
116	друг от друга	2	1
117	и ту же	1	1
118	тех или иных	1	1
119	приводит нас к	2	1
120	одну и ту	1	1
121	но и то	1	1
122	не может остаться	1	1
123	только тогда когда	1	1
124	мы увидим что	1	1
125	в том же	1	1
126	в области развития	1	1
