N	3gram	Bakhtin_Fr_2	Marksizm
1	с точки зрения	5	20
2	не может быть	4	13
3	и не может	1	9
4	до сих пор	4	8
5	в настоящее время	1	6
6	с другой стороны	3	5
7	вполне понятно что	2	3
8	в нашу задачу	1	3
9	в этом случае	1	3
10	в этом отношении	3	3
11	в конце концов	1	3
12	и тот же	1	3
13	один и тот	1	3
14	то же время	6	3
15	но все же	2	3
16	можно сказать что	2	3
17	в большинстве случаев	1	3
18	в то же	6	3
19	для того чтобы	1	3
20	в том что	1	3
21	в чем же	1	2
22	и той же	1	2
23	людей так и	1	2
24	на самом же	1	2
25	далеко за пределы	1	2
26	как если бы	1	2
27	и этот момент	1	2
28	но в то	3	2
29	во всяком случае	2	2
30	не могут быть	1	2
31	в какой степени	1	2
32	одной и той	1	2
33	по отношению к	1	2
34	и прежде всего	1	2
35	самом же деле	1	2
36	свое выражение в	1	2
37	все более и	1	1
38	все разобранные нами	1	1
39	точка зрения на	1	1
40	что один и	1	1
41	только с помощью	1	1
42	прежде всего как	1	1
43	прежде всего в	1	1
44	бы это был	1	1
45	большей или меньшей	3	1
46	подобно тому как	2	1
47	и все остальные	1	1
48	громадное значение в	1	1
49	в тесной связи	1	1
50	она нашла свое	1	1
51	в одной из	1	1
52	всех перечисленных нами	1	1
53	как мы сказали	1	1
54	до известной степени	1	1
55	выходит далеко за	1	1
56	но и в	4	1
57	в себе и	2	1
58	в наше время	1	1
59	находит свое выражение	1	1
60	для него только	1	1
61	может быть ничего	1	1
62	к ней как	1	1
63	в меру своей	1	1
64	в xviii веке	9	1
65	но вот в	1	1
66	в значительной степени	2	1
67	в образе в	1	1
68	с одной стороны	3	1
69	все это и	1	1
70	прежде всего необходимо	1	1
71	в большей или	3	1
72	и т.п эта	1	1
73	и та же	1	1
74	одна и та	1	1
75	и его понимания	1	1
76	чрезвычайно характерны для	1	1
77	в целом ряде	1	1
78	в его целом	3	1
79	лишь в меру	1	1
80	именно в том	1	1
81	до наших дней	2	1
82	свое яркое выражение	1	1
83	и вот в	1	1
84	таким образом в	1	1
85	яркое выражение в	2	1
86	вовсе не в	1	1
87	нашло свое яркое	1	1
88	так и в	1	1
89	тесной связи с	1	1
90	xvii и xviii	2	1
91	и без того	1	1
92	не только не	1	1
93	будем говорить в	1	1
94	более и более	1	1
95	не только в	5	1
96	выходит за пределы	1	1
97	или во всяком	1	1
98	в новое время	1	1
99	этом случае происходит	1	1
100	и как мы	1	1
101	как мы видим	1	1
102	и т.п все	1	1
103	одну из этих	1	1
104	как мы уже	3	1
105	сказать что вся	1	1
106	таким образом и	1	1
107	на самом деле	1	1
108	друг с другом	1	1
109	и нашло свое	1	1
110	во всех других	2	1
111	как мы видели	2	1
112	и более суживается	1	1
