N	3gram	Vygotskiy__4	OGranits
1	с точки зрения	4	5
2	не может быть	1	4
3	до тех пор	2	4
4	тех пор пока	2	3
5	по отношению к	1	3
6	что иное как	1	2
7	в самом деле	7	2
8	с одной стороны	3	2
9	с другой стороны	2	2
10	ничего общего с	1	2
11	с самого начала	5	2
12	не что иное	1	2
13	в том что	12	2
14	весь этот материал	1	1
15	в своих руках	1	1
16	тому направлению которое	1	1
17	что в этом	1	1
18	этой точки зрения	1	1
19	в которых он	1	1
20	равно как и	1	1
21	на самом деле	5	1
22	подобно тому как	1	1
23	мы должны перейти	1	1
24	и в некоторых	1	1
25	те же самые	2	1
26	то же самое	6	1
27	должно было бы	2	1
28	нам кажется что	1	1
29	как это обычно	1	1
30	из него все	1	1
31	но далеко не	1	1
32	и не может	1	1
33	на две группы	1	1
34	не могу поверить	1	1
35	не было бы	1	1
36	только то что	1	1
37	то что в	3	1
38	однако было бы	1	1
39	можно было бы	4	1
40	же самые слова	1	1
41	него все то	1	1
42	ни о какой	1	1
43	с этой точки	1	1
44	так как все	1	1
45	для того чтобы	19	1
46	так же как	3	1
47	если бы мы	2	1
48	а также и	1	1
49	и вместе с	1	1
50	и к тому	1	1
51	но может быть	2	1
52	все то что	11	1
53	потому что они	1	1
54	но столь же	2	1
55	к тому направлению	1	1
56	то же время	1	1
57	мы не можем	1	1
58	так же точно	5	1
59	может быть это	2	1
60	что в ней	2	1
61	те или иные	1	1
62	и никогда не	1	1
63	в конечном счете	1	1
64	несмотря на все	1	1
65	на то что	6	1
66	в то же	1	1
67	к тому что	5	1
68	в предисловии к	1	1
69	тому что он	1	1
