N	2gram	Propp_Isto_1	Freidism
1	таким образом	8	24
2	и не	9	23
3	не может	15	20
4	прежде всего	10	18
5	в этом	8	15
6	в его	5	15
7	и пр	4	15
8	мы можем	1	13
9	может быть	25	13
10	и его	3	12
11	все эти	4	11
12	как и	4	11
13	как бы	2	11
14	то что	9	11
15	но в	8	10
16	его в	6	10
17	с ним	2	10
18	как мы	3	10
19	так и	9	10
20	и потому	2	10
21	во всех	2	9
22	по отношению	3	9
23	и в	28	9
24	то же	12	8
25	не только	12	8
26	он не	2	8
27	в своей	1	8
28	еще не	7	8
29	что он	10	8
30	только в	11	8
31	так как	6	8
32	все это	4	8
33	и все	1	8
34	отношению к	3	8
35	мы уже	1	7
36	мы видели	2	7
37	те же	1	7
38	один из	4	7
39	тот же	2	7
40	мы знаем	4	7
41	что же	3	7
42	сказать что	5	7
43	во всяком	1	7
44	в ней	7	6
45	так сказать	1	6
46	и с	4	6
47	и ее	1	6
48	точку зрения	3	6
49	того что	4	6
50	для него	2	6
51	вовсе не	2	6
52	никогда не	14	6
53	хотя бы	4	6
54	совершенно не	1	6
55	на самом	1	5
56	и на	4	5
57	и к	1	5
58	в этой	6	5
59	что такое	2	5
60	знаем что	1	5
61	не в	9	5
62	мы должны	13	5
63	в то	3	5
64	в каком	1	5
65	могут быть	4	5
66	в себя	1	5
67	для этого	3	5
68	но мы	2	5
69	для того	1	5
70	в большинстве	4	5
71	большинстве случаев	4	5
72	а в	7	5
73	но и	10	5
74	связь с	4	5
75	с этим	4	5
76	что в	12	5
77	в зависимости	2	4
78	связанных с	1	4
79	мы не	10	4
80	в которой	1	4
81	говорить о	1	4
82	я не	3	4
83	зависимости от	2	4
84	совсем не	1	4
85	но не	5	4
86	все же	10	4
87	не было	1	4
88	из этих	1	4
89	в пределах	4	4
90	в нем	2	4
91	всех этих	2	4
92	на этом	3	4
93	то ни	2	4
94	связанные с	2	4
95	при этом	3	4
96	об этом	4	4
97	в жизни	1	4
98	на основании	1	4
99	во время	3	4
100	не менее	6	4
101	в основе	4	4
102	потому что	4	4
103	и для	4	4
104	к тому	6	4
105	если мы	3	4
106	того чтобы	1	4
107	сводится к	1	4
108	с самого	2	4
109	другими словами	4	4
110	которой мы	1	4
111	конечно не	2	4
112	уже не	3	4
113	не дает	2	4
114	в котором	3	4
115	как раз	2	4
116	и др	7	4
117	в более	1	4
118	в этих	7	4
119	этот вопрос	7	4
120	между ними	2	4
121	и есть	1	3
122	на себя	1	3
123	он был	1	3
124	не найдем	1	3
125	а только	2	3
126	один и	2	3
127	как в	2	3
128	и как	2	3
129	и тот	2	3
130	в себе	2	3
131	но ведь	1	3
132	главным образом	1	3
133	о которой	1	3
134	и вот	2	3
135	и по	3	3
136	было бы	7	3
137	мы имеем	13	3
138	нисколько не	2	3
139	войти в	1	3
140	тому чтобы	1	3
141	тому что	1	3
142	нет никакого	1	3
143	самого начала	2	3
144	одна из	2	3
145	на него	4	3
146	не могут	2	3
147	бы он	1	3
148	она не	1	3
149	всем этим	1	3
150	и этим	2	3
151	только то	1	3
152	приводит к	2	3
153	если бы	8	3
154	развития как	2	3
155	и что	10	3
156	бы то	2	3
157	которого оно	1	3
158	в конечном	2	3
159	и она	2	3
160	себя в	2	3
161	у него	1	3
162	в них	1	3
163	со стороны	2	3
164	на этот	2	3
165	и оно	1	3
166	вместе с	6	3
167	сейчас же	1	3
168	и от	2	3
169	но это	4	3
170	когда он	6	3
171	не знает	5	3
172	ее в	5	3
173	отношения к	2	2
174	чтобы не	3	2
175	в такой	2	2
176	не остается	1	2
177	и то	1	2
178	тех же	1	2
179	это и	1	2
180	тем же	1	2
181	в первом	1	2
182	большую роль	2	2
183	нам в	1	2
184	не совсем	3	2
185	между собой	4	2
186	в ее	2	2
187	видели что	3	2
188	но как	1	2
189	ответ на	2	2
190	отличие от	2	2
191	или иное	1	2
192	относится к	2	2
193	дает нам	1	2
194	что как	1	2
195	в своем	5	2
196	от этого	2	2
197	в этот	1	2
198	что это	8	2
199	в нашем	1	2
200	своей теории	1	2
201	всей его	1	2
202	что она	5	2
203	в мифах	1	2
204	их в	5	2
205	наоборот мы	1	2
206	но все	4	2
207	на всю	1	2
208	в совершенно	1	2
209	же касается	1	2
210	матери или	1	2
211	в глубине	2	2
212	них не	1	2
213	при помощи	2	2
214	это было	2	2
215	это не	7	2
216	но их	1	2
217	чаще всего	1	2
218	по всему	1	2
219	только о	1	2
220	этого не	1	2
221	и уже	1	2
222	которой он	1	2
223	том что	7	2
224	в эту	1	2
225	но если	2	2
226	лежат в	1	2
227	в их	3	2
228	этот страх	1	2
229	мы говорили	1	2
230	на первых	2	2
231	в отличие	2	2
232	сих пор	5	2
233	иным как	1	2
234	миф и	1	2
235	как это	3	2
236	в отношении	1	2
237	таких случаях	2	2
238	в таких	2	2
239	на работу	1	2
240	дело не	5	2
241	и притом	1	2
242	тому кто	2	2
243	в самых	1	2
244	не лучше	1	2
245	тем не	6	2
246	только с	2	2
247	этом отношении	1	2
248	в области	2	2
249	когда мы	2	2
250	же что	1	2
251	должны быть	4	2
252	что оно	1	2
253	оно не	1	2
254	оно может	2	2
255	из всего	1	2
256	образы и	1	2
257	не делает	1	2
258	в виду	1	2
259	на основе	5	2
260	пытается объяснить	1	2
261	в глаза	1	2
262	не исчерпывается	1	2
263	стремление к	1	2
264	и ввести	1	2
265	о нем	2	2
266	в другом	3	2
267	до сих	5	2
268	не меняется	1	2
269	что и	6	2
270	во всей	2	2
271	которые он	1	2
272	от этих	2	2
273	также в	1	2
274	и об	1	2
275	на которой	1	2
276	мы видим	11	2
277	проникнуть в	1	2
278	в какой	3	2
279	даже если	1	2
280	может оказаться	3	2
281	очень много	3	2
282	с одной	4	2
283	для всех	2	2
284	не пытается	1	2
285	не можем	3	2
286	и у	1	2
287	только на	1	2
288	и они	1	2
289	ни было	2	2
290	борьбы с	2	2
291	из них	3	2
292	его и	2	2
293	точка зрения	2	2
294	половой зрелости	3	2
295	в прошлом	1	2
296	в конце	1	2
297	с этими	1	2
298	заметить что	1	2
299	связи в	1	2
300	и даже	4	2
301	с другой	6	2
302	здесь в	2	2
303	чем он	1	2
304	а с	2	2
305	социальной жизни	4	2
306	ничем не	1	2
307	связано с	2	2
308	что таким	1	2
309	одной стороны	4	2
310	которых мы	1	2
311	зависит от	2	2
312	а не	15	2
313	что мы	7	2
314	так же	7	2
315	и всей	1	2
316	представления но	1	2
317	формы социальной	1	2
318	в основном	2	2
319	только для	2	2
320	же самое	3	2
321	к другим	1	2
322	и часто	2	2
323	не существует	2	2
324	которые на	2	2
325	для нас	13	2
326	да и	1	2
327	и другие	4	2
328	к этому	2	2
329	они не	4	2
330	ту же	1	1
331	можно говорить	1	1
332	и т	25	1
333	не должны	1	1
334	одним из	2	1
335	же как	2	1
336	относится и	1	1
337	за то	2	1
338	но тем	1	1
339	жизни мы	1	1
340	кажется что	1	1
341	ведь и	1	1
342	и должен	3	1
343	и этот	1	1
344	несколько иной	1	1
345	а как	1	1
346	взгляд не	1	1
347	и другими	1	1
348	слагается из	1	1
349	которую мы	1	1
350	вопрос о	5	1
351	ответить на	1	1
352	ступени развития	1	1
353	память о	1	1
354	но она	1	1
355	совершенно ясен	1	1
356	должен заставить	1	1
357	но даже	1	1
358	ему в	3	1
359	то это	3	1
360	в целом	2	1
361	и называют	1	1
362	предметов есть	1	1
363	наше знание	1	1
364	оказывается что	1	1
365	вывод что	2	1
366	к целому	1	1
367	время в	1	1
368	объекта или	1	1
369	там и	3	1
370	природы и	1	1
371	одним словом	4	1
372	и всего	1	1
373	оно совершенно	1	1
374	из крупнейших	1	1
375	другой пример	1	1
376	отказ от	2	1
377	о смерти	6	1
378	же на	1	1
379	к которой	1	1
380	друг на	1	1
381	в качестве	5	1
382	взять на	1	1
383	иногда и	1	1
384	мы сейчас	2	1
385	что они	5	1
386	из таких	1	1
387	к сожалению	3	1
388	для объяснения	2	1
389	не помогает	1	1
390	что хотя	1	1
391	в истории	1	1
392	первый взгляд	2	1
393	что во	1	1
394	независимо от	1	1
395	вот как	1	1
396	за изложением	1	1
397	пути в	2	1
398	вспомним что	1	1
399	однако не	2	1
400	этом же	1	1
401	как уже	2	1
402	своих детей	1	1
403	в круг	2	1
404	сторона в	1	1
405	утверждают что	1	1
406	это более	1	1
407	в противоположность	1	1
408	и хотя	1	1
409	за собой	2	1
410	еще на	1	1
411	та же	1	1
412	меньшей мере	2	1
413	которую они	1	1
414	образом и	1	1
415	говорили что	1	1
416	он в	2	1
417	можно не	1	1
418	тут и	2	1
419	бы не	1	1
420	от почти	1	1
421	многое в	1	1
422	он умер	1	1
423	в буржуазной	1	1
424	там мы	1	1
425	смерти по	1	1
426	мы обратимся	1	1
427	говорят о	1	1
428	как он	2	1
429	этот вывод	1	1
430	на то	4	1
431	дальше и	1	1
432	свой материал	2	1
433	в наших	1	1
434	от его	1	1
435	такой работе	1	1
436	т д	22	1
437	на одну	1	1
438	различные формы	2	1
439	и социальной	1	1
440	какой связи	1	1
441	оно-то и	1	1
442	его от	1	1
443	все с	1	1
444	основные черты	1	1
445	в основу	1	1
446	это конечно	3	1
447	а затем	2	1
448	поэтому мы	1	1
449	взятый из	1	1
450	из всех	2	1
451	еще хуже	1	1
452	развития на	1	1
453	всех народов	1	1
454	окажется что	1	1
455	этом смысле	1	1
456	должен был	3	1
457	первое что	1	1
458	и тем	2	1
459	не чем	1	1
460	а ко	1	1
461	оно все	1	1
462	на друга	1	1
463	образы в	1	1
464	со своими	1	1
465	не всегда	8	1
466	чем в	1	1
467	обратимся к	1	1
468	в один	1	1
469	не мог	1	1
470	с я	1	1
471	все или	1	1
472	часто может	2	1
473	на первый	2	1
474	этом случае	1	1
475	ссылки на	4	1
476	таким же	1	1
477	нас не	3	1
478	он должен	2	1
479	наших дней	1	1
480	где мы	1	1
481	почти не	3	1
482	имеется и	1	1
483	этим дело	1	1
484	себе а	1	1
485	миф о	2	1
486	ненужными и	1	1
487	из области	1	1
488	верна и	1	1
489	для изучения	6	1
490	в одном	5	1
491	живут в	1	1
492	которые в	2	1
493	этой же	1	1
494	друг другу	1	1
495	и эти	3	1
496	чтобы это	1	1
497	однако в	2	1
498	с такими	1	1
499	культурной жизни	1	1
500	в пропасть	1	1
501	нас к	1	1
502	раз и	3	1
503	можно ли	1	1
504	до известной	1	1
505	а иногда	2	1
506	и должно	3	1
507	этого нужно	1	1
508	приступая к	1	1
509	друг друга	1	1
510	тогда когда	2	1
511	только из	2	1
512	не по	2	1
513	одну сторону	1	1
514	материала в	1	1
515	мы живем	1	1
516	взглянуть на	1	1
517	образом в	1	1
518	о них	1	1
519	из других	1	1
520	вытекает из	1	1
521	это мы	1	1
522	нам известно	1	1
523	дело в	3	1
524	и культурной	1	1
