N	3gram	Tiupa_Anal_2	Hudozhes
1	по отношению к	4	10
2	присутствия в мире	2	7
3	в отличие от	2	7
4	я в мире	1	6
5	то же время	2	6
6	в то же	2	6
7	более или менее	1	5
8	с другой стороны	2	5
9	той или иной	3	5
10	в том что	6	5
11	состоит в том	4	4
12	так и не	4	4
13	с точки зрения	2	3
14	кадров внутреннего зрения	7	3
15	одно и то	1	3
16	и то же	1	3
17	в конечном счете	2	3
18	тем не менее	3	3
19	того или иного	3	3
20	можно сказать что	1	3
21	в этом смысле	2	3
22	в данный момент	1	2
23	мы имеем дело	3	2
24	как бы не	1	2
25	в таком случае	2	2
26	креативного и рецептивного	1	2
27	позволяет говорить о	1	2
28	в противном случае	1	2
29	до известной степени	1	2
30	как уже говорилось	2	2
31	в значительной степени	2	2
32	с одной стороны	4	2
33	не в самом	1	2
34	в стилистическом отношении	1	2
35	так или иначе	1	2
36	приводит к тому	1	2
37	в свою очередь	1	2
38	факторов художественного впечатления	6	2
39	вокруг я героя	1	2
40	субъектной организации художественного	2	2
41	знакового материала в	1	2
42	к тому что	1	2
43	в силу своей	1	2
44	сама по себе	1	2
45	прочие его конструктивные	1	1
46	примет в осмысленном	1	1
47	читательского восприятия в	1	1
48	субъектная организация литературного	1	1
49	низа левого правого	1	1
50	ее полные розовые	1	1
51	относительно длины ритмического	1	1
52	восприятию задана как	1	1
53	некий общий знаменатель	1	1
54	имеется некоторая возможность	1	1
55	к внутреннему слуху	2	1
56	иного рода стилистике	1	1
57	кадра входит лишь	1	1
58	самом начале этой	1	1
59	детализирует их создает	1	1
60	мягким взглядом очень	1	1
61	зрения читателя находится	1	1
62	состав такого кадра	1	1
63	в сочетании с	7	1
64	не в состоянии	1	1
65	социальных диалектов а	1	1
66	что иное как	1	1
67	место лишь в	1	1
68	и формирующие тем	1	1
69	внутреннего зрения герои	1	1
70	не все что	1	1
71	вдруг заслоняется крупным	1	1
72	субсистемы художественных значимостей	1	1
73	последовательность медленных и	1	1
74	определенным образом характеризует	1	1
75	также может приобретать	1	1
76	своего рода субъектной	1	1
77	слогов между двумя	3	1
78	объектной организации текста	1	1
79	характеристиками глоссами как	1	1
80	времени в поле	1	1
81	в самом наличии	1	1
82	организации художественного произведения	2	1
83	ее взаимоналожениях и	1	1
84	или пожелает представить	1	1
85	измеряемой числом слогов	1	1
86	фундаментом всей субъектной	1	1
87	тем выше напряжение	1	1
88	в общеязыковом отношении	1	1
89	значимы при этом	1	1
90	объект и адресат	1	1
91	менее насыщенный деталями	1	1
92	организацию литературного произведения	1	1
93	и рецептивного сознаний	1	1
94	художественных значимостей являются	1	1
95	в творческом процессе	1	1
96	движений текста наиболее	1	1
97	слов избранных для	1	1
98	напряжение речевых движений	1	1
99	противопоставлены в произведении	1	1
100	каждый малый отрезок	1	1
101	как ценностного центра	1	1
102	центра периферии верха	1	1
103	а не с	1	1
104	к иного рода	1	1
105	прежде всего в	1	1
106	в кадры повествования	1	1
107	одним и тем	1	1
108	здесь также может	1	1
109	употребленных при этом	1	1
110	в ее взаимоналожениях	1	1
111	восприятие определений таков	1	1
112	субъектом речи последний	1	1
113	речевых движений текста	1	1
114	текста делает его	1	1
115	этой субсистемы художественных	1	1
116	обозначения объектных деталей	1	1
117	даже самая тривиальная	1	1
118	души вдруг заслоняется	1	1
119	я героя как	1	1
120	подобно тому как	3	1
121	составе столько голосов	1	1
122	или иных языковых	1	1
123	а также употребленных	1	1
124	ударения начальные и	1	1
125	длины ритмического ряда	1	1
126	исполнения как упорядоченная	1	1
127	а не все	1	1
128	других а не	1	1
129	текстовых показателей а	1	1
130	составляет своего рода	1	1
131	и взаимодействиях с	1	1
132	выступая под определенным	1	1
133	правого далекого близкого	1	1
134	упорядоченная последовательность медленных	1	1
135	уже говорилось выше	1	1
136	в этом случае	4	1
137	в осмысленном и	1	1
138	и временных примет	1	1
139	движения бенвенист ритм	1	1
140	на основе весьма	1	1
141	отношению к иного	1	1
142	шею с темной	1	1
143	в воображении читателя	1	1
144	мягкую белую шею	1	1
145	природу художественной реальности	1	1
146	подчеркивал м.м бахтин	1	1
147	розовые щеки на	1	1
148	зачины анакрусы и	1	1
149	они сопоставлены или	1	1
150	времени высказывания и	1	1
151	интонирует всю субъектную	1	1
152	виду что в	1	1
153	а тем более	1	1
154	напряжений и спадов	1	1
155	нечто движущееся изменчивое	1	1
156	голосов представленных в	1	1
157	к предмету речи	2	1
158	может или пожелает	1	1
159	м.м бахтин дело	1	1
160	организации литературного произведения	2	1
161	возможность выбора лингвистических	1	1
162	клаузулы и формирующие	1	1
163	задаваемый читателю ракурс	1	1
164	текста между несколькими	1	1
165	добродушная жалостливая барышня	1	1
166	делает его речевой	1	1
167	объектных деталей а	1	1
168	как именовал аристотель	1	1
169	спадов бенвенист ритм	1	1
170	повествования а читателем	1	1
171	под каким диалогическим	1	1
172	собой речевую генерализацию	1	1
173	конструктивные членения и	1	1
174	в таких случаях	1	1
175	текста так и	1	1
176	ритмических рядов измеряемой	1	1
177	создает эффект распределенности	1	1
178	впечатления он состоит	1	1
179	иной эстетической природы	1	1
180	образующие ритмические зачины	1	1
181	для автора и	1	1
182	для обозначения объектных	1	1
183	мира вокруг я	1	1
184	концовки клаузулы и	1	1
185	как это ни	1	1
186	осуществление которой определенным	1	1
187	его конструктивные членения	1	1
188	этом особенно если	1	1
189	всегда имеется некоторая	1	1
190	представить себе читатель	1	1
191	слово литературной нормы	1	1
192	обнаруживается еще один	1	1
193	фраза текста даже	1	1
194	ближайшие к паузам	1	1
195	имеем дело не	1	1
196	организация литературного произведения	1	1
197	восприятия в каждый	1	1
198	читаем это была	1	1
199	душечки постепенно углубляемая	1	1
200	или менее насыщенный	1	1
201	как упорядоченная последовательность	1	1
202	ритмические зачины анакрусы	1	1
203	выше плотность акцентуации	1	1
204	длиной ритмического ряда	2	1
205	являются наиболее генерализованные	1	1
206	т.п глоссализация текста	1	1
207	и меньше и	1	1
208	этих случаях оказывается	1	1
209	избранных для обозначения	1	1
210	только то что	1	1
211	определенным диалогическим углом	1	1
212	систему голосов нормативная	1	1
213	слияние пространственных и	1	1
214	рамках одного текста	1	1
215	на уровне детализации	1	1
216	дневного ночного мгновенного	1	1
217	тривиальная в общеязыковом	1	1
218	глоссализация текста делает	1	1
