N	3gram	Ircho_Kome_2	FransuaR
1	то же время	3	9
2	в то же	3	9
3	в том числе	3	4
4	как мы видели	1	4
5	после того как	2	4
6	в свою очередь	1	3
7	с точки зрения	1	3
8	за то что	4	3
9	так и в	1	3
10	в том что	5	3
11	мы найдем в	1	2
12	по отношению к	3	2
13	более или менее	1	2
14	то что в	1	2
15	в большинстве случаев	1	2
16	том числе и	1	2
17	можно было бы	2	2
18	же что и	1	2
19	таким образом и	1	2
20	в загробное царство	1	2
21	что у него	2	2
22	никто не может	1	2
23	не в состоянии	1	1
24	в чем же	1	1
25	в том же	1	1
26	сильных мира сего	1	1
27	на первый план	1	1
28	мы находим в	1	1
29	имеет в виду	1	1
30	из них в	1	1
31	еще тем что	1	1
32	в той же	2	1
33	о том чтобы	1	1
34	но и в	1	1
35	дошедших до нас	1	1
36	загробное царство и	1	1
37	в законном браке	1	1
38	что в нем	1	1
39	в это время	2	1
40	путешествие в загробное	1	1
41	то обстоятельство что	1	1
42	не только в	1	1
43	человеку и его	1	1
44	что его образ	1	1
45	и во всяком	1	1
46	о том что	4	1
47	в тех же	1	1
48	в этих словах	1	1
49	в связи с	3	1
50	к самому существу	1	1
51	только после того	1	1
52	дошедшие до нас	1	1
53	в системе образов	1	1
54	в v веке	1	1
55	его современников и	1	1
56	тот же что	1	1
57	в достаточной степени	1	1
58	у него в	1	1
59	у кого не	1	1
60	во всяком случае	2	1
61	не имеет значения	1	1
62	в первом случае	1	1
63	как и во	1	1
64	с самого начала	1	1
65	и в самом	1	1
66	к тому же	10	1
67	самом деле здесь	1	1
68	ближе всего к	1	1
69	во второй половине	1	1
70	друг от друга	1	1
71	тем более что	1	1
72	что в каждом	1	1
73	в этом смысле	2	1
74	в этой же	1	1
75	какое влияние оказали	1	1
76	и в том	1	1
77	свою роль в	1	1
78	с мольбой о	1	1
