N	3gram	Tiupa_Hudo_1	FransuaR
1	то же время	5	9
2	в то же	5	9
3	прежде всего в	1	4
4	в том числе	2	4
5	в свою очередь	2	3
6	с точки зрения	3	3
7	все то что	1	3
8	в последней главе	1	3
9	в том что	7	3
10	по отношению к	9	2
11	более или менее	5	2
12	имеем в виду	3	2
13	том числе и	1	2
14	те и другие	1	2
15	и в этой	1	2
16	в значительной степени	1	2
17	как и в	1	2
18	таким образом и	1	2
19	мы имеем в	3	2
20	и те и	1	2
21	в более или	1	2
22	и в сущности	1	1
23	по своей природе	2	1
24	то есть для	1	1
25	что иное как	1	1
26	в этом мире	2	1
27	на котором он	1	1
28	в том и	2	1
29	то же самое	1	1
30	и по отношению	1	1
31	а также в	1	1
32	с ним как	1	1
33	является одним из	1	1
34	ведь это не	1	1
35	но он не	2	1
36	тогда как в	1	1
37	не что иное	1	1
38	содержит в себе	1	1
39	же время они	1	1
40	о том что	1	1
41	в том или	1	1
42	в связи с	1	1
43	в его лице	1	1
44	по содержанию своему	1	1
45	по ту сторону	1	1
46	есть не что	1	1
47	внешних и внутренних	1	1
48	это и есть	1	1
49	и многих других	1	1
50	и тем самым	1	1
51	и в самом	1	1
52	к тому же	1	1
53	именно потому что	1	1
54	и прежде всего	1	1
55	друг от друга	1	1
56	в этом смысле	3	1
57	хотя и это	1	1
58	в силу своей	1	1
59	и в том	1	1
60	в себе в	1	1
61	том или ином	1	1
62	не говорит что	1	1
