N	3gram	Propp_Russ_1	Freidism
1	с точки зрения	3	11
2	по отношению к	1	8
3	во всяком случае	1	7
4	в большинстве случаев	2	5
5	можно сказать что	1	4
6	на самом деле	1	4
7	как мы уже	1	4
8	как мы видели	1	4
9	в данном случае	1	4
10	в таком случае	1	3
11	в собственном смысле	1	3
12	на этот вопрос	1	3
13	в свою очередь	2	3
14	в жизни человека	1	2
15	мы уже знаем	1	2
16	может быть и	2	2
17	в отличие от	1	2
18	ничего общего не	1	2
19	в этом отношении	1	2
20	тем не менее	3	2
21	о том что	4	1
22	мы не можем	3	1
23	это как будто	1	1
24	и теперь еще	1	1
25	и поэтому они	1	1
26	этом мы можем	1	1
27	так обстояло дело	2	1
28	том что в	6	1
29	можно сделать вывод	1	1
30	но и по	1	1
31	это означает что	1	1
32	только одна из	1	1
33	в первые годы	1	1
34	и те же	1	1
35	он должен был	1	1
36	всяком случае не	1	1
37	так как они	2	1
38	по меньшей мере	1	1
39	так как в	1	1
40	это не совсем	1	1
41	главным образом из	1	1
42	мы должны признать	1	1
43	в целом ряде	1	1
44	что и в	1	1
45	себя и своего	1	1
46	бросается в глаза	1	1
47	ничего общего с	1	1
48	можно говорить о	1	1
49	в том что	15	1
50	в этом случае	5	1
51	сделать вывод что	1	1
52	в нашем сознании	1	1
53	и все другие	1	1
54	к выводу что	2	1
55	в то время	1	1
56	не только из	1	1
57	и т д	9	1
58	себя и не	1	1
59	не совсем так	1	1
60	мы не будем	2	1
61	но вместе с	1	1
62	ни о каких	1	1
63	приходит к выводу	1	1
64	на самом же	1	1
65	как мы видим	1	1
66	как будто бы	1	1
67	но все же	2	1
68	целом ряде других	1	1
69	и пр и	1	1
70	только потому что	1	1
71	самом же деле	1	1
72	в себе и	1	1
73	быть не может	1	1
74	но тем не	2	1
75	в какой степени	2	1
76	потому что по	1	1
77	во всех этих	1	1
78	а иногда и	3	1
79	одни и те	1	1
