N	2gram	Voloshinov_1	Problemy
1	и в	16	43
2	и не	4	29
3	может быть	17	23
4	как бы	5	22
5	не может	8	18
6	в пределах	2	16
7	как и	2	14
8	но и	4	14
9	в этом	9	13
10	точки зрения	8	13
11	что он	2	13
12	в нем	4	12
13	в одном	3	12
14	не только	7	11
15	и на	4	10
16	но в	4	10
17	как мы	4	10
18	в его	4	10
19	прежде всего	9	10
20	в сущности	1	9
21	еще не	5	9
22	он не	2	9
23	никогда не	2	9
24	в большинстве	3	9
25	то же	2	8
26	лишь в	1	8
27	для него	6	8
28	с точки	6	8
29	и его	8	8
30	большинстве случаев	3	8
31	в самом	2	7
32	к себе	3	7
33	и сам	1	7
34	в другом	1	7
35	в него	5	7
36	до сих	3	7
37	а не	1	7
38	что же	1	7
39	сих пор	3	7
40	то что	3	7
41	и наконец	4	6
42	при этом	6	6
43	в этих	3	6
44	что я	1	6
45	приводит к	1	6
46	о нем	1	6
47	в том	3	6
48	у него	2	6
49	и все	4	6
50	самом деле	6	5
51	нам кажется	2	5
52	но не	1	5
53	хотя и	1	5
54	тон и	1	5
55	все эти	5	5
56	но ведь	2	5
57	таким образом	9	5
58	и с	8	5
59	было бы	2	5
60	у меня	1	5
61	о том	2	5
62	и что	1	5
63	к нему	1	5
64	мы увидим	1	5
65	вовсе не	1	5
66	все это	4	5
67	а в	3	5
68	мы не	2	4
69	так чтобы	1	4
70	я не	1	4
71	с его	7	4
72	во всех	3	4
73	человека в	1	4
74	может стать	1	4
75	в них	2	4
76	между собою	2	4
77	во время	3	4
78	в своей	2	4
79	их в	3	4
80	как его	1	4
81	с другом	1	4
82	среди них	1	4
83	к тому	1	4
84	и это	6	4
85	из одного	1	4
86	ли будет	1	4
87	только в	4	4
88	же и	1	4
89	так как	4	4
90	как раз	1	4
91	с другой	1	4
92	на этот	1	4
93	не на	2	4
94	не могут	2	4
95	друг с	1	4
96	но это	2	4
97	между ними	3	4
98	совершенно не	8	4
99	что в	3	4
100	мы уже	2	3
101	той же	1	3
102	что если	1	3
103	и со	1	3
104	в виду	1	3
105	он был	1	3
106	за пределы	2	3
107	когда он	1	3
108	и к	6	3
109	только на	3	3
110	в жизни	2	3
111	кажется что	2	3
112	и их	4	3
113	образом и	1	3
114	не должна	1	3
115	в одно	2	3
116	этих трех	2	3
117	она не	1	3
118	на два	2	3
119	ничего не	1	3
120	во всем	1	3
121	своего прямого	1	3
122	могут быть	3	3
123	той или	1	3
124	не менее	2	3
125	и этим	2	3
126	в себя	1	3
127	можно было	1	3
128	так и	4	3
129	даны в	1	3
130	если бы	1	3
131	и даже	4	3
132	с ним	2	3
133	и здесь	1	3
134	что и	2	3
135	и только	9	3
136	наконец в	1	3
137	здесь в	1	3
138	его в	4	3
139	тот же	1	3
140	и ее	4	3
141	теперь в	1	3
142	со всеми	2	3
143	себя в	1	3
144	есть в	2	3
145	уже не	1	3
146	или иной	1	3
147	себя и	2	3
148	в человеке	1	3
149	все же	1	3
150	и для	2	3
151	сознания и	2	3
152	в эту	1	3
153	но зато	2	3
154	не знает	2	3
155	того же	2	3
156	есть и	2	3
157	я и	6	2
158	ту же	2	2
159	отношения к	3	2
160	человека и	1	2
161	самый предмет	1	2
162	до времени	1	2
163	и о	2	2
164	вопрос о	1	2
165	бы ни	1	2
166	мы и	1	2
167	мы здесь	1	2
168	и говорить	2	2
169	всем этим	1	2
170	друг на	2	2
171	отношение к	5	2
172	с этим	2	2
173	как нам	1	2
174	и как	3	2
175	его к	1	2
176	та же	1	2
177	что это	2	2
178	сказать о	1	2
179	из этих	2	2
180	с их	3	2
181	мы чувствуем	1	2
182	как он	1	2
183	другом человеке	1	2
184	и еще	1	2
185	сознание и	5	2
186	конечно в	1	2
187	входит в	1	2
188	на почве	1	2
189	ни в	5	2
190	он является	1	2
191	на друга	2	2
192	одна и	1	2
193	не место	1	2
194	художественного творчества	4	2
195	том что	3	2
196	что такое	5	2
197	почти не	2	2
198	мысли и	4	2
199	мы сказали	1	2
200	значение для	1	2
201	но эта	1	2
202	что было	1	2
203	и то	1	2
204	иной раз	1	2
205	дело в	1	2
206	одна из	1	2
207	и всегда	1	2
208	пути и	1	2
209	и эта	1	2
210	что на	2	2
211	у нас	1	2
212	отличается от	1	2
213	должны быть	1	2
214	но к	1	2
215	в конце	1	2
216	без всякого	1	2
217	говорили что	1	2
218	что может	1	2
219	времени и	1	2
220	для этого	2	2
221	не был	1	2
222	его жизни	1	2
223	он работает	1	2
224	этом смысле	3	2
225	но так	1	2
226	и так	2	2
227	конечно не	6	2
228	не входит	1	2
229	уже в	1	2
230	если мы	2	2
231	и они	1	2
232	то и	1	2
233	а то	1	2
234	его и	1	2
235	ведь это	1	2
236	и та	1	2
237	мы можем	9	2
238	уже и	1	2
239	и старается	1	2
240	его мысли	1	2
241	и сознание	1	2
242	нельзя сказать	1	2
243	а с	1	2
244	он владеет	1	2
245	и др	3	2
246	что не	2	2
247	и пр	12	2
248	несколько иное	1	2
249	материал в	1	2
250	в руках	1	2
251	так же	2	2
252	и особенно	1	2
253	по своему	2	2
254	своей жизни	2	2
255	так ли	1	2
256	между собой	2	2
257	для нас	2	2
258	бы он	1	2
259	еще более	1	2
260	хотя бы	4	2
261	ни было	2	2
262	не есть	2	2
263	с теми	1	2
264	с ними	4	2
265	сказать что	7	2
266	себе но	1	2
267	ее в	2	2
268	в своих	1	2
269	во всяком	3	2
270	если б	3	1
271	так подробно	1	1
272	в движение	1	1
273	и через	2	1
274	на самом	4	1
275	он может	1	1
276	или к	1	1
277	это и	1	1
278	органическое единство	1	1
279	и есть	3	1
280	далее и	1	1
281	и чрезвычайно	1	1
282	и могут	1	1
283	хорошо и	1	1
284	для достижения	1	1
285	же как	2	1
286	всех его	2	1
287	вот она	1	1
288	выходит из	1	1
289	конечно и	1	1
290	первого и	1	1
291	а другие	1	1
292	к их	1	1
293	на них	2	1
294	бы то	1	1
295	одним словом	1	1
296	с одной	1	1
297	но как	2	1
298	же на	1	1
299	с самой	1	1
300	в общем	3	1
301	менее всего	1	1
302	нет и	2	1
303	учение о	3	1
304	к сожалению	1	1
305	в рамках	1	1
306	в особом	1	1
307	она как	1	1
308	достаточно назвать	1	1
309	однако не	1	1
310	и художественного	3	1
311	всего как	1	1
312	увидим что	1	1
313	чего же	1	1
314	к чему	1	1
315	и тенденции	1	1
316	и органическим	1	1
317	в нашем	1	1
318	которые в	1	1
319	не сделал	1	1
320	знаем в	1	1
321	в этой	4	1
322	сознания с	1	1
323	не стали	2	1
324	образцовыми для	1	1
325	человек не	1	1
326	вообще не	2	1
327	что она	1	1
328	из этой	1	1
329	и социальной	1	1
330	и лежат	1	1
331	в корне	1	1
332	и единство	1	1
333	и по	2	1
334	на этом	3	1
335	однако в	1	1
336	от нее	1	1
337	не следует	1	1
338	то ни	1	1
339	в мире	1	1
340	связанных с	2	1
341	за собою	1	1
