N	3gram	Propp_Isto_1	Analitik
1	не может быть	7	16
2	в том что	4	9
3	в том чтобы	1	7
4	в отличие от	2	6
5	что иное как	1	5
6	по отношению к	3	5
7	мы имеем дело	1	4
8	большей или меньшей	2	4
9	не что иное	1	4
10	к тому же	1	4
11	о том что	3	3
12	подобно тому как	1	3
13	того или иного	1	3
14	бы то ни	2	3
15	и т п	1	3
16	для того чтобы	1	3
17	то ни было	2	3
18	с одной стороны	4	3
19	не в том	1	3
20	есть не что	1	3
21	быть не может	1	3
22	могли бы быть	2	2
23	это означает что	1	2
24	то же самое	3	2
25	сами по себе	1	2
26	но и в	2	2
27	в этом отношении	1	2
28	в первом случае	1	2
29	но в то	1	2
30	не могут быть	1	2
31	с другой стороны	5	2
32	какой бы то	1	2
33	тех или иных	1	2
34	без другого не	1	1
35	дело уже не	1	1
36	оно может быть	2	1
37	не сами по	1	1
38	более или менее	5	1
39	равно как и	1	1
40	должны помнить что	1	1
41	может быть признано	1	1
42	один и тот	2	1
43	в соответствии с	1	1
44	что как правило	1	1
45	о том как	1	1
46	не было и	1	1
47	до сих пор	5	1
48	более высокой ступени	1	1
49	он не должен	1	1
50	говоря уже о	1	1
51	в зависимости от	2	1
52	на точку зрения	1	1
53	в том случае	1	1
54	как мы увидим	2	1
55	так как если	1	1
56	на самом же	1	1
57	в их связях	1	1
58	о нем но	1	1
59	приводит нас к	1	1
60	о царских детях	2	1
61	в противном случае	1	1
62	вместе с тем	2	1
63	может быть понят	1	1
64	в этой связи	1	1
65	здесь мы имеем	2	1
66	дело не с	1	1
67	не только в	1	1
68	тому или иному	1	1
69	на первый взгляд	2	1
70	смысле этого слова	1	1
71	и в пределах	1	1
72	как будто бы	2	1
73	и должно быть	2	1
74	что он указывает	1	1
75	в большей или	1	1
76	все же не	2	1
77	она может быть	1	1
78	прежде всего в	1	1
79	самом же деле	1	1
80	один из возможных	1	1
81	до тех пор	1	1
82	еще в году	1	1
83	содержат в себе	1	1
84	это еще одна	1	1
85	это отнюдь не	1	1
86	в обратном порядке	1	1
87	только тогда когда	1	1
88	в этом смысле	1	1
89	литература будто бы	1	1
90	в связи с	3	1
91	к тому что	1	1
92	друг с другом	3	1
93	дело не в	1	1
94	и тот же	2	1
95	не говоря уже	1	1
