N	3gram	Tiupa_Narr_1	FransuaR
1	в том числе	1	10
2	том числе и	1	7
3	в том что	5	6
4	в той или	1	5
5	той или иной	4	5
6	большей или меньшей	1	4
7	до сих пор	2	4
8	в отличие от	2	4
9	в большей или	1	4
10	это уже не	1	3
11	сих пор еще	1	3
12	с точки зрения	1	3
13	в этом отношении	3	3
14	так и не	2	3
15	существенную роль в	1	2
16	дело в том	2	2
17	на самом деле	1	2
18	не входит в	1	2
19	но и в	2	2
20	с одной стороны	1	2
21	в значительной степени	1	2
22	на протяжении всего	1	2
23	но все же	1	2
24	и т.п в	1	2
25	во всех его	1	2
26	в отрыве от	1	2
27	можно сказать что	2	1
28	смысловых и ценностных	1	1
29	по отношению к	3	1
30	что было для	1	1
31	в самом деле	2	1
32	так и его	1	1
33	и не только	1	1
34	и еще более	1	1
35	них как бы	1	1
36	и не может	1	1
37	сами по себе	2	1
38	но и на	2	1
39	жизни и смерти	1	1
40	при этом что	1	1
41	или иной степени	1	1
42	не могла бы	1	1
43	на ранних этапах	1	1
44	как раз в	2	1
45	до известной степени	1	1
46	в особенности в	1	1
47	в самом начале	1	1
48	в меньшей степени	1	1
49	случае не подлежит	1	1
50	жизни но и	1	1
51	но при этом	1	1
52	в известном смысле	2	1
53	в связи с	2	1
54	во всяком случае	2	1
55	с другой стороны	1	1
56	не может быть	4	1
57	бросается в глаза	1	1
58	то же время	4	1
59	чем иным как	2	1
60	то что мы	1	1
61	имея в виду	1	1
62	начало и конец	3	1
63	свое отражение в	1	1
64	для того чтобы	3	1
65	этого термина в	1	1
66	друг от друга	1	1
67	в то же	4	1
68	из них не	1	1
69	друг с другом	1	1
70	не только в	6	1
71	за пределами искусства	1	1
72	не представляется возможным	1	1
73	к тому же	5	1
