N	2gram	Tiupa_Narr_2	Problemy
1	и в	13	34
2	и не	14	29
3	как бы	6	27
4	что он	5	23
5	в его	6	22
6	к другому	2	20
7	в нем	5	19
8	может быть	10	19
9	не может	8	19
10	и все	4	19
11	как и	4	18
12	о себе	1	18
13	себе самому	5	18
14	к себе	7	17
15	в этом	13	16
16	но в	6	16
17	и его	3	16
18	все это	1	16
19	он не	5	15
20	и с	1	15
21	что я	3	15
22	прежде всего	6	15
23	то же	4	14
24	к нему	1	14
25	самом деле	3	13
26	для него	4	13
27	и к	6	12
28	в то	5	12
29	же время	3	12
30	потому что	2	12
31	но и	15	12
32	на самом	2	11
33	вовсе не	2	11
34	с другим	2	11
35	себя самого	1	11
36	то что	8	11
37	не только	26	10
38	слова и	1	10
39	а я	1	10
40	не в	8	9
41	в отношении	1	9
42	героя и	2	9
43	а не	17	9
44	и т	2	8
45	никогда не	6	8
46	с ним	4	8
47	в другом	4	8
48	в самом	2	8
49	так же	2	8
50	что же	1	8
51	рассказа в	1	8
52	и для	3	8
53	точки зрения	5	8
54	я не	5	7
55	к герою	1	7
56	знает и	1	7
57	на него	5	7
58	как будто	1	7
59	я сам	2	7
60	как мы	1	7
61	и даже	3	7
62	что не	1	7
63	с которым	1	7
64	все же	6	7
65	что в	4	7
66	с его	3	6
67	отношение к	1	6
68	что они	3	6
69	что у	2	6
70	в плане	1	6
71	самим собой	3	6
72	я все	1	6
73	от себя	1	6
74	у меня	2	6
75	для себя	3	6
76	так и	9	6
77	в себе	8	6
78	только в	11	6
79	т п	2	6
80	с ними	3	6
81	не знает	1	6
82	которым он	1	6
83	отношению к	5	6
84	он сам	2	5
85	в чем	2	5
86	по отношению	5	5
87	и наконец	1	5
88	и у	4	5
89	что это	4	5
90	в целом	3	5
91	на протяжении	5	5
92	в слове	3	5
93	не мог	1	5
94	в конце	4	5
95	таким образом	5	5
96	к тому	9	5
97	себе самом	2	5
98	и сам	3	5
99	и что	2	5
100	в исповеди	1	5
101	что и	2	5
102	это не	3	5
103	все время	1	5
104	того что	6	5
105	обращаться к	1	5
106	и так	1	5
107	так что	1	5
108	всяком случае	1	5
109	в одном	1	5
110	себе и	2	5
111	к своему	2	5
112	другого человека	2	5
113	и от	1	5
114	ни одного	1	5
115	мы должны	1	5
116	хотя бы	2	5
117	самому и	1	5
118	а в	9	5
119	героя в	6	5
120	во всяком	1	5
121	из его	1	4
122	с таким	2	4
123	еще не	2	4
124	но не	3	4
125	как в	5	4
126	бы и	1	4
127	все эти	3	4
128	при этом	14	4
129	внутренней речи	3	4
130	на этом	1	4
131	что все	1	4
132	в мире	4	4
133	этом смысле	1	4
134	ни в	1	4
135	с точки	2	4
136	все и	1	4
137	его отношение	1	4
138	но это	2	4
139	ли я	1	4
140	ничего не	6	4
141	как раз	3	4
142	его внутренней	2	4
143	если бы	4	4
144	и кажется	1	4
145	только на	2	4
146	в виде	2	4
147	в начале	2	4
148	не принимает	1	4
149	в общем	1	4
150	не о	1	4
151	у него	6	4
152	с другой	5	4
153	тем что	1	4
154	человека как	1	4
155	вместе с	1	4
156	да и	3	4
157	как к	3	4
158	к чужому	1	4
159	я в	5	4
160	отношением к	1	4
161	бы его	1	4
162	а между	1	3
163	в такой	1	3
164	за собой	1	3
165	ведь и	1	3
166	говорить о	2	3
167	в виду	1	3
168	в ней	2	3
169	как символ	1	3
170	для других	3	3
171	в одной	1	3
172	хотя и	5	3
173	и как	1	3
174	ее как	1	3
175	как он	2	3
176	их в	1	3
177	без исключения	1	3
178	чужого сознания	1	3
179	это было	1	3
180	достоевского и	2	3
181	далеко не	5	3
182	должно быть	1	3
183	раз и	1	3
184	в своей	4	3
185	в котором	5	3
186	и другого	2	3
187	не менее	4	3
188	но он	2	3
189	его внутреннего	1	3
190	как можно	1	3
191	что с	2	3
192	том что	13	3
193	есть только	1	3
194	где он	1	3
195	с ее	1	3
196	не могу	2	3
197	в ее	4	3
198	характер и	3	3
199	с внутренним	1	3
200	еще в	1	3
201	сводится к	9	3
202	и во	1	3
203	между тем	3	3
204	наконец в	1	3
205	в него	2	3
206	в том	14	3
207	большинстве случаев	1	3
208	а с	2	3
209	и своего	1	3
210	он уже	1	3
211	по своему	2	3
212	но для	2	3
213	если не	2	3
214	сознания и	1	3
215	бы в	2	3
216	но зато	2	3
217	только что	2	3
218	его к	1	3
219	только с	1	3
220	жизни и	4	3
221	например в	1	2
222	он может	2	2
223	это и	1	2
224	здесь и	1	2
225	все те	2	2
226	той же	2	2
227	а как	3	2
228	героя на	2	2
229	героя но	1	2
230	мы и	1	2
231	того же	1	2
232	и он	2	2
233	меня в	1	2
234	в которых	1	2
235	это действительно	1	2
236	столь же	2	2
237	во всех	1	2
238	бы не	1	2
239	именно тем	1	2
240	в сторону	1	2
241	отличие от	5	2
242	за пределы	1	2
243	определяется не	1	2
244	в произведениях	3	2
245	в своем	6	2
246	виду и	1	2
247	когда он	1	2
248	не удалось	1	2
249	за границей	2	2
250	в которой	1	2
251	бы с	2	2
252	в большинстве	1	2
253	раз в	2	2
254	тому же	4	2
255	вследствие этого	2	2
256	так сказать	3	2
257	подобно тому	2	2
258	не бывает	1	2
259	те же	2	2
260	входит в	1	2
261	было в	1	2
262	было бы	2	2
263	только себя	1	2
264	в жизни	6	2
265	но затем	1	2
266	если я	1	2
267	всю жизнь	1	2
268	и того	3	2
269	когда все	2	2
270	она в	1	2
271	от времени	1	2
272	в отличие	5	2
273	своего рода	9	2
274	признать что	1	2
275	с такою	2	2
276	тем не	5	2
277	однако в	2	2
278	между двумя	1	2
279	в той	5	2
280	тому что	3	2
281	его внутренняя	1	2
282	во время	2	2
283	о них	2	2
284	чем не	1	2
285	появляется в	1	2
286	и без	1	2
287	и лишь	1	2
288	другой как	1	2
289	к ней	3	2
290	такая же	1	2
291	как на	2	2
292	о нем	3	2
293	для другого	1	2
294	ли это	1	2
295	не является	4	2
296	отнюдь не	4	2
297	как для	1	2
298	той или	3	2
299	всей своей	2	2
300	конечно в	1	2
301	особенно в	1	2
302	жизнь и	1	2
303	собой и	1	2
304	о том	5	2
305	в раннем	1	2
306	все его	4	2
307	на нее	1	2
308	на одном	2	2
309	себя но	2	2
310	мыслей и	1	2
311	в форме	5	2
312	другого в	1	2
313	еще более	1	2
314	быть и	1	2
315	один из	3	2
316	но с	1	2
317	то в	1	2
318	при всей	4	2
319	со всеми	2	2
320	не входит	1	2
321	уже не	4	2
322	него и	1	2
323	в душе	2	2
324	свой собственный	1	2
325	не для	1	2
326	каждый из	1	2
327	тогда в	1	2
328	или иной	3	2
329	о своей	1	2
330	к которому	2	2
331	говорит о	2	2
332	что казалось	1	2
333	у человека	1	2
334	и внутренне	1	2
335	о чем	2	2
336	когда она	1	2
337	вступает в	2	2
338	человек в	3	2
339	я уже	2	2
340	и потому	1	2
341	в человеке	1	2
342	тому как	2	2
343	я к	1	2
344	с этой	3	2
345	благодаря этому	1	2
346	которой он	3	2
347	пока еще	3	2
348	мире а	1	2
349	более того	1	2
350	вопрос о	1	2
351	в другой	1	2
352	кто я?	1	2
353	человек и	1	2
354	а к	3	2
355	я как	1	2
356	среди других	1	2
357	не с	1	2
358	будто бы	1	2
359	которых он	1	2
360	не я	1	2
361	мысли о	1	2
362	сказать что	3	2
363	в последнем	1	2
364	время не	1	2
365	к другим	1	2
366	того или	3	2
367	сохраняется и	1	2
368	одним из	1	1
369	также и	1	1
370	о героях	1	1
371	начинается с	1	1
372	неизбежно должно	1	1
373	с кем	1	1
374	в сердце	2	1
375	не имел	1	1
376	ясно что	1	1
377	от самого	1	1
378	это придает	1	1
379	по преимуществу	1	1
380	отношения к	1	1
381	по его	2	1
382	человеческий и	1	1
383	этом направлении	1	1
384	смысле можно	1	1
385	время как	1	1
386	но она	1	1
387	итог его	1	1
388	считал главной	1	1
389	которое не	2	1
390	не происходит	2	1
391	он вовсе	1	1
392	зависимости от	1	1
393	в каждой	2	1
394	проявляется в	1	1
395	и самого	1	1
396	на другом	1	1
397	все так	1	1
398	собой в	1	1
399	проявляет себя	1	1
400	а еще	1	1
401	внешне но	1	1
402	со словами	1	1
403	я на	1	1
404	на своих	1	1
405	бы она	1	1
406	без которого	1	1
407	себя другим	1	1
408	в юности	1	1
409	не все	2	1
410	с совершенно	1	1
411	xix столетия	2	1
412	него с	1	1
413	рассказ или	1	1
414	не просто	1	1
415	в главе	1	1
416	чем же	1	1
417	сих пор	1	1
418	в центре	2	1
419	похоже было	1	1
420	встречи с	2	1
421	внутренняя жизнь	2	1
422	ней в	2	1
423	перед нами	4	1
424	могли бы	2	1
425	не являются	2	1
426	как характер	1	1
427	мертвых душ	2	1
428	мнения но	1	1
429	таким каков	1	1
430	в ответ	3	1
431	в этой	4	1
432	с их	1	1
433	о слове	1	1
434	им в	1	1
435	особое место	3	1
436	роль в	2	1
437	говорит не	1	1
438	не могла	1	1
439	в общении	1	1
440	к миру	2	1
441	после этого	1	1
442	раз когда	1	1
443	другом человеке	1	1
444	из виду	1	1
445	на жизнь	1	1
446	раз подтверждает	1	1
447	чтобы в	2	1
448	какой бы	1	1
449	из него	1	1
450	его можно	1	1
451	лишь с	1	1
452	так быстро	1	1
453	на то	2	1
454	бы от	1	1
455	в нее	1	1
456	здесь мы	1	1
457	выражение и	1	1
458	об этом	4	1
459	и внутренняя	1	1
460	а его	1	1
461	то есть	9	1
462	зрения на	2	1
463	приходит в	1	1
464	рассказчика и	1	1
465	деле не	1	1
466	делает его	1	1
467	в итоге	3	1
468	в мир	1	1
469	отказавшись от	1	1
470	но уже	1	1
471	все было	1	1
472	личности не	1	1
473	эту тему	1	1
474	и вопреки	1	1
475	со своими	2	1
476	строгом смысле	1	1
477	этом я	1	1
478	в романе	1	1
479	и ничего	1	1
480	одного и	1	1
481	в других	2	1
482	в этих	1	1
483	бы на	2	1
484	можно сказать	6	1
485	вследствие такой	1	1
486	таким же	1	1
487	как все	1	1
488	о герое	3	1
489	характер это	1	1
490	на основаниях	1	1
491	его мнению	1	1
492	не столько	5	1
493	на фоне	2	1
494	оказывается здесь	1	1
495	стало быть	2	1
496	другом и	1	1
497	и более	2	1
498	для нее	1	1
499	освободиться от	1	1
500	случае в	1	1
501	он остается	1	1
502	она не	1	1
503	на котором	1	1
504	одна из	3	1
505	у кого	1	1
506	всех без	1	1
507	в процессе	2	1
