N	2gram	Bakhtin_fo_1	FransuaR
1	и в	50	40
2	то есть	33	18
3	и его	16	17
4	прежде всего	15	16
5	в этом	25	15
6	в романе	32	15
7	мы уже	11	13
8	не только	9	13
9	в его	13	13
10	и не	14	13
11	вовсе не	13	12
12	что в	5	12
13	как и	8	11
14	но и	8	11
15	таким образом	11	10
16	как мы	14	10
17	и т.п	4	10
18	в сущности	3	9
19	он не	5	9
20	в них	4	9
21	может быть	11	9
22	и все	6	9
23	и до	5	8
24	той же	2	8
25	и на	8	8
26	отношение к	2	8
27	все эти	9	8
28	и с	4	8
29	во время	1	8
30	в эпоху	1	8
31	в том	9	8
32	у него	6	8
33	но в	10	8
34	то же	11	7
35	в своем	4	7
36	на площади	4	7
37	в виду	3	7
38	в ту	1	7
39	до нас	5	7
40	в одном	3	7
41	и др	9	7
42	этот образ	2	7
43	во всех	6	6
44	в самом	8	6
45	в этих	3	6
46	в то	9	6
47	же время	9	6
48	связи с	6	6
49	и других	3	6
50	мы еще	3	6
51	до конца	4	6
52	в той	4	6
53	в своей	2	6
54	к этому	3	6
55	здесь и	2	5
56	в нем	24	5
57	со всеми	3	5
58	так сказать	7	5
59	вернемся к	1	5
60	в основе	5	5
61	и для	4	5
62	xx века	1	5
63	в особенности	9	5
64	те же	2	5
65	связаны с	3	5
66	в литературе	16	5
67	мы видим	3	5
68	для него	2	5
69	то что	6	5
70	не было	7	5
71	а не	3	5
72	в связи	5	5
73	как раз	13	5
74	в своих	1	5
75	смысле слова	2	4
76	также и	2	4
77	жизни и	8	4
78	из всех	1	4
79	в ней	4	4
80	в истории	2	4
81	в нашем	2	4
82	в мире	1	4
83	еще вернемся	1	4
84	было бы	2	4
85	ни в	8	4
86	том что	4	4
87	в эту	1	4
88	в их	6	4
89	страха и	1	4
90	того чтобы	5	4
91	у нас	1	4
92	мы встречаем	2	4
93	о том	1	4
94	так в	1	4
95	роль в	9	4
96	особенно в	1	4
97	мировой литературе	2	4
98	и здесь	1	4
99	а также	2	4
100	и во	7	4
101	один из	3	4
102	только на	3	4
103	из них	1	4
104	так как	6	4
105	и даже	2	4
106	до сих	3	4
107	здесь в	2	4
108	века и	1	4
109	и потому	3	4
110	в данном	2	4
111	сих пор	3	4
112	в основном	5	4
113	все это	4	4
114	в мировой	2	4
115	почти вовсе	2	4
116	еще более	3	4
117	и шире	1	3
118	xvii века	2	3
119	самом деле	1	3
120	и есть	1	3
121	рабле на	1	3
122	он был	1	3
123	существенное отношение	1	3
124	с его	9	3
125	по отношению	3	3
126	отличие от	2	3
127	в этой	1	3
128	кроме того	4	3
129	и как	10	3
130	и наконец	1	3
131	и к	2	3
132	всего необходимо	3	3
133	в себе	3	3
134	связанные с	1	3
135	при этом	3	3
136	всех этих	5	3
137	но дело	2	3
138	об этом	2	3
139	на протяжении	1	3
140	эти моменты	3	3
141	в отличие	2	3
142	их в	3	3
143	нельзя забывать	1	3
144	вплоть до	1	3
145	в таких	1	3
146	дело не	1	3
147	одна из	2	3
148	во всем	2	3
149	уже говорили	3	3
150	они были	2	3
151	начиная с	1	3
152	но все	5	3
153	правда не	2	3
154	и самое	1	3
155	здесь не	4	3
156	в ее	6	3
157	не подлежит	1	3
158	если бы	5	3
159	в другом	1	3
160	в значительной	2	3
161	связь между	2	3
162	что и	3	3
163	во всей	3	3
164	и следовательно	4	3
165	еще не	5	3
166	только в	4	3
167	поэтому и	3	3
168	так и	12	3
169	же и	2	3
170	в начале	3	3
171	одно из	3	3
172	мы находим	2	3
173	в конце	9	3
174	тем что	2	3
175	в других	9	3
176	для того	5	3
177	связан с	1	3
178	и прежде	2	3
179	сказать что	3	3
180	там где	2	3
181	жизнь в	2	3
182	для этой	1	3
183	в частности	6	3
184	не может	6	3
185	вместе с	3	3
186	как в	6	3
187	во все	2	3
188	как бы	2	3
189	и смерти	1	3
190	в более	2	3
191	и от	1	3
192	а в	3	3
193	слово в	1	3
194	между ними	3	3
195	к этой	1	3
196	они не	3	3
197	том числе	4	3
198	одним из	1	2
199	например в	6	2
200	связана с	1	2
201	наших дней	1	2
202	того же	8	2
203	тем же	1	2
204	из самых	1	2
205	по преимуществу	3	2
206	мы не	3	2
207	при анализе	1	2
208	большую роль	3	2
209	хотя бы	2	2
210	и был	1	2
211	основе этого	1	2
212	на них	2	2
213	не был	1	2
214	характер он	1	2
215	но конечно	2	2
216	но не	5	2
217	тут же	1	2
218	до наших	2	2
219	в течение	2	2
220	что он	1	2
221	все же	6	2
222	его к	1	2
223	имеет в	2	2
224	в этот	2	2
225	в которой	2	2
226	в целом	2	2
227	из этих	1	2
228	выражение в	2	2
229	раз в	4	2
230	к образу	1	2
231	в дальнейшем	6	2
232	этот ряд	5	2
233	как он	2	2
234	и еще	2	2
235	не к	2	2
236	в корне	1	2
237	и вот	1	2
238	в плане	1	2
239	значительной степени	1	2
240	здесь мы	1	2
241	лишь в	6	2
242	далеко не	2	2
243	громадную роль	2	2
244	характер и	7	2
245	в один	1	2
246	точки зрения	5	2
247	уже к	1	2
248	в котором	4	2
249	он дает	1	2
250	в условиях	7	2
251	своего рода	1	2
252	но он	2	2
253	что было	3	2
254	том же	2	2
255	и очень	1	2
256	как о	1	2
257	дело в	2	2
258	связан и	1	2
259	на землю	1	2
260	здесь дается	3	2
261	этом отношении	3	2
262	и такие	1	2
263	числе и	2	2
264	должны быть	1	2
265	той или	2	2
266	целом в	1	2
267	они и	1	2
268	в последующие	4	2
269	и это	4	2
270	момент в	2	2
271	данном случае	1	2
272	на основе	2	2
273	сочетается с	2	2
274	следовательно и	1	2
275	и сам	1	2
276	времени и	10	2
277	здесь нет	3	2
278	по сравнению	2	2
279	в разных	5	2
280	но здесь	1	2
281	и историческое	1	2
282	характер это	3	2
283	образом в	1	2
284	с другой	2	2
285	нас в	3	2
286	это не	6	2
287	включает в	1	2
288	но как	1	2
289	и ее	3	2
290	в эти	1	2
291	эпохи но	1	2
292	вернемся в	1	2
293	конечно не	4	2
294	с нею	1	2
295	и у	5	2
296	уже в	2	2
297	и они	1	2
298	как его	1	2
299	в форме	3	2
