N	4gram	Tiupa_Hudo_2	Hudozhes
1	в то же время	4	6
2	состоит в том что	2	3
3	в том числе и	1	2
4	и в то же	2	2
5	приводит к тому что	1	2
6	мягкую белую шею с	1	1
7	с кротким мягким взглядом	1	1
8	точно так же как	1	1
9	жалостливая барышня с кротким	1	1
10	кротким мягким взглядом очень	1	1
11	шею с темной родинкой	1	1
12	иронии в рассказе душечка	1	1
13	с самим собою в	1	1
14	розовые щеки на мягкую	1	1
15	барышня с кротким мягким	1	1
16	не для себя а	1	1
17	для себя а для	1	1
18	добродушная жалостливая барышня с	1	1
19	так и не наступает	1	1
20	определений таков что душевная	1	1
21	на ее полные розовые	1	1
22	тихая добродушная жалостливая барышня	1	1
23	не несет в себе	1	1
24	в строгом нерасширительном значении	1	1
25	с темной родинкой и	1	1
26	белую шею с темной	1	1
27	мягким взглядом очень здоровая	1	1
28	таков что душевная характеристика	1	1
29	была тихая добродушная жалостливая	1	1
30	мы имеем дело с	1	1
31	в том случае если	1	1
32	на мягкую белую шею	1	1
33	роли в миропорядке то	1	1
34	полные розовые щеки на	1	1
35	щеки на мягкую белую	1	1
36	ее полные розовые щеки	1	1
37	глядя на ее полные	1	1
38	это была тихая добродушная	1	1
