N	3gram	Vinokur_Ku_3	Narrotol
1	в данном случае	4	8
2	не только в	3	6
3	в том что	8	5
4	к тому же	2	5
5	то же время	1	4
6	той или иной	5	4
7	в то же	1	4
8	не может быть	3	4
9	на себя внимание	2	3
10	по отношению к	2	3
11	обращает на себя	1	3
12	для того чтобы	11	3
13	в первом случае	2	3
14	тем не менее	9	3
15	о том что	3	2
16	в самом деле	11	2
17	то же самое	1	2
18	до сих пор	8	2
19	в отличие от	2	2
20	но и в	1	2
21	в зависимости от	7	2
22	войне и мире	1	2
23	может быть не	1	2
24	а во втором	1	2
25	в связи с	4	2
26	тем или иным	1	2
27	во всяком случае	1	2
28	в войне и	1	2
29	в свою очередь	1	2
30	в известном смысле	2	2
31	ни о каких	1	1
32	и того же	2	1
33	не может обойтись	1	1
34	не только внешние	1	1
35	точки зрения как	1	1
36	более или менее	2	1
37	в том числе	2	1
38	том что на	1	1
39	один и тот	2	1
40	сих пор еще	3	1
41	с другой стороны	3	1
42	с точки зрения	16	1
43	и не может	1	1
44	и в то	1	1
45	сам по себе	3	1
46	который в данном	1	1
47	при этом что	2	1
48	бы то ни	1	1
49	только то что	2	1
50	из того что	1	1
51	возможна не только	1	1
52	по крайней мере	1	1
53	рамках одного и	1	1
54	не то что	1	1
55	в том случае	4	1
56	может быть и	1	1
57	с одной стороны	4	1
58	и тот же	2	1
59	что именно в	1	1
60	а с другой	3	1
61	потому что в	2	1
62	первая из этих	1	1
63	это главным образом	1	1
64	в той или	2	1
65	лишь в том	2	1
66	могло бы составить	1	1
67	первом случае мы	1	1
68	то же слово	1	1
69	бы не было	1	1
70	вовсе еще не	1	1
71	лишь в самом	1	1
72	самом деле в	1	1
73	мы не можем	1	1
74	то что мы	1	1
75	само по себе	1	1
76	и в самом	4	1
77	в конечном счете	1	1
78	но в этом	1	1
79	но все же	1	1
80	не только свидетель	1	1
81	одного и того	2	1
82	друг от друга	1	1
83	если бы не	2	1
84	уже не только	2	1
85	в рамках одного	1	1
86	к тому что	1	1
87	может быть использован	1	1
88	становится очевидным что	1	1
89	на самом деле	3	1
90	или иной степени	1	1
91	мы тем не	1	1
92	все тех же	1	1
93	но для того	1	1
94	и т д	8	1
95	как мы видели	2	1
