N	2gram	Bakhtin_Fr_7	Russkaja
1	не может	3	22
2	и не	7	19
3	в том	11	17
4	в этом	15	17
5	и в	41	14
6	то что	8	13
7	то же	13	11
8	точки зрения	5	11
9	таким образом	19	11
10	в то	10	10
11	же время	9	10
12	но и	9	10
13	в себе	11	9
14	не только	5	9
15	том что	4	9
16	с точки	3	9
17	может быть	4	9
18	во всяком	2	9
19	прежде всего	11	8
20	как на	1	8
21	самом деле	1	7
22	и с	4	7
23	в данном	2	7
24	к тому	2	7
25	не будет	1	7
26	о том	6	7
27	к которой	1	6
28	в своем	9	6
29	и к	5	6
30	с тем	1	6
31	в своих	1	6
32	и при	1	6
33	признать что	1	6
34	все это	10	6
35	и для	5	6
36	что он	3	6
37	всяком случае	1	6
38	для всех	2	6
39	для него	6	6
40	на самом	2	6
41	и на	4	5
42	во всех	3	5
43	в нем	7	5
44	при этом	3	5
45	он не	4	5
46	было бы	4	5
47	в своей	3	5
48	никогда не	2	5
49	потому что	5	5
50	между тем	1	5
51	только в	6	5
52	из которых	2	5
53	по существу	8	5
54	а в	5	5
55	и то	2	4
56	но не	1	4
57	себе и	1	4
58	себя в	1	4
59	все же	1	4
60	более или	2	4
61	не в	9	4
62	в этой	13	4
63	в корне	1	4
64	на земле	4	4
65	в совершенно	1	4
66	его в	3	4
67	как и	14	4
68	которой он	2	4
69	или менее	2	4
70	в их	3	4
71	во всем	1	4
72	не могут	1	4
73	в мире	3	4
74	можно было	3	4
75	и т.д	2	4
76	в его	12	4
77	так как	3	4
78	вместе с	5	4
79	как бы	7	4
80	в другое	5	4
81	жизни и	3	4
82	что в	9	4
83	все что	4	4
84	вряд ли	1	3
85	так чтобы	1	3
86	еще не	2	3
87	он сам	1	3
88	что они	1	3
89	в самом	1	3
90	что это	4	3
91	на том	2	3
92	был и	1	3
93	и по	3	3
94	в другом	1	3
95	для них	1	3
96	несмотря на	3	3
97	должно быть	4	3
98	таким же	3	3
99	мы говорили	1	3
100	знаем что	1	3
101	том чтобы	1	3
102	одна из	4	3
103	мира от	1	3
104	связи с	1	3
105	в сознании	1	3
106	что все	2	3
107	данном случае	1	3
108	в значительной	2	3
109	и во	2	3
110	что и	5	3
111	а следовательно	2	3
112	в лучшем	1	3
113	того что	2	3
114	одной из	2	3
115	в качестве	9	3
116	в большинстве	2	3
117	в виде	1	3
118	из них	3	3
119	в конце	8	3
120	тем что	3	3
121	именно в	2	3
122	не было	3	3
123	и потому	3	3
124	она может	1	3
125	или в	2	3
126	о котором	2	3
127	конце концов	4	3
128	и как	2	3
129	все они	6	3
130	не есть	2	3
131	из этого	1	3
132	от этой	1	2
133	к данному	1	2
134	и есть	3	2
135	должна быть	1	2
136	из всех	2	2
137	но она	1	2
138	но даже	1	2
139	в ней	5	2
140	в таком	1	2
141	время в	2	2
142	там и	1	2
143	по отношению	2	2
144	тогда как	1	2
145	не просто	2	2
146	друг от	1	2
147	с этим	2	2
148	целый ряд	4	2
149	и наконец	4	2
150	но в	8	2
151	а во-вторых	1	2
152	все эти	13	2
153	другом случае	1	2
154	и те	3	2
155	и вот	2	2
156	на совершенно	1	2
157	мы уже	12	2
158	на этой	4	2
159	по себе	1	2
160	и тем	1	2
161	ведь в	1	2
162	участие в	1	2
163	в единое	1	2
164	этого не	1	2
165	культуры с	1	2
166	народа и	1	2
167	в этих	2	2
168	весьма часто	2	2
169	во время	3	2
170	в котором	1	2
171	место в	4	2
172	в силу	1	2
173	их в	2	2
174	том и	2	2
175	том же	1	2
176	она не	1	2
177	только для	1	2
178	у него	6	2
179	следовательно и	2	2
180	все члены	1	2
181	на которой	2	2
182	в области	2	2
183	к себе	1	2
184	указывает на	1	2
185	и о	1	2
186	от друга	1	2
187	культуры и	1	2
188	во главе	1	2
189	за то	3	2
190	и что	1	2
191	от него	1	2
192	к нему	5	2
193	это в	3	2
194	вся эта	2	2
195	что только	1	2
196	этот вопрос	1	2
197	проявляется в	3	2
198	бы ни	1	2
199	по этому	3	2
200	так что	1	2
201	уже не	2	2
202	на такой	1	2
203	только на	2	2
204	в начале	1	2
205	его и	1	2
206	не так	1	2
207	ни в	6	2
208	к той	1	2
209	в других	1	2
210	даже и	1	2
211	и даже	1	2
212	у других	1	2
213	а не	2	2
214	большинстве случаев	2	2
215	в частности	1	2
216	так же	5	2
217	в течение	2	2
218	отношения к	1	2
219	есть и	3	2
220	благодаря этому	2	2
221	но это	3	2
222	и от	8	2
223	не подлежит	3	2
224	в результате	2	2
225	за нее	1	2
226	не должен	1	2
227	с ним	2	2
228	бы его	1	2
229	ее в	1	2
230	тем самым	3	2
231	должен быть	2	1
232	того же	3	1
233	он может	3	1
234	тех же	1	1
235	это и	1	1
236	ту же	2	1
237	и друг	1	1
238	с таким	1	1
239	также и	2	1
240	есть не	2	1
241	не удастся	1	1
242	мы не	2	1
243	он считает	1	1
244	китая и	1	1
245	на место	4	1
246	на эти	1	1
247	не была	1	1
248	он как	1	1
249	в сущности	4	1
250	это отношение	1	1
251	они были	1	1
252	он был	3	1
253	на них	3	1
254	не был	1	1
255	что его	1	1
256	наиболее совершенным	1	1
257	при жизни	1	1
258	в область	3	1
259	к этому	5	1
260	а только	2	1
261	точка зрения	2	1
262	значение и	1	1
263	должны были	1	1
264	человек может	2	1
265	что хотя	1	1
266	в истории	1	1
267	что во	1	1
268	в одной	2	1
269	общую черту	1	1
270	перед нами	2	1
271	кто не	1	1
