N	2gram	Savitsky_P_1	FransuaR
1	и в	14	40
2	прежде всего	3	16
3	в этом	10	15
4	не только	17	13
5	в его	2	13
6	и не	12	13
7	что в	4	12
8	как и	1	11
9	но и	6	11
10	в них	2	9
11	может быть	5	9
12	и на	1	8
13	и с	2	8
14	в эпоху	1	8
15	в том	9	8
16	но в	9	8
17	то же	9	7
18	в своем	4	7
19	культуры и	1	7
20	во всех	2	6
21	в самом	1	6
22	в этих	1	6
23	в то	7	6
24	же время	7	6
25	и других	2	6
26	в нем	3	5
27	те же	1	5
28	начала и	2	5
29	связаны с	1	5
30	мы видим	1	5
31	то что	4	5
32	не было	2	5
33	а не	2	5
34	как раз	2	5
35	также и	1	4
36	из всех	1	4
37	в ней	6	4
38	xix века	6	4
39	в истории	1	4
40	в мире	2	4
41	было бы	6	4
42	том что	4	4
43	в эту	2	4
44	того чтобы	1	4
45	в области	11	4
46	и о	5	4
47	особенно в	1	4
48	и здесь	1	4
49	а также	4	4
50	только на	1	4
51	из них	2	4
52	и потому	4	4
53	в данном	1	4
54	в основном	1	4
55	все это	2	4
56	еще более	2	4
57	и есть	2	3
58	он был	1	3
59	с его	1	3
60	отличие от	1	3
61	в этой	1	3
62	и как	3	3
63	и к	4	3
64	в себе	3	3
65	связанные с	1	3
66	в отличие	1	3
67	для этого	1	3
68	одна из	2	3
69	в ее	2	3
70	еще в	1	3
71	если бы	4	3
72	никак не	2	3
73	в значительной	2	3
74	связь между	1	3
75	между тем	3	3
76	что и	1	3
77	во всей	2	3
78	в свете	1	3
79	еще не	1	3
80	только в	7	3
81	в начале	2	3
82	одно из	1	3
83	в других	1	3
84	для того	3	3
85	там где	1	3
86	в частности	2	3
87	не может	4	3
88	вместе с	1	3
89	как бы	4	3
90	а в	4	3
91	к этой	1	3
92	они не	1	3
93	том числе	2	3
94	как известно	1	2
95	например в	2	2
96	связана с	1	2
97	переход от	2	2
98	тем же	1	2
99	по преимуществу	1	2
100	века в	1	2
101	мы не	3	2
102	хотя бы	8	2
103	но не	3	2
104	из важнейших	2	2
105	думать что	2	2
106	вот как	1	2
107	все же	1	2
108	в которой	1	2
109	из этих	1	2
110	и если	4	2
111	и еще	1	2
112	не к	2	2
113	и вот	2	2
114	церковь и	1	2
115	далеко не	1	2
116	точки зрения	3	2
117	в котором	4	2
118	в условиях	1	2
119	что было	1	2
120	и очень	1	2
121	не менее	2	2
122	числе и	1	2
123	в последующие	1	2
124	и это	2	2
125	на основе	1	2
126	по сравнению	2	2
127	с того	1	2
128	с другой	5	2
129	того света	1	2
130	это не	3	2
131	но как	1	2
132	и ее	1	2
133	в эти	1	2
134	уже в	1	2
135	мы знаем	1	2
136	не были	1	2
137	или иной	1	2
138	именно в	2	2
139	прямо на	1	2
140	с этим	2	2
141	к жизни	1	2
142	сравнению с	1	2
143	из этой	1	2
144	есть и	1	2
145	какой бы	1	2
146	потому что	3	2
147	бы за	1	2
148	одновременно и	1	2
149	и другие	1	2
150	это в	1	2
151	отношения к	2	1
152	и т	3	1
153	с с	2	1
154	века но	1	1
155	собственном смысле	1	1
156	был и	1	1
157	есть не	2	1
158	что уже	1	1
159	науки и	1	1
160	есть нечто	2	1
161	но чтобы	1	1
162	конечно и	1	1
163	начала в	1	1
164	подчеркнуть что	1	1
165	в xix	2	1
166	литературы и	1	1
167	это имеет	1	1
168	ибо то	1	1
169	прошлого не	1	1
170	первой половины	4	1
171	в общем	2	1
172	основная задача	1	1
173	и я	1	1
174	что во	1	1
175	под его	1	1
176	такова же	1	1
177	определяется как	1	1
178	бы и	1	1
179	что это	1	1
180	представляет собой	1	1
181	в известном	1	1
182	во многих	1	1
183	и резко	2	1
184	в ряду	2	1
185	если он	1	1
186	но на	1	1
187	в наших	1	1
188	не могла	1	1
189	к миру	1	1
190	при виде	1	1
191	не как	1	1
192	в трех	1	1
193	выходцы с	1	1
194	и по	1	1
195	для мировоззрения	1	1
196	с формами	1	1
197	а затем	1	1
198	главным образом	2	1
199	народа его	2	1
200	его в	1	1
201	заключается в	3	1
202	например с	1	1
203	весь мир	1	1
204	и тем	2	1
205	по всему	1	1
206	для них	2	1
207	с тем	3	1
208	и уже	1	1
209	в развитии	1	1
210	должно быть	2	1
211	и при	1	1
212	мысль и	1	1
213	в отношении	10	1
214	во времена	1	1
215	с точки	3	1
216	на церковь	1	1
217	мысли и	1	1
218	знаем что	1	1
219	не в	5	1
220	друг другу	2	1
221	и эти	1	1
222	и более	1	1
223	в прошлом	1	1
224	чтобы это	1	1
225	по себе	4	1
226	в историческом	1	1
227	и вся	1	1
228	момента но	1	1
229	тем самым	3	1
230	и притом	1	1
231	мы все	1	1
232	можно судить	1	1
233	никогда не	1	1
234	как она	1	1
235	прежде чем	1	1
236	xix веке	2	1
237	чрезвычайно существенным	1	1
238	входят в	1	1
239	притом в	1	1
240	одно и	1	1
241	более широкой	1	1
242	что оно	1	1
243	среды в	1	1
244	все еще	1	1
245	где он	1	1
246	в применении	1	1
247	значительной мере	2	1
248	в собственном	1	1
249	как по	1	1
250	только то	1	1
251	в себя	1	1
252	в пределах	8	1
253	к смерти	1	1
254	на нее	1	1
255	за то	1	1
256	не с	1	1
257	было в	2	1
258	приобщается к	1	1
259	весь он	1	1
260	тех кто	4	1
261	настоящее время	1	1
262	и что	1	1
263	она всегда	1	1
264	что эта	1	1
265	к истине	1	1
266	в отрыве	1	1
267	исключительно и	1	1
268	есть с	1	1
269	и только	1	1
270	и где	1	1
