N	2gram	Propp_Isto_7	Hudozhes
1	в качестве	3	19
2	состоит в	1	16
3	и не	4	16
4	не только	21	15
5	и в	24	15
6	в том	7	15
7	тогда как	3	13
8	может быть	14	13
9	в частности	1	13
10	при этом	4	12
11	и его	3	12
12	а в	10	12
13	но не	6	11
14	в этом	12	11
15	я в	1	11
16	то же	8	10
17	по отношению	1	10
18	представляет собой	4	10
19	как бы	4	10
20	так и	5	10
21	а не	8	10
22	отношению к	1	10
23	но и	11	10
24	точки зрения	4	9
25	в его	1	9
26	своего рода	4	8
27	сводится к	1	8
28	но в	5	7
29	в то	2	7
30	с другой	9	7
31	с его	3	6
32	отношение к	5	6
33	том что	10	6
34	не в	9	6
35	в основе	2	6
36	в ее	2	6
37	в состав	1	6
38	не может	14	6
39	что в	13	6
40	в их	4	5
41	более или	1	5
42	в самом	2	5
43	то что	7	5
44	ни в	2	5
45	тем самым	1	5
46	можно сказать	1	5
47	а также	1	5
48	того что	6	5
49	только в	6	5
50	уже не	2	5
51	другой стороны	8	5
52	или менее	1	5
53	в нем	6	5
54	героя и	5	5
55	отношения к	1	4
56	и то	1	4
57	мы имеем	12	4
58	еще не	8	4
59	а только	1	4
60	хотя и	3	4
61	и как	1	4
62	он не	6	4
63	в другом	1	4
64	и тем	2	4
65	в этих	13	4
66	в своей	1	4
67	не столько	3	4
68	входит в	1	4
69	в форме	2	4
70	во времени	1	4
71	со стороны	2	4
72	прежде всего	2	4
73	а на	1	4
74	не знает	1	4
75	как это	2	4
76	например в	3	4
77	к тому	1	4
78	сказать что	2	4
79	того же	2	3
80	со своей	2	3
81	и ее	2	3
82	в целом	1	3
83	герой не	3	3
84	и к	1	3
85	в которой	2	3
86	его в	3	3
87	это не	10	3
88	к области	1	3
89	как и	6	3
90	с точки	1	3
91	но он	2	3
92	тем не	4	3
93	автора и	1	3
94	не менее	5	3
95	в русской	5	3
96	потому что	9	3
97	не будет	2	3
98	так в	4	3
99	мог бы	1	3
100	если бы	1	3
101	и что	10	3
102	что он	21	3
103	к нему	7	3
104	во всей	1	3
105	оказывается в	1	3
106	не случайно	3	3
107	далеко не	1	3
108	по своему	1	3
109	о чем	1	3
110	в данном	4	3
111	таким образом	7	3
112	в таком	1	3
113	и это	2	2
114	между двумя	1	2
115	к другому	1	2
116	и больше	1	2
117	и способности	1	2
118	но она	1	2
119	не вполне	3	2
120	я не	1	2
121	и на	2	2
122	я на	1	2
123	в чем	5	2
124	чем это	1	2
125	не входит	1	2
126	и весьма	1	2
127	свою жизнь	1	2
128	не все	3	2
129	в отсутствие	1	2
130	сама по	1	2
131	еще один	2	2
132	в своем	1	2
