N	2gram	Bakhtin_Fr_5	Narrotol
1	не только	14	31
2	но и	10	27
3	и не	15	23
4	при этом	2	19
5	может быть	2	15
6	в качестве	2	14
7	в частности	1	14
8	как и	10	13
9	а не	4	13
10	а в	4	13
11	в этом	14	12
12	только в	4	12
13	и в	45	11
14	в данном	2	11
15	своего рода	4	10
16	и его	13	10
17	то есть	25	9
18	времени и	1	9
19	во времени	2	9
20	то что	2	9
21	то же	11	8
22	не может	5	8
23	данном случае	2	8
24	в том	10	8
25	и т.п	16	8
26	но в	14	7
27	том что	7	7
28	если бы	1	7
29	на протяжении	1	7
30	у него	4	7
31	и он	3	6
32	в самом	4	6
33	не в	7	6
34	в этой	6	6
35	в себе	1	6
36	тому же	4	6
37	об этом	4	6
38	не мог	4	6
39	к тому	2	6
40	и т.д	2	6
41	в его	13	6
42	как бы	12	6
43	один из	2	6
44	как раз	5	6
45	а также	4	6
46	жизни и	8	6
47	и на	5	5
48	той или	1	5
49	перед нами	4	5
50	так и	6	5
51	точки зрения	4	5
52	в своей	3	5
53	потому что	7	5
54	на другой	1	5
55	можно сказать	2	5
56	столь же	1	5
57	то в	1	4
58	еще не	1	4
59	истории в	1	4
60	с его	7	4
61	но не	4	4
62	как в	3	4
63	все же	2	4
64	хотя и	5	4
65	из этих	3	4
66	в нем	10	4
67	в мире	1	4
68	из них	1	4
69	в одном	3	4
70	вплоть до	2	4
71	в то	11	4
72	одна из	1	4
73	в эпизоде	9	4
74	не по	1	4
75	того чтобы	6	4
76	никогда не	1	4
77	что на	3	4
78	в ней	8	4
79	так в	2	4
80	что у	1	4
81	о том	4	4
82	же время	9	4
83	к нему	2	4
84	того что	3	4
85	для него	3	4
86	у нее	2	4
87	или иной	1	4
88	прежде всего	10	4
89	о чем	3	4
90	мира в	1	4
91	также и	7	3
92	самом деле	5	3
93	мы не	4	3
94	этого эпизода	2	3
95	но как	1	3
96	другой день	1	3
97	в своем	11	3
98	и как	5	3
99	в целом	2	3
100	но именно	2	3
101	он не	6	3
102	для того	6	3
103	и с	10	3
104	это не	3	3
105	начала и	1	3
106	в жизни	1	3
107	еще раз	1	3
108	в ходе	1	3
109	и ее	1	3
110	тем не	1	3
111	их в	1	3
112	не менее	3	3
113	но они	3	3
114	как будто	1	3
115	этом отношении	5	3
116	за ними	1	3
117	у нас	1	3
118	начиная с	2	3
119	и о	4	3
120	еще в	2	3
121	когда в	2	3
122	о нем	1	3
123	обращается к	1	3
124	петра в	1	3
125	лишь в	2	3
126	в конечном	1	3
127	между тем	2	3
128	что он	6	3
129	в состав	1	3
130	по отношению	1	3
131	в прозе	1	3
132	именно в	3	3
133	при всей	1	3
134	не было	3	3
135	из участников	1	3
136	как это	4	3
137	главного героя	1	3
138	в начале	2	3
139	это уже	1	3
140	в следующей	1	3
141	не существует	1	3
142	и все	7	3
143	жизни а	1	3
144	отношению к	1	3
145	что в	12	3
146	и через	1	2
147	тем же	1	2
148	и для	3	2
149	в сущности	4	2
150	ему в	1	2
151	более не	1	2
152	в чем	2	2
153	если в	2	2
154	в наиболее	2	2
155	отличие от	2	2
156	глава четвертая	1	2
157	в едином	1	2
158	в той	1	2
159	если она	1	2
160	сознания в	1	2
161	та же	1	2
162	раз в	2	2
163	роль в	2	2
164	на то	1	2
165	так сказать	1	2
166	и еще	1	2
167	и вот	3	2
168	человека в	1	2
169	не будет	1	2
170	это было	4	2
171	для них	2	2
172	тот самый	1	2
173	а за	1	2
174	он и	3	2
175	жизни но	1	2
176	и того	1	2
177	в отличие	2	2
178	сих пор	3	2
179	не имеет	3	2
180	дело в	3	2
181	не могло	3	2
182	казалось бы	1	2
183	ничего не	4	2
184	этих двух	1	2
185	как она	1	2
186	и является	1	2
187	связи с	6	2
188	к жизни	1	2
189	ни о	1	2
190	же самое	2	2
191	они и	2	2
192	как мы	8	2
193	значения и	1	2
194	с ее	5	2
195	свою очередь	1	2
196	здесь не	6	2
197	в произведении	1	2
198	в пределах	2	2
199	она была	1	2
200	с ним	5	2
201	никак не	1	2
202	до сих	3	2
203	времени в	1	2
204	и настоящего	1	2
205	нас в	2	2
206	в форме	1	2
207	и только	2	2
