N	3gram	Losev_Prob_4	Dialekti
1	и т д	3	15
2	с точки зрения	11	9
3	не есть ни	2	9
4	в том что	8	9
5	что иное как	2	8
6	не что иное	2	8
7	по крайней мере	6	7
8	это значит что	7	7
9	в то же	2	6
10	есть не что	2	5
11	есть то что	1	5
12	есть символ в	1	5
13	сама по себе	2	5
14	для того чтобы	2	5
15	в этом смысле	3	4
16	само по себе	1	4
17	не в том	1	4
18	это и есть	1	4
19	и тем более	2	4
20	ничего не говорит	1	4
21	ни в каком	5	4
22	не говоря уже	2	3
23	т д и	1	3
24	говоря уже о	1	3
25	тех или других	1	3
26	не говорит о	1	3
27	или по крайней	2	3
28	той или другой	3	3
29	на то что	1	3
30	не есть просто	1	3
31	представим себе что	1	2
32	в чем же	1	2
33	миф есть в	1	2
34	равно как и	1	2
35	имеет ничего общего	2	2
36	о том как	1	2
37	и в то	1	2
38	хотя бы и	2	2
39	сам по себе	6	2
40	ни в коем	3	2
41	точно так же	3	2
42	тем или другим	1	2
43	с этой точки	1	2
44	то и другое	3	2
45	если угодно можно	1	2
46	в коем случае	3	2
47	ту или иную	1	2
48	д и т	1	2
49	ничего общего с	2	2
50	случае не есть	1	2
51	и даже вообще	1	2
52	этой точки зрения	1	2
53	иметь в виду	1	2
54	по сравнению с	1	2
55	коем случае не	1	2
56	в свою очередь	1	2
57	и в частности	2	2
58	не имеет ничего	2	2
59	не думает что	1	2
60	тем не менее	10	2
61	в сравнении с	2	2
62	но ясно что	1	1
63	в виду и	1	1
64	ни о каких	2	1
65	что в результате	1	1
66	значит что и	1	1
67	в чем не	1	1
68	тут идет речь	1	1
69	в силу этого	1	1
70	только потому что	1	1
71	сказать что в	1	1
72	этом смысле есть	1	1
73	мы имеем дело	3	1
74	прежде всего в	1	1
75	дело в том	1	1
76	должны сказать что	1	1
77	что это не	1	1
78	что перед нами	2	1
79	каком смысле не	2	1
80	к своему пределу	2	1
81	как таковых ничего	1	1
82	что в данном	2	1
83	это нисколько не	1	1
84	можно только при	1	1
85	не есть символ	1	1
86	различить и противопоставить	1	1
87	же как и	1	1
88	самом же деле	2	1
89	миф есть символ	2	1
90	в зависимости от	3	1
91	а не самые	1	1
92	также и то	1	1
93	на самом же	2	1
94	в себе и	2	1
95	только в символе	1	1
96	между собою и	1	1
97	совершенно ясно что	1	1
98	вполне можно сказать	1	1
99	о себе в	1	1
100	в основе своей	1	1
101	что каждая вещь	1	1
102	это и значит	1	1
103	и не в	1	1
104	тут нет ничего	1	1
105	это не имеет	2	1
106	смысле есть не	1	1
107	то понятие которое	1	1
108	и тем не	3	1
109	и то что	1	1
110	и вообще не	1	1
111	вовсе не думает	1	1
112	в жизни и	1	1
113	в бесконечную даль	2	1
114	а это значит	3	1
115	которой уже нет	1	1
116	тут перед нами	2	1
117	в это время	1	1
118	он есть символ	1	1
119	или во сне	1	1
120	вплоть до их	1	1
121	содержит в себе	8	1
122	в данном случае	5	1
123	если бы мы	1	1
124	она еще не	1	1
125	не только в	4	1
126	мы не знаем	1	1
127	прежде всего с	1	1
128	в каком случае	3	1
129	это было бы	1	1
130	в конце концов	1	1
131	понятие о ней	1	1
132	кроме нее и	1	1
133	заключается не в	1	1
134	при помощи диалектического	1	1
135	то тем самым	1	1
136	и как бы	1	1
137	на аршине пространства	1	1
138	в связи с	3	1
139	однако ясно что	1	1
140	где же тут	1	1
141	хотя бы на	1	1
142	и пожалуй даже	1	1
143	разве это не	1	1
144	иной раз даже	1	1
145	если мы всерьез	1	1
146	и ни в	3	1
147	ничто не мешает	1	1
148	а вместе с	1	1
149	самая обыкновенная диалектика	1	1
150	вовсе не есть	2	1
151	в подлинном смысле	1	1
152	а не просто	1	1
153	том что они	1	1
154	каждая вещь существует	1	1
155	есть отражение и	2	1
156	мы должны сказать	2	1
157	о том что	3	1
158	и вместе с	1	1
159	не только не	4	1
160	но никак не	2	1
161	и не может	1	1
162	вопрос о том	1	1
163	содержать в себе	1	1
164	и прежде всего	2	1
165	в предыдущем мы	2	1
166	но все же	1	1
167	он всегда есть	1	1
168	ни в чем	1	1
169	с другой стороны	6	1
170	как же именно	1	1
171	и есть не	1	1
172	в каком смысле	2	1
173	для этого необходимо	1	1
174	как идея и	1	1
175	и противопоставить все	1	1
176	не значит что	1	1
177	и не имеет	1	1
178	как учение о	1	1
179	легко может быть	1	1
180	тех или иных	3	1
181	но если бы	2	1
182	по себе а	1	1
183	по себе есть	1	1
184	мы только что	1	1
185	той или иной	11	1
