N	2gram	Vygotskiy__7	TeoriaLi
1	не только	24	18
2	в качестве	5	17
3	и не	18	16
4	а в	2	14
5	состоит в	3	13
6	и в	26	13
7	в частности	1	13
8	так и	3	12
9	может быть	7	12
10	в этом	29	11
11	представляет собой	19	11
12	при этом	1	11
13	в том	18	11
14	но не	3	10
15	и его	12	10
16	а не	6	10
17	то же	8	9
18	в его	4	9
19	по отношению	6	8
20	но и	11	8
21	отношению к	5	8
22	что в	12	8
23	отличие от	2	7
24	в себе	9	7
25	том что	17	7
26	точки зрения	28	7
27	в отличие	2	7
28	в то	3	7
29	по своей	10	7
30	во второй	5	7
31	только в	8	7
32	как это	5	7
33	в данном	5	7
34	еще не	4	6
35	но в	4	6
36	в первой	3	6
37	лишь в	2	6
38	место в	1	6
39	как бы	6	6
40	мы имеем	1	5
41	данном случае	5	5
42	в своем	1	5
43	в самом	9	5
44	он не	3	5
45	как и	15	5
46	не в	4	5
47	тем самым	8	5
48	в нем	2	5
49	в ее	6	5
50	или иной	1	5
51	между тем	1	5
52	с другой	4	5
53	как в	4	5
54	между ними	3	5
55	говорить о	1	4
56	как правило	1	4
57	конечном счете	2	4
58	отношение к	2	4
59	хотя и	1	4
60	по пути	1	4
61	то что	24	4
62	ни в	2	4
63	в слове	11	4
64	в ходе	12	4
65	в своей	3	4
66	в их	2	4
67	не менее	4	4
68	приводит к	4	4
69	можно сказать	5	4
70	в конечном	2	4
71	в форме	1	4
72	и ее	2	4
73	но он	2	4
74	в свою	2	4
75	сказать что	8	4
76	не может	11	4
77	и то	7	3
78	между двумя	3	3
79	например в	1	3
80	совпадает с	3	3
81	а только	1	3
82	в сторону	1	3
83	и т.д	1	3
84	в акте	1	3
85	перед нами	2	3
86	и к	7	3
87	все эти	6	3
88	в нашем	4	3
89	в этой	3	3
90	и по	3	3
91	самим собой	2	3
92	его в	2	3
93	этом смысле	1	3
94	мог бы	3	3
95	в этих	2	3
96	тем не	3	3
97	в отношении	2	3
98	и внешней	1	3
99	никогда не	4	3
100	как раз	3	3
101	потому что	16	3
102	той или	1	3
103	свою очередь	2	3
104	другой стороны	1	3
105	в другом	1	3
106	и что	6	3
107	входит в	2	3
108	того что	14	3
109	а с	1	3
110	человека с	1	3
111	без остатка	1	3
112	для него	3	3
113	слова в	5	3
114	с ее	2	3
115	именно в	6	3
116	прежде всего	7	3
117	в соответствии	1	3
118	и потому	3	3
119	по своему	9	3
120	этого слова	3	3
121	к которому	1	3
122	таким образом	23	3
123	или в	2	3
124	в основе	3	3
125	ни к	1	3
126	отношении к	1	3
127	речи и	30	3
128	была бы	1	2
129	отношения к	2	2
130	того же	1	2
131	и это	1	2
132	это и	4	2
133	на деле	2	2
134	и больше	2	2
135	но она	1	2
136	я не	3	2
137	в целом	5	2
138	но напротив	2	2
139	между собой	6	2
140	в чем	3	2
141	чем это	5	2
142	но как	1	2
143	у него	1	2
144	за пределы	1	2
145	что они	10	2
146	сама по	1	2
147	как говорит	5	2
148	данный момент	1	2
149	как к	3	2
150	и как	1	2
151	говорит что	2	2
152	самом начале	3	2
153	в которой	11	2
154	но на	1	2
155	одно и	3	2
156	об этом	3	2
157	это не	3	2
158	и тем	6	2
159	к области	1	2
160	соответствии с	1	2
161	вовсе не	2	2
162	иначе говоря	1	2
163	с точки	21	2
164	их в	1	2
165	по себе	3	2
166	даже в	2	2
167	для меня	1	2
168	дело не	1	2
169	не могло	1	2
170	только не	11	2
171	мышления и	9	2
172	казалось бы	2	2
173	и соответственно	1	2
174	имеем дело	1	2
175	слова как	5	2
176	этих двух	2	2
177	своей природе	4	2
178	внутренней и	2	2
179	как будто	1	2
180	и для	5	2
181	имеет место	4	2
182	и о	3	2
183	здесь не	1	2
184	анна каренина	1	2
185	в себя	1	2
186	к его	2	2
187	мы в	3	2
188	если бы	5	2
189	в виду	5	2
190	и здесь	2	2
191	о том	4	2
192	к действительности	2	2
193	это было	1	2
194	к нему	3	2
195	во всех	6	2
196	во втором	3	2
197	в литературе	1	2
198	с одной	5	2
199	в большинстве	2	2
200	слова не	1	2
201	в прозе	1	2
202	в конце	4	2
203	во всей	2	2
204	в структуре	1	2
205	процесс превращения	1	2
206	между которыми	2	2
207	в области	4	2
208	а именно	1	2
209	перед ним	1	2
210	себя и	2	2
211	одной стороны	5	2
212	мы легко	1	2
213	знания о	1	2
214	одну из	1	2
215	о чем	4	2
216	вместе с	12	2
217	так же	14	2
218	и особенно	1	2
219	из которых	2	2
220	в той	4	2
221	могут быть	2	2
222	при условии	1	2
223	к тому	7	2
224	в равной	1	2
225	одной из	4	2
226	имеет в	3	2
227	о своем	2	2
228	что он	8	2
229	и состоит	3	2
230	только к	2	1
231	можно говорить	2	1
232	также что	1	1
233	форм деятельности	1	1
234	также и	2	1
235	самой себе	1	1
236	начинается с	1	1
237	переходит к	4	1
238	связана с	3	1
239	а проза	1	1
240	идет о	2	1
241	и есть	2	1
242	тем же	5	1
243	к другому	3	1
244	отношения между	4	1
245	и до	2	1
246	едва ли	4	1
247	действительности и	1	1
248	всех и	1	1
249	одним из	2	1
250	первой и	2	1
251	той же	8	1
252	деятельностью а	1	1
253	же как	8	1
254	при анализе	1	1
255	на первом	2	1
256	речевого высказывания	1	1
257	вопрос о	6	1
258	в каждый	1	1
259	ударения на	1	1
260	к общему	2	1
261	момент в	3	1
262	на прежнем	1	1
263	столь же	2	1
264	время в	2	1
265	и доказать	1	1
266	место слияние	1	1
267	связи между	5	1
268	это имеет	1	1
269	во внешнем	1	1
270	их расположение	1	1
271	совсем не	1	1
272	собственный голос	1	1
273	для других	15	1
274	если в	4	1
275	союзов и	1	1
276	с совершенно	1	1
277	оно является	1	1
278	на то	4	1
279	еще один	1	1
280	отнюдь не	1	1
281	мере в	2	1
282	речи именно	3	1
283	в центре	1	1
284	о разных	1	1
285	первых двух	1	1
286	и одну	1	1
287	могли бы	5	1
288	целый ряд	4	1
289	что по	2	1
290	этого переживания	1	1
291	и свою	1	1
292	зрения как	2	1
293	то в	2	1
294	к чему	1	1
295	еще на	1	1
296	общение с	1	1
297	привести к	3	1
298	что это	6	1
299	состоит как	1	1
300	оказывается как	1	1
301	момент его	1	1
302	контакт между	1	1
303	из этих	3	1
304	одном случае	1	1
305	синтаксического строя	1	1
306	этим моментам	1	1
307	в известном	2	1
308	раз в	2	1
309	с их	1	1
310	нас на	1	1
311	отношение между	4	1
312	как основной	1	1
313	говорят о	1	1
314	ее как	1	1
315	в наших	4	1
316	не могла	2	1
317	в случае	2	1
318	вследствие этого	1	1
319	на его	2	1
320	что она	8	1
321	время и	1	1
322	но именно	2	1
323	что представляет	1	1
324	ключ к	1	1
325	при виде	1	1
326	наличия в	1	1
327	в понимании	1	1
328	по ту	1	1
329	с нашим	1	1
330	отношений между	3	1
331	в силу	5	1
332	по существу	1	1
333	но прежде	1	1
334	силу своей	1	1
335	в первом	3	1
336	том числе	1	1
337	содержит в	3	1
338	чтобы в	1	1
339	подобно тому	1	1
340	является не	2	1
341	фразы с	1	1
342	самого процесса	1	1
343	что все	2	1
344	речь в	4	1
345	которыми он	1	1
346	и внутренняя	1	1
347	а по	2	1
348	времени и	1	1
349	большинстве случаев	2	1
350	для своей	1	1
351	первую очередь	1	1
352	и логические	1	1
353	было бы	6	1
354	обе стороны	2	1
355	должен был	1	1
356	делает его	1	1
357	речевой деятельности	6	1
358	же образом	1	1
359	в них	1	1
360	с тем	5	1
361	он и	1	1
362	быть так	1	1
363	рода и	1	1
364	с не	1	1
365	как целого	1	1
366	обратимся к	3	1
367	остается в	1	1
368	развития но	1	1
369	но я	1	1
370	но если	2	1
371	таким же	1	1
372	смысле можно	2	1
373	в такой	4	1
374	и без	1	1
375	в котором	4	1
376	не как	1	1
377	от его	1	1
378	той мере	2	1
379	не путем	1	1
380	но эта	2	1
381	втором случае	3	1
382	этих моментов	1	1
383	друг другу	3	1
384	сказала она	3	1
385	ли я	1	1
386	в прошлом	1	1
387	том и	3	1
388	собой и	1	1
389	остановимся на	1	1
390	у нее	5	1
391	поэтому у	1	1
392	между людьми	1	1
393	случае в	3	1
394	состоящий в	1	1
395	и против	2	1
396	возникает в	1	1
397	два полюса	1	1
398	она могла	1	1
399	не имеет	2	1
400	одна из	1	1
401	отклонения от	1	1
402	на себе	1	1
403	и сама	1	1
404	в центр	2	1
405	бытия и	1	1
406	зрения не	1	1
407	двоякого рода	1	1
408	ситуацию в	1	1
409	нельзя не	2	1
410	того и	2	1
411	только и	3	1
412	в самой	3	1
413	вследствие того	1	1
414	нее нет	2	1
415	как внутренняя	1	1
416	связи с	4	1
417	из того	3	1
418	внутренней жизни	1	1
419	не по	4	1
420	и делает	2	1
421	ее внутренней	1	1
422	не является	3	1
423	к изучению	3	1
424	в каком	1	1
425	не мыслится	1	1
426	у нас	2	1
427	только мы	1	1
428	деятельности и	3	1
429	в момент	4	1
430	разрыв между	2	1
431	не могут	4	1
432	и заключается	3	1
433	во внешних	1	1
434	ли не	2	1
435	и развития	1	1
436	числе и	1	1
437	его с	3	1
438	слова с	4	1
439	она не	5	1
440	в ситуации	7	1
441	вещей в	1	1
442	из всего	1	1
443	своего развития	1	1
444	как мы	14	1
445	значения и	3	1
446	а затем	2	1
447	того чтобы	19	1
448	на основе	1	1
449	языка и	1	1
450	в собственном	3	1
451	по сути	1	1
452	своей полноте	1	1
453	мысль о	1	1
454	то время	2	1
455	всей своей	1	1
456	не возникает	1	1
457	скорее даже	1	1
458	значение в	2	1
459	совершается как	1	1
460	с собой	3	1
