N	4gram	Trubetskoy_1	Dialekti
1	в то же время	10	4
2	и то и другое	1	2
3	несмотря на то что	1	2
4	можно было бы показать	1	1
5	дело в том что	1	1
6	можно сказать только то	1	1
7	именно с точки зрения	1	1
8	что и то и	1	1
9	на самом деле ничего	1	1
10	что это как не	1	1
11	мы уже знаем что	1	1
12	по существу ничем не	1	1
13	сказать только то что	1	1
14	нечего и говорить что	1	1
15	но в то же	1	1
16	ни того ни другого	1	1
17	но мы уже знаем	1	1
18	он на самом деле	1	1
19	а в том что	1	1
20	друг с другом в	1	1
21	это и есть самое	1	1
