N	4gram	Propp_Morf_1	Istorich
1	как мы увидим ниже	3	2
2	со стороны их состава	1	1
3	же выводы можно сделать	1	1
4	е мы опять имеем	1	1
5	здесь как и в	1	1
6	его и т д	1	1
7	состоит в том что	2	1
8	т д с другой	1	1
9	т д все эти	1	1
10	и тем не менее	1	1
11	выводы можно сделать из	1	1
12	в другой сказке герой	1	1
13	дело не в количестве	2	1
14	и т д все	1	1
15	в то время как	3	1
16	в тот момент когда	1	1
17	и т д с	1	1
18	д с другой стороны	1	1
19	без всякого ущерба для	1	1
20	тем не менее она	2	1
21	таким образом мы видим	3	1
22	всякого ущерба для хода	1	1
23	сюда же может быть	1	1
24	т е мы опять	1	1
25	но для наших целей	1	1
