N	2gram	Propp_Isto_6	Russkaja
1	не может	6	22
2	и не	10	19
3	в том	12	17
4	в этом	12	17
5	и в	26	14
6	с другом	1	14
7	друг с	1	14
8	то что	6	13
9	то же	5	11
10	точки зрения	1	11
11	таким образом	12	11
12	в то	5	10
13	но и	9	10
14	в себе	3	9
15	не только	10	9
16	том что	10	9
17	может быть	11	9
18	во всяком	2	9
19	того чтобы	1	8
20	прежде всего	4	8
21	как на	3	8
22	и если	1	7
23	и с	6	7
24	в данном	3	7
25	к тому	2	7
26	не будет	5	7
27	стремление к	1	7
28	о том	7	7
29	самого себя	2	7
30	мы должны	2	7
31	в своем	2	6
32	и к	1	6
33	с тем	4	6
34	в своих	3	6
35	и при	1	6
36	если бы	3	6
37	все это	1	6
38	и для	1	6
39	для того	1	6
40	что он	9	6
41	всяком случае	2	6
42	для него	1	6
43	вопрос о	3	5
44	и на	12	5
45	во всех	1	5
46	на то	2	5
47	в нем	8	5
48	при этом	3	5
49	он не	2	5
50	было бы	2	5
51	в своей	3	5
52	никогда не	13	5
53	потому что	13	5
54	между тем	1	5
55	и только	3	5
56	только в	5	5
57	до сих	4	5
58	из которых	3	5
59	по существу	1	5
60	сих пор	4	5
61	а в	3	5
62	и то	3	4
63	но не	2	4
64	все же	8	4
65	более или	1	4
66	не в	3	4
67	в этой	2	4
68	на земле	4	4
69	тому чтобы	1	4
70	его в	5	4
71	как и	5	4
72	или менее	1	4
73	ли это	1	4
74	от того	3	4
75	не могут	1	4
76	когда они	1	4
77	приводит к	1	4
78	в мире	1	4
79	можно было	2	4
80	в его	5	4
81	так как	18	4
82	со стороны	3	4
83	вместе с	8	4
84	он будет	1	4
85	что же	2	4
86	как бы	4	4
87	в другое	1	4
88	жизни и	2	4
89	что в	12	4
90	к этой	1	4
91	все что	4	4
92	вряд ли	1	3
93	и т	10	3
94	и этот	1	3
95	к народу	1	3
96	еще не	9	3
97	из этих	4	3
98	что они	2	3
99	что это	2	3
100	главным образом	3	3
101	на том	8	3
102	был и	1	3
103	и по	4	3
104	в другом	1	3
105	о которых	1	3
106	несмотря на	1	3
107	но если	1	3
108	и сейчас	2	3
109	таким же	3	3
110	знаем что	2	3
111	можно ли	1	3
112	одна из	2	3
113	то это	5	3
114	что оно	4	3
115	приходит к	3	3
116	что все	1	3
117	данном случае	3	3
118	для этого	1	3
119	сводится к	2	3
120	но мы	2	3
121	борьбе с	2	3
122	что и	4	3
123	того что	2	3
124	одной из	1	3
125	в качестве	3	3
126	в виде	6	3
127	друг друга	1	3
128	тем что	5	3
129	именно в	1	3
130	не было	3	3
131	этом случае	6	3
132	или в	3	3
133	о котором	2	3
134	и как	2	3
135	не есть	2	3
136	из этого	3	3
137	случае если	1	3
138	речь идет	1	2
139	и есть	1	2
140	должна быть	3	2
141	этом направлении	1	2
142	приводят к	3	2
143	но она	1	2
144	но даже	1	2
145	в ней	5	2
146	в таком	1	2
147	они будут	1	2
148	именно на	2	2
149	по отношению	2	2
150	тогда как	2	2
151	не просто	1	2
152	с этим	2	2
153	помнить что	1	2
154	у народов	6	2
155	целый ряд	2	2
156	и наконец	3	2
157	но в	7	2
158	это есть	1	2
159	а во-вторых	1	2
160	все эти	8	2
161	каждого народа	1	2
162	и тот	1	2
163	и те	2	2
164	и вот	3	2
165	так часто	2	2
166	чтобы в	1	2
167	мы уже	6	2
168	на этой	2	2
169	того или	1	2
170	и тем	4	2
171	совершенно таким	1	2
172	же образом	1	2
173	в этих	2	2
174	в котором	1	2
175	в силу	1	2
176	другом и	1	2
177	и более	1	2
178	их в	3	2
179	тому что	1	2
180	она не	3	2
181	в таких	1	2
182	что с	1	2
183	принадлежат к	1	2
184	для нас	2	2
185	у него	7	2
186	следовательно и	1	2
187	больше чем	1	2
188	в противоречие	1	2
189	людей и	2	2
190	на которой	1	2
191	как будто	3	2
192	в области	1	2
193	к себе	2	2
194	отличается от	2	2
195	и о	1	2
196	если они	3	2
197	ясно что	1	2
198	в борьбе	1	2
199	это только	1	2
200	даже не	1	2
201	и что	5	2
202	были бы	1	2
203	от него	3	2
204	к нему	1	2
205	это в	1	2
206	эта работа	1	2
207	речь шла	1	2
208	отметить что	2	2
209	переносится на	1	2
210	быть и	1	2
211	такое стремление	1	2
212	время когда	1	2
213	этот вопрос	1	2
214	бы ни	1	2
215	их не	1	2
