N	3gram	Bakhtin_Pr_2	Problema
1	о том что	1	9
2	с точки зрения	8	8
3	в том что	1	8
4	в связи с	1	7
5	в конце концов	2	6
6	тем не менее	2	5
7	с другой стороны	3	5
8	по крайней мере	1	4
9	до некоторой степени	1	4
10	в настоящее время	2	3
11	в этом смысле	2	3
12	то время как	2	3
13	с одной стороны	1	3
14	все же не	1	3
15	в то время	2	3
16	можно сказать что	1	3
17	после того как	1	3
18	дело в том	1	2
19	по отношению к	5	2
20	также и в	1	2
21	в том числе	1	2
22	никак не может	3	2
23	том что он	2	2
24	до сих пор	7	2
25	в таком случае	1	2
26	бы то ни	1	2
27	но и в	1	2
28	и не в	1	2
29	не может быть	4	2
30	во всяком случае	1	2
31	но все же	2	2
32	на то что	2	2
33	бы ни были	1	1
34	хотя и не	2	1
35	образом как бы	1	1
36	здесь перед нами	1	1
37	связи с теми	1	1
38	на самом деле	1	1
39	в самом деле	4	1
40	так что в	1	1
41	о том как	1	1
42	здесь таким образом	1	1
43	каковы бы ни	1	1
44	как раз и	2	1
45	сам по себе	5	1
46	не входит в	1	1
47	таким образом как	2	1
48	как мы увидим	3	1
49	между тем как	1	1
50	том числе и	1	1
51	тому же и	1	1
52	можно было бы	3	1
53	здесь не в	1	1
54	у него нет	1	1
55	себе самом и	1	1
56	к другому и	1	1
57	не в его	1	1
58	но в то	3	1
59	то ни было	1	1
60	образом как и	1	1
61	ничего общего не	1	1
62	друг на друга	2	1
63	так или иначе	1	1
64	смотрит и на	1	1
65	в драматическом диалоге	1	1
66	а вовсе не	1	1
67	у него не	1	1
68	и в том	1	1
69	этой точки зрения	1	1
70	то же время	5	1
71	но тем не	1	1
72	так и в	1	1
73	и он сам	1	1
74	не имеет с	1	1
75	и до сих	1	1
76	той или иной	3	1
77	не менее в	1	1
78	в большинстве случаев	8	1
79	в то же	5	1
80	сама по себе	4	1
81	не приходит в	1	1
82	к тому же	3	1
83	и для всякого	1	1
84	в нем не	1	1
85	и т д	4	1
86	общего не имеет	1	1
