N	2gram	Medvedev_F_3	FransuaR
1	и в	27	29
2	таким образом	18	20
3	и не	30	16
4	в эпоху	3	15
5	в этой	2	13
6	и все	8	13
7	но в	6	12
8	как и	14	12
9	и на	3	11
10	в этом	18	11
11	так и	21	11
12	то же	15	10
13	мы уже	3	10
14	не только	9	10
15	в то	7	10
16	как мы	8	10
17	в романе	4	10
18	все эти	6	9
19	и с	3	9
20	его в	7	9
21	в конце	3	9
22	вовсе не	28	9
23	но и	10	9
24	же время	7	8
25	и его	19	8
26	в его	7	8
27	прежде всего	4	8
28	как бы	8	8
29	в них	3	7
30	мы видели	4	7
31	в том	7	7
32	так как	9	7
33	еще и	1	7
34	так же	9	7
35	в сущности	2	6
36	этот процесс	3	6
37	но он	1	6
38	здесь в	1	6
39	в большинстве	4	6
40	из них	2	6
41	это и	2	5
42	и до	1	5
43	что это	3	5
44	в нем	15	5
45	большинстве случаев	5	5
46	он и	3	5
47	в своей	6	5
48	до конца	4	5
49	и о	1	5
50	это не	3	5
51	поэтому и	2	5
52	все они	1	5
53	сказать что	3	5
54	и по	1	5
55	того же	3	5
56	на самом	14	4
57	еще не	6	4
58	с его	2	4
59	с помощью	8	4
60	в нашем	1	4
61	конце концов	2	4
62	точки зрения	16	4
63	этот образ	1	4
64	в результате	5	4
65	жизнь и	3	4
66	в литературе	6	4
67	что он	6	4
68	конечно не	4	4
69	тем что	5	4
70	с другой	6	4
71	и др	2	4
72	только для	1	4
73	но это	2	4
74	все это	7	4
75	один из	1	4
76	мира и	1	4
77	то что	8	4
78	жизни и	4	4
79	здесь и	6	3
80	в доме	1	3
81	той же	3	3
82	и здесь	1	3
83	в ней	5	3
84	в своем	2	3
85	и как	4	3
86	то в	2	3
87	в себе	3	3
88	при этом	8	3
89	он не	1	3
90	всех этих	2	3
91	для того	4	3
92	подобно тому	4	3
93	с начала	1	3
94	такой же	2	3
95	том что	4	3
96	в эту	2	3
97	самого начала	1	3
98	свою роль	1	3
99	того чтобы	5	3
100	в разных	1	3
101	с ее	2	3
102	здесь не	2	3
103	в ее	4	3
104	с самого	1	3
105	в дальнейшем	5	3
106	роль в	4	3
107	начала и	1	3
108	там же	1	3
109	но конечно	1	3
110	слов и	4	3
111	все время	6	3
112	того что	3	3
113	и так	1	3
114	и обновления	1	3
115	в качестве	1	3
116	же и	4	3
117	за счет	2	3
118	и других	1	3
119	и их	5	3
120	ведь это	1	3
121	том числе	1	3
122	мы можем	4	3
123	и даже	2	3
124	старое и	1	3
125	превращается в	2	3
126	там где	7	3
127	границы между	1	3
128	тому как	5	3
129	все же	6	3
130	в пределе	2	3
131	у них	2	3
132	мы видим	1	3
133	тот же	1	3
134	другой стороны	5	3
135	в частности	1	3
136	как известно	1	2
137	и то	1	2
138	все те	1	2
139	с таким	2	2
140	формы эти	1	2
141	и со	2	2
142	в виду	3	2
143	так называемые	2	2
144	он был	4	2
145	с одной	1	2
146	но не	5	2
147	что они	5	2
148	связи и	2	2
149	один и	1	2
150	в одной	5	2
151	как в	4	2
152	вот как	2	2
153	кроме того	1	2
154	хотя и	1	2
155	характер носит	1	2
156	и этим	1	2
157	бы не	2	2
158	и тот	1	2
159	как он	2	2
160	так сказать	5	2
161	время и	1	2
162	эта система	1	2
163	социальные группы	2	2
164	на этом	2	2
165	в основу	2	2
166	может быть	25	2
167	он знал	1	2
168	некоторые итоги	1	2
169	и второй	1	2
170	этих форм	1	2
171	видеть и	1	2
172	в жизни	11	2
173	ни в	8	2
174	на первый	1	2
175	в этих	3	2
176	и при	1	2
177	в котором	2	2
178	с точки	14	2
179	в их	1	2
180	место в	10	2
181	их в	3	2
182	том же	1	2
183	принадлежат к	2	2
184	дело в	2	2
185	весь этот	2	2
186	но только	1	2
187	никогда не	5	2
188	учения о	1	2
189	связи с	5	2
190	исторического процесса	3	2
191	но там	1	2
192	числе и	1	2
193	с полной	1	2
194	к тому	4	2
195	если же	5	2
196	о том	4	2
197	и это	2	2
198	им в	1	2
199	через все	1	2
200	же не	1	2
201	в себя	1	2
202	же деле	2	2
203	сам он	2	2
204	в которые	1	2
205	поэтому в	2	2
206	с ним	1	2
207	но мы	1	2
208	все в	1	2
209	образом все	1	2
210	существенную роль	1	2
211	в ту	1	2
212	одной из	2	2
213	недаром и	1	2
214	мы увидим	2	2
215	то он	3	2
216	это же	1	2
217	себя в	1	2
218	есть в	1	2
219	уже не	3	2
220	и у	1	2
221	уже в	4	2
222	его и	3	2
223	ни с	2	2
224	друг друга	5	2
225	как раз	8	2
226	в других	1	2
227	самом же	2	2
228	даже и	1	2
229	со стороны	4	2
230	именно в	1	2
231	к которому	2	2
232	но оно	2	2
233	одной стороны	1	2
234	они не	4	2
235	не на	3	2
236	в слове	4	2
237	он становится	2	2
238	стороны в	1	2
239	о чем	1	2
240	в той	3	2
241	связаны с	2	2
242	в словах	1	2
243	да и	4	2
244	и для	6	2
245	формы и	3	2
246	в основе	3	2
247	жизни в	3	2
248	нет ничего	1	2
249	между ними	15	2
250	они также	1	2
251	от всех	4	2
252	не может	24	2
253	но этот	1	2
254	из этого	4	2
255	только в	8	2
256	в своих	6	2
257	и эта	3	2
258	это в	1	2
259	к этому	2	2
260	смысле слова	2	1
261	ту же	2	1
262	отношения к	2	1
263	и завершается	1	1
264	же как	3	1
265	он считает	2	1
266	в чисто	2	1
267	нем нет	1	1
268	уже указывали	1	1
269	в какой-то	1	1
270	должна быть	3	1
271	видеть в	1	1
272	в самом	11	1
273	и этот	1	1
274	со всех	1	1
275	это делают	2	1
276	теперь мы	1	1
277	в первый	1	1
278	на место	1	1
279	дан в	1	1
280	не была	1	1
281	человека и	2	1
282	это достигается	1	1
283	в каждый	1	1
284	эпохи в	2	1
285	но даже	1	1
286	и самой	1	1
287	и столь	1	1
288	жизни это	1	1
289	это время	1	1
290	момент в	1	1
291	дальнейшее развитие	1	1
292	литературы и	3	1
293	первый план	1	1
294	средств и	2	1
295	самом деле	16	1
296	видели что	2	1
297	не перестает	3	1
298	в быту	1	1
299	эпизодов романа	1	1
300	явлений и	1	1
301	в пародийной	1	1
302	в общем	2	1
303	понятной и	1	1
304	отличие от	2	1
305	нет и	3	1
306	за пределы	2	1
307	значение для	1	1
308	к сожалению	1	1
309	его на	1	1
310	с этим	1	1
311	стороны и	2	1
312	этом же	1	1
313	связанный с	1	1
314	нового и	3	1
315	историческая действительность	1	1
316	роль играет	1	1
317	ее целом	1	1
318	говорят о	2	1
319	бы и	3	1
320	в целом	4	1
321	типа как	1	1
322	что так	1	1
323	только на	4	1
324	с их	1	1
325	ни одного	1	1
326	только один	2	1
327	были связаны	1	1
328	на то	1	1
329	смыслом и	2	1
330	с новым	1	1
331	и если	1	1
332	жизнью и	2	1
333	со всею	2	1
334	главным образом	2	1
335	каждая эпоха	1	1
336	различные формы	1	1
337	не значит	2	1
338	основная тема	1	1
339	к одному	1	1
340	ведь не	2	1
341	на земле	2	1
342	на жизнь	2	1
343	старой и	1	1
344	или иных	1	1
345	что она	2	1
346	одно и	1	1
347	он просто	1	1
348	указывали на	1	1
349	значение в	1	1
350	в мире	1	1
351	об этом	1	1
352	зрения на	1	1
353	или даже	1	1
354	знает что	1	1
355	входит в	8	1
356	на протяжении	2	1
357	не одна	1	1
358	уже знаем	2	1
359	но вовсе	2	1
360	даже в	2	1
361	общим знаменателем	1	1
362	о характере	1	1
363	и автором	1	1
364	что совершенно	1	1
365	и очень	2	1
366	новеллы о	1	1
367	в данном	6	1
368	мы не	4	1
369	автора и	1	1
370	и тогда	2	1
371	и того	1	1
372	одного и	1	1
373	он понимает	1	1
374	или точнее	2	1
375	ведь если	2	1
376	вообще нельзя	1	1
