N	2gram	Vinokur_Ku_2	Vladivir
1	и в	23	40
2	то что	9	28
3	не только	20	25
4	и не	16	25
5	у него	3	24
6	том что	11	18
7	в том	19	18
8	но и	7	18
9	еще и	2	18
10	также и	5	17
11	что в	10	17
12	в этом	18	16
13	в его	5	14
14	так что	1	14
15	не может	9	14
16	в виде	1	13
17	точки зрения	14	13
18	вовсе не	9	13
19	только в	5	13
20	в конце	4	12
21	даже и	2	12
22	а именно	2	12
23	сказать что	4	12
24	едва ли	1	11
25	никогда не	2	11
26	потому что	25	11
27	таким образом	5	11
28	о том	1	11
29	в году	2	10
30	не просто	2	10
31	ни в	4	10
32	тем не	6	10
33	и его	3	10
34	не есть	1	10
35	прежде всего	8	10
36	как раз	3	10
37	и потому	2	10
38	и то	5	9
39	уже не	8	9
40	что это	7	9
41	в себе	1	9
42	и с	7	9
43	в своей	2	9
44	не менее	7	9
45	что же	5	9
46	как мы	3	8
47	в своем	2	8
48	в этой	6	8
49	он не	3	8
50	не был	1	8
51	и что	8	8
52	а также	3	8
53	для него	1	8
54	может быть	15	8
55	а не	10	8
56	так же	4	8
57	а только	3	7
58	хотя и	4	7
59	и как	1	7
60	и если	2	7
61	что все	5	7
62	с тем	2	7
63	как и	2	7
64	несмотря на	5	7
65	в то	4	7
66	что и	3	7
67	того что	3	7
68	так как	15	7
69	вместе с	5	7
70	к тому	4	7
71	а в	3	7
72	в своих	2	7
73	смысле слова	2	6
74	оно есть	1	6
75	и на	6	6
76	кроме того	1	6
77	то в	1	6
78	не будет	1	6
79	не мог	1	6
80	с точки	8	6
81	по себе	10	6
82	во всем	1	6
83	и это	3	6
84	и от	2	6
85	так и	4	6
86	об этом	5	6
87	и здесь	5	6
88	почему же	1	6
89	значит что	1	6
90	и даже	2	6
91	если не	1	6
92	да и	6	6
93	но это	3	6
94	хотя бы	9	6
95	отношения к	2	5
96	мы уже	1	5
97	в ней	3	5
98	отнюдь не	4	5
99	все эти	12	5
100	тому же	1	5
101	можно было	9	5
102	можно считать	1	5
103	должно быть	4	5
104	в отношении	2	5
105	дело в	1	5
106	тем что	3	5
107	для нас	4	5
108	ничего не	4	5
109	у нас	12	5
110	ничего общего	1	5
111	с другой	8	5
112	конце концов	3	5
113	что он	5	5
114	в одном	1	5
115	не говорит	2	5
116	не было	4	5
117	в данном	4	5
118	между прочим	2	5
119	в самом	12	4
120	то же	6	4
121	что если	2	4
122	и о	4	4
123	вопрос о	9	4
124	но даже	2	4
125	еще не	5	4
126	но не	6	4
127	то он	1	4
128	все же	7	4
129	но в	11	4
130	бы и	4	4
131	на то	4	4
132	было бы	15	4
133	чем в	3	4
134	такой же	1	4
135	в котором	1	4
136	даже в	1	4
137	тому что	1	4
138	не имеет	4	4
139	в каком	4	4
140	то время	1	4
141	не с	1	4
142	мог бы	1	4
143	как идея	1	4
144	никак не	3	4
145	по мнению	1	4
146	если мы	4	4
147	от того	4	4
148	до конца	3	4
149	однако и	2	4
150	и все	2	4
151	как это	5	4
152	если оно	1	4
153	такого рода	1	4
154	поскольку он	1	4
155	по существу	5	4
156	указать на	1	4
157	в результате	4	4
158	мы должны	2	4
159	точно так	3	4
160	же как	2	3
161	на самом	2	3
162	мы имеем	5	3
163	на первом	1	3
164	я не	5	3
165	с большим	1	3
166	здесь не	3	3
