N	2gram	Vygotskiy__5	Dialekti
1	не есть	4	47
2	и не	6	30
3	может быть	11	20
4	не только	16	19
5	и в	30	19
6	по себе	7	18
7	и т	7	17
8	а не	8	16
9	в себе	5	15
10	т д	3	15
11	что она	6	14
12	потому что	23	14
13	то что	37	14
14	в том	27	14
15	так как	9	14
16	и даже	2	14
17	как бы	19	14
18	вовсе не	3	13
19	то же	7	12
20	точки зрения	7	12
21	не просто	1	12
22	но и	6	12
23	и все	4	12
24	есть всегда	1	11
25	и как	7	10
26	что это	8	10
27	в нем	7	10
28	ни в	3	10
29	как и	6	10
30	том что	21	10
31	стало быть	1	10
32	сказать что	9	10
33	так и	3	10
34	это не	3	10
35	по крайней	1	9
36	никогда не	9	9
37	времени и	3	9
38	крайней мере	1	9
39	не может	9	9
40	мы уже	6	8
41	в этом	14	8
42	в своей	4	8
43	с точки	2	8
44	не в	8	8
45	есть нечто	3	8
46	она не	1	8
47	прежде всего	4	8
48	это есть	3	8
49	это значит	2	8
50	и то	9	7
51	есть не	4	7
52	время как	2	7
53	так что	3	7
54	и к	4	7
55	должно быть	2	7
56	как это	7	7
57	в поэзии	1	7
58	в душе	2	7
59	но что	1	7
60	как будто	6	7
61	совершенно не	6	7
62	но это	1	7
63	что в	24	7
64	но не	7	6
65	что они	5	6
66	тогда когда	1	6
67	в то	2	6
68	и вообще	1	6
69	и та	2	6
70	что он	17	6
71	конечно не	1	6
72	что не	1	6
73	того что	8	6
74	да и	1	6
75	и может	1	6
76	жизни и	6	6
77	и потому	5	5
78	и это	8	5
79	должна быть	2	5
80	в силу	3	5
81	в одну	1	5
82	все равно	2	5
83	иной раз	1	5
84	и его	6	5
85	и с	2	5
86	в виду	4	5
87	о том	10	5
88	и что	23	5
89	можно сказать	2	5
90	но как	1	5
91	не то	1	5
92	что и	3	5
93	с другой	9	5
94	не обязательно	1	5
95	и следовательно	2	5
96	в одно	1	5
97	по своему	1	5
98	в смысле	1	5
99	как раз	13	5
100	и времени	1	5
101	только что	4	5
102	в самом	14	5
103	только в	5	5
104	и есть	5	4
105	еще не	5	4
106	самом деле	8	4
107	тут же	1	4
108	или иное	1	4
109	в одной	2	4
110	в своем	6	4
111	все же	7	4
112	в каком-то	1	4
113	только то	1	4
114	та же	1	4
115	как он	2	4
116	и если	6	4
117	при этом	8	4
118	он не	3	4
119	и вот	2	4
120	что тут	1	4
121	одно и	3	4
122	таким образом	20	4
123	заключается в	8	4
124	как таковой	1	4
125	в одном	2	4
126	но он	3	4
127	все это	2	4
128	связи с	2	4
129	в таком	3	4
130	в каком	3	4
131	не могут	3	4
132	есть только	2	4
133	что оно	6	4
134	той или	2	4
135	без всякого	1	4
136	в ее	3	4
137	то или	1	4
138	и когда	9	4
139	ясно что	6	4
140	в другом	3	4
141	к нему	1	4
142	и только	3	4
143	во времени	1	4
144	уже в	6	4
145	то время	1	4
146	от того	4	4
147	могут быть	8	4
148	том смысле	1	4
149	быть и	2	4
150	хотя бы	3	4
151	а в	4	4
152	другой стороны	5	4
153	по одному	1	4
154	же как	2	3
155	искусство и	1	3
156	сам по	3	3
157	это и	2	3
158	как мы	5	3
159	что если	6	3
160	вопрос о	3	3
161	что иное	2	3
162	иное как	2	3
163	в чем	1	3
164	а только	1	3
165	себе и	2	3
166	есть просто	1	3
167	в этой	5	3
