N	3gram	Tiupa_Disk_2	Dialekti
1	с точки зрения	2	12
2	в том что	6	7
3	то же время	5	4
4	по крайней мере	1	4
5	одно и то	2	4
6	и то же	2	4
7	с другой стороны	1	4
8	в то же	4	4
9	только то что	1	3
10	не может быть	3	3
11	содержит в себе	2	3
12	та или иная	1	3
13	можно сказать что	1	3
14	той или иной	3	3
15	в себе самом	1	2
16	одной стороны и	2	2
17	и в то	1	2
18	в этом отношении	4	2
19	и в частности	1	2
20	с одной стороны	4	2
21	в качестве примера	2	2
22	или по крайней	1	2
23	во всяком случае	1	2
24	ни в чем	1	2
25	с той или	1	2
26	о том что	3	2
27	ни о чем	1	2
28	ставит себя в	1	1
29	не стремится к	1	1
30	в чем не	1	1
31	в той или	1	1
32	другой стороны в	1	1
33	чего не было	2	1
34	с самых ранних	1	1
35	мы имеем дело	1	1
36	дело в том	2	1
37	и той же	1	1
38	между внутренним и	1	1
39	в самом деле	1	1
40	он сам в	1	1
41	что же касается	2	1
42	может и быть	1	1
43	о мире как	1	1
44	до известной степени	1	1
45	можно говорить о	1	1
46	того и другого	1	1
47	но для этого	1	1
48	но это не	1	1
49	первый взгляд может	1	1
50	отнюдь не является	1	1
51	еще не есть	1	1
52	а стало быть	1	1
53	и не дает	1	1
54	у пушкина и	1	1
55	к своему собственному	1	1
56	по большей части	2	1
57	с ней и	1	1
58	не в том	1	1
59	внутренним и внешним	1	1
60	во главе с	1	1
61	в первую очередь	2	1
62	быть выведена из	1	1
63	а со стороны	1	1
64	в своем значении	1	1
65	но также и	1	1
66	с самого начала	1	1
67	добра и зла	1	1
68	может быть выведена	1	1
69	не говорит об	1	1
70	друг от друга	1	1
71	в полной мере	1	1
72	и может быть	2	1
73	одной и той	1	1
74	тем не менее	1	1
75	на первый взгляд	2	1
