N	2gram	Propp_Isto_7	Otkroven
1	о человеке	1	29
2	у него	10	22
3	и в	24	19
4	но и	11	13
5	и не	4	13
6	в этом	12	12
7	не в	9	11
8	не только	21	11
9	может быть	14	11
10	а не	8	11
11	вопрос о	3	10
12	в нем	6	10
13	и все	6	10
14	в самой	1	9
15	прежде всего	2	9
16	никогда не	4	9
17	потому что	9	9
18	он был	1	8
19	и он	3	8
20	в его	1	7
21	он не	6	7
22	ни с	2	7
23	но он	2	7
24	от него	3	7
25	как и	6	6
26	все это	8	6
27	отношение к	5	5
28	в том	7	5
29	в самом	2	5
30	в этой	1	5
31	а в	10	5
32	то что	7	5
33	с его	3	4
34	все в	2	4
35	все эти	2	4
36	него и	3	4
37	на земле	2	4
38	что не	2	4
39	не может	14	4
40	т е	16	4
41	человек и	1	4
42	и его	3	4
43	что в	13	4
44	и есть	1	3
45	о том	9	3
46	еще не	8	3
47	к нему	7	3
48	было бы	2	3
49	того что	6	3
50	когда он	3	3
51	что он	21	3
52	и ее	2	3
53	не исчезает	2	3
54	и вот	1	3
55	не могут	2	3
56	для того	1	3
57	это не	10	3
58	никто не	1	3
59	природы но	1	3
60	как бы	4	3
61	с ним	5	3
62	в русской	5	3
63	и от	2	3
64	в этих	13	3
65	хотя бы	1	3
66	все что	1	3
67	и с	1	2
68	из всего	2	2
69	те которые	1	2
70	и то	1	2
71	в ее	2	2
72	мысль о	1	2
73	этого мира	1	2
74	что у	4	2
75	так и	5	2
76	его не	2	2
77	и о	2	2
78	по себе	1	2
79	их не	2	2
80	и на	2	2
81	совсем не	1	2
82	не все	3	2
83	что и	8	2
84	что они	3	2
85	же можно	1	2
86	в своем	1	2
87	и нет	2	2
88	все же	9	2
89	сразу же	1	2
90	и к	1	2
91	в этот	1	2
92	и потому	1	2
93	должен был	2	2
94	и этим	3	2
95	в которой	2	2
96	он в	2	2
97	так что	3	2
98	уже в	3	2
99	так как	8	2
100	тем что	6	2
101	в других	4	2
102	даже и	1	2
103	в другом	1	2
104	и из	1	2
105	его в	3	2
106	сказать что	2	2
107	с тем	1	2
108	должно быть	1	2
109	него не	1	2
110	подойти к	1	2
111	том что	10	2
112	к этому	2	2
113	что же	1	2
114	и там	2	2
115	не могли	1	2
116	можно ли	1	2
117	не имеет	4	2
118	ничего не	5	2
119	к ней	2	2
120	в своей	1	2
121	всего в	1	2
122	к этой	1	2
123	хотя и	3	2
124	ее в	3	2
125	все еще	1	2
126	но в	5	2
127	и это	2	1
128	ясно видно	1	1
129	женщины и	2	1
130	кто бы	2	1
131	отношения к	1	1
132	например в	3	1
133	можно и	1	1
134	и действительно	1	1
135	дело что	1	1
136	связана с	1	1
137	не могу	1	1
138	кто хочет	1	1
139	руки в	2	1
140	но тем	2	1
141	между двумя	1	1
142	чего не	1	1
143	с сего	1	1
144	из самых	2	1
145	к другому	1	1
146	говорится что	1	1
147	не имеют	2	1
148	должна быть	1	1
149	и больше	1	1
150	видеть в	3	1
151	и когда	2	1
152	ключа к	1	1
153	можно было	1	1
154	не с	1	1
155	есть не	1	1
156	собой в	1	1
157	характер его	1	1
158	мы не	4	1
159	том как	1	1
160	ту же	1	1
161	связан с	1	1
162	в первый	1	1
163	если бы	1	1
164	ведет свое	2	1
165	находится в	1	1
166	не вполне	3	1
167	и религиозное	1	1
168	другом месте	1	1
169	в ней	1	1
170	вражда к	1	1
171	в народном	1	1
172	и что	10	1
173	не стоит	2	1
174	после того	4	1
175	с того	4	1
176	все его	2	1
177	все та	1	1
178	вопросу о	1	1
179	самому себе	1	1
180	самом деле	1	1
181	иных случаях	1	1
182	доходит до	2	1
183	но не	6	1
184	которых в	1	1
185	то он	1	1
186	и всякий	1	1
187	очень ясно	2	1
188	иногда и	1	1
189	себе и	3	1
190	в форме	2	1
191	в том-то	2	1
192	что во	2	1
193	в одной	2	1
194	как в	12	1
195	всем а	1	1
196	по содержанию	1	1
197	как например	1	1
198	в частности	1	1
199	один из	7	1
200	еще больше	1	1
201	и как	1	1
202	с ними	1	1
203	духа и	1	1
204	ли он	4	1
205	самом начале	1	1
206	от этого	1	1
207	за собой	1	1
208	поэтому он	1	1
209	и после	2	1
210	духа в	1	1
211	который в	1	1
212	этот случай	9	1
213	не хочет	1	1
214	что это	6	1
215	вопрос об	1	1
216	представляет собой	4	1
217	к которой	2	1
218	с одного	2	1
219	думать что	2	1
220	и недостаточно	1	1
221	уже не	2	1
222	ее как	2	1
223	на то	3	1
224	сгорают все	1	1
225	бы ни	1	1
226	что она	5	1
227	бы от	1	1
228	из них	2	1
229	после этого	3	1
230	от которого	1	1
231	есть та	1	1
232	в силу	2	1
233	вовсе не	4	1
234	и сам	1	1
235	у нее	2	1
236	так часто	1	1
237	из него	1	1
238	он находился	1	1
239	от того	1	1
240	существование в	1	1
241	в каждом	1	1
242	и достигает	1	1
243	же не	1	1
244	и чтоб	1	1
245	том-то и	2	1
246	в совершенно	1	1
247	явление а	1	1
248	его принадлежности	1	1
249	и даже	3	1
250	со стороны	2	1
251	к другу	1	1
252	где оно	2	1
253	уже сам	1	1
254	есть момент	1	1
255	а именно	6	1
256	приходит в	1	1
257	в жизни	1	1
258	кажется что	3	1
259	погибает и	1	1
260	говорит о	2	1
261	и пр	1	1
262	в них	3	1
263	они что	1	1
264	она и	1	1
265	а с	1	1
266	был в	2	1
267	на этот	2	1
268	и самый	1	1
269	попадает в	2	1
270	человек в	1	1
271	о чем	1	1
272	в чистом	1	1
273	мировой истории	1	1
274	стороны с	2	1
275	под влиянием	1	1
276	в царстве	2	1
277	и ему	1	1
278	не так	2	1
279	связь с	2	1
280	мужчины и	1	1
281	возвращается все	1	1
282	начиная с	1	1
283	исходит от	1	1
284	его как	1	1
285	и бессмертие	1	1
286	и без	1	1
287	как это	2	1
288	в иных	1	1
289	в котором	2	1
290	оказывается что	2	1
291	он говорит	2	1
292	он ведет	1	1
293	религиозное значение	1	1
294	тех которые	1	1
295	того ни	1	1
296	с тобой	1	1
297	видно что	5	1
298	и более	1	1
299	в конце	3	1
300	что сам	1	1
301	их было	1	1
302	и формы	1	1
303	для тех	1	1
304	и здесь	12	1
305	вложена в	1	1
306	но это	3	1
307	чтобы иметь	1	1
308	а иногда	1	1
309	отличается от	2	1
310	она не	2	1
311	дело в	1	1
312	того как	3	1
313	одна из	7	1
314	тогда все	1	1
315	в науке	1	1
316	она должна	1	1
317	ее с	1	1
318	тому кто	2	1
319	на произвол	1	1
320	не по	2	1
321	не случайно	3	1
322	существует между	1	1
323	было у	1	1
324	связанная с	1	1
325	ты хочешь	1	1
326	отец его	1	1
327	отречения от	2	1
328	не подходит	1	1
329	а что	1	1
330	он за	1	1
331	в силах	1	1
332	в разных	1	1
333	и весь	1	1
334	ее и	1	1
335	что их	1	1
336	еще более	1	1
337	для его	1	1
338	во всем	2	1
339	силы в	1	1
340	вот что	1	1
341	и дело	2	1
342	в сознании	1	1
343	как будто	1	1
344	но есть	3	1
345	чтобы самому	1	1
346	перед ним	1	1
347	повелевали ему	1	1
348	мира он	1	1
349	и эта	2	1
350	от всех	2	1
351	у которых	1	1
352	но оно	2	1
353	это конечно	2	1
354	та же	2	1
355	в свое	1	1
356	сила и	1	1
357	его с	1	1
358	жизни и	1	1
359	всего что	1	1
360	указывает на	1	1
361	они и	1	1
362	а ее	1	1
