N	2gram	Tiupa_Anal_2	KulturaY
1	и т	1	39
2	потому что	1	25
3	и в	16	23
4	т е	2	22
5	не только	16	20
6	в том	12	19
7	в этом	18	18
8	и не	12	16
9	было бы	3	15
10	так как	1	15
11	может быть	6	15
12	ни к	1	15
13	точки зрения	4	14
14	все эти	1	12
15	если бы	3	12
16	у нас	1	12
17	в самом	6	12
18	но в	6	11
19	том что	12	11
20	по себе	2	10
21	а не	10	10
22	что в	2	10
23	самом деле	1	9
24	в сущности	4	9
25	хотя бы	1	9
26	то что	7	9
27	можно было	3	9
28	вовсе не	2	9
29	не может	4	9
30	с точки	2	8
31	не в	4	8
32	языка и	2	8
33	и что	1	8
34	в качестве	11	8
35	уже не	4	8
36	прежде всего	3	8
37	с другой	6	8
38	в нашем	3	7
39	в силу	1	7
40	не менее	4	7
41	но и	12	7
42	другой стороны	2	7
43	то же	4	6
44	и на	6	6
45	но не	4	6
46	в этой	9	6
47	да и	1	6
48	это не	1	6
49	тем не	3	6
50	по крайней	3	6
51	речи в	2	6
52	между тем	2	6
53	крайней мере	3	6
54	этот вопрос	1	6
55	вопроса о	1	6
56	слова в	1	6
57	в речи	3	6
58	и то	3	5
59	также и	1	5
60	мы имеем	3	5
61	я не	1	5
62	еще не	2	5
63	не следует	2	5
64	по существу	2	5
65	что все	2	5
66	об этом	1	5
67	лишь в	9	5
68	и тем	4	5
69	несмотря на	3	5
70	и здесь	1	5
71	приводит к	3	5
72	в его	2	5
73	один из	2	5
74	тот же	1	5
75	только в	4	5
76	вместе с	2	5
77	как это	6	5
78	что же	1	5
79	этого слова	3	5
80	слова и	1	5
81	все это	4	5
82	этом смысле	2	5
83	таким образом	2	5
84	речи и	2	5
85	говорить о	6	4
86	что я	1	4
87	в данном	8	4
88	со стороны	3	4
89	отнюдь не	8	4
90	однако не	1	4
91	перед нами	1	4
92	хотя и	4	4
93	бы и	1	4
94	на то	2	4
95	в нем	1	4
96	так и	15	4
97	на этой	2	4
98	своего рода	12	4
99	в то	2	4
100	на себе	3	4
101	но только	1	4
102	не имеет	2	4
103	ничего не	9	4
104	что на	3	4
105	к тому	7	4
106	и о	1	4
107	в пределах	9	4
108	или в	3	4
109	могут быть	10	4
110	можно сказать	4	4
111	это слово	1	4
112	для нас	1	4
113	ни в	1	4
114	в конце	4	4
115	в них	1	4
116	в связи	1	4
117	как бы	10	4
118	в результате	3	4
119	сказать что	2	4
120	была бы	2	4
121	к этому	2	4
122	так же	2	4
123	того же	4	3
124	не все	1	3
125	как в	4	3
126	данный момент	1	3
127	всего лишь	8	3
128	то и	1	3
129	в статье	1	3
130	он не	2	3
131	всех этих	1	3
132	и по	1	3
133	на этом	4	3
134	что она	2	3
135	этого не	1	3
136	нисколько не	1	3
137	в таких	2	3
138	казалось бы	3	3
139	слова как	1	3
140	же время	2	3
141	этой речи	1	3
142	и его	4	3
143	связи с	1	3
144	языка в	1	3
145	отличается от	1	3
146	всего в	2	3
147	как мы	3	3
148	в виду	1	3
149	а в	3	3
150	те же	2	3
151	на это	1	3
152	сводится к	3	3
153	именно с	1	3
154	никак не	2	3
155	а также	7	3
156	что и	3	3
157	того что	2	3
158	есть в	3	3
159	уже в	1	3
160	же в	1	3
161	у него	4	3
162	как раз	4	3
163	тем что	3	3
164	указание на	1	3
165	или иначе	1	3
166	именно в	3	3
167	в соответствии	2	3
168	а главное	1	3
169	на фоне	3	3
170	своей собственной	1	3
171	зрения в	1	3
172	этом отношении	3	3
173	но это	1	3
174	не знает	3	3
175	совершенно не	1	3
176	к этой	1	3
177	точно так	1	3
178	речь идет	2	2
179	отношения к	2	2
180	и потому	1	2
181	тех же	1	2
182	отношений в	1	2
183	тем же	1	2
184	по преимуществу	4	2
185	и до	2	2
186	той же	2	2
187	но даже	1	2
188	конечно и	1	2
189	так или	1	2
190	внимание и	1	2
191	конечном счете	2	2
192	ответ на	3	2
193	очевидно что	1	2
194	отличие от	2	2
195	в своем	4	2
196	что касается	3	2
197	его к	1	2
198	интересно что	1	2
199	мне не	1	2
200	быть только	1	2
201	и если	3	2
202	по словам	1	2
203	при этом	10	2
204	не как	1	2
205	свое время	1	2
206	состоит в	8	2
207	в одну	2	2
208	в другом	1	2
209	того или	3	2
210	заключается в	1	2
211	данном случае	5	2
212	все равно	1	2
213	соответствии с	2	2
214	как и	14	2
215	в своей	2	2
216	таким же	1	2
217	в их	3	2
218	в отличие	2	2
219	для данного	1	2
220	и более	1	2
221	тем самым	4	2
222	в устах	2	2
223	только для	1	2
224	в отношении	1	2
225	таких случаях	1	2
226	она не	2	2
227	хотелось бы	1	2
228	может служить	1	2
229	дело не	2	2
230	в каждый	1	2
231	синтаксической конструкции	1	2
232	и далее	1	2
233	должны быть	1	2
234	некоторой степени	1	2
235	свою очередь	1	2
236	характер и	1	2
237	роль в	2	2
238	это только	2	2
239	мы могли	1	2
240	одного из	3	2
241	как у	1	2
242	в конечном	3	2
243	к нему	1	2
244	нуждается в	1	2
245	в глазах	1	2
246	вообще и	2	2
247	слов и	1	2
248	с той	2	2
249	с ними	3	2
250	с одной	5	2
251	же и	1	2
252	до некоторой	1	2
253	не говорит	1	2
254	и речь	1	2
255	никогда не	3	2
256	и даже	9	2
257	на примере	1	2
258	еще и	1	2
259	превращается в	2	2
260	на этот	2	2
261	он и	2	2
262	но оно	1	2
263	в частности	16	2
264	представить себе	1	2
265	для обозначения	1	2
266	который мы	1	2
267	за рамки	1	2
268	как будто	3	2
269	материал для	1	2
270	ли не	2	2
271	с этой	1	2
272	этом случае	4	2
273	между прочим	1	2
274	и для	2	2
275	речи вообще	1	2
276	и все	3	2
277	мы должны	1	2
278	будто бы	1	2
279	все они	1	2
280	нам не	1	2
281	в свою	1	2
282	или иного	3	2
283	в свое	1	2
284	себе не	2	2
285	по поводу	3	2
286	это в	1	2
