N	2gram	Propp_Isto_1	RusskieA
1	и в	28	29
2	т е	10	24
3	том что	7	22
4	в том	9	22
5	что в	12	22
6	в поле	1	19
7	как бы	2	18
8	и другие	4	14
9	так как	6	13
10	может быть	25	13
11	во время	3	12
12	там же	2	12
13	в этом	8	11
14	как и	4	11
15	одна из	2	11
16	в этот	1	10
17	не только	12	10
18	и с	4	10
19	в лесу	8	10
20	все это	4	10
21	во многих	2	9
22	о том	9	9
23	в некоторых	2	9
24	а в	7	9
25	его в	6	8
26	показывает что	3	8
27	или на	3	8
28	но и	10	8
29	ее в	5	8
30	как в	2	7
31	мы видели	2	7
32	представляют собой	6	7
33	или в	5	7
34	этот обряд	2	6
35	мы имеем	13	6
36	мы не	10	6
37	еще не	7	6
38	и на	4	6
39	при этом	3	6
40	таким образом	8	6
41	того чтобы	1	6
42	на нее	2	6
43	в обряде	3	6
44	для нас	13	6
45	для того	1	6
46	с тем	4	6
47	вместе с	6	6
48	этом случае	1	6
49	и т	25	5
50	но не	5	5
51	но в	8	5
52	это не	7	5
53	т д	22	5
54	не может	15	5
55	представление о	1	5
56	потому что	4	5
57	для этого	3	5
58	и что	10	5
59	будто бы	3	5
60	или же	1	5
61	к земле	1	5
62	земли и	1	5
63	к жизни	1	5
64	то что	9	5
65	с ней	2	5
66	к этому	2	5
67	в русских	1	4
68	же как	2	4
69	то же	12	4
70	вопрос о	5	4
71	на них	2	4
72	некоторых местах	1	4
73	видели что	3	4
74	не все	4	4
75	в фольклоре	1	4
76	уже не	3	4
77	это представление	2	4
78	их в	5	4
79	а затем	2	4
80	в них	1	4
81	в которых	1	4
82	не в	9	4
83	тогда когда	2	4
84	у нас	1	4
85	эти представления	1	4
86	мы рассмотрим	1	4
87	а также	1	4
88	как объяснить	1	4
89	в земле	1	4
90	так что	4	4
91	то и	2	4
92	в виде	2	4
93	из них	3	4
94	именно в	3	4
95	а не	15	4
96	так же	7	4
97	как это	3	4
98	этих случаях	2	4
99	по существу	5	4
100	это делалось	1	4
101	и все	1	4
102	в году	1	3
103	в и	1	3
104	в ее	2	3
105	только тогда	1	3
106	что ее	1	3
107	обряда в	1	3
108	что это	8	3
109	все эти	4	3
110	в этой	6	3
111	в лес	8	3
112	что она	5	3
113	главным образом	1	3
114	подобно тому	1	3
115	и по	3	3
116	на этом	3	3
117	живет в	2	3
118	должен был	3	3
119	д к	1	3
120	не всегда	8	3
121	на первый	2	3
122	в эту	1	3
123	в этих	7	3
124	в котором	3	3
125	в отличие	2	3
126	выше мы	3	3
127	не будем	5	3
128	но он	1	3
129	она не	1	3
130	в таких	2	3
131	к зеленин	1	3
132	на землю	1	3
133	как мы	3	3
134	что от	2	3
135	нас к	1	3
136	должно было	1	3
137	во всех	2	3
138	в свете	2	3
139	а именно	4	3
140	того что	4	3
141	что здесь	5	3
142	между тем	2	3
143	в качестве	5	3
144	лесу или	1	3
145	связь с	4	3
146	или даже	3	3
147	за ним	1	3
148	друг друга	1	3
149	отличие от	2	3
150	тем что	3	3
151	что для	1	3
152	а наоборот	1	3
