N	3gram	Losev_Dial_3	Problemy
1	то же время	1	12
2	в то же	1	12
3	на самом деле	1	10
4	не может быть	6	6
5	и в то	1	5
6	во всяком случае	2	5
7	к нему и	1	5
8	о себе самом	1	5
9	с точки зрения	14	4
10	бы то ни	1	4
11	то ни было	1	4
12	и прежде всего	3	4
13	в самом деле	5	3
14	он не может	2	3
15	по крайней мере	5	3
16	и все это	1	3
17	с другой стороны	2	3
18	подобно тому как	4	2
19	как раз и	3	2
20	того или другого	1	2
21	и не может	1	2
22	сама по себе	4	2
23	друг на друга	1	2
24	он и не	1	2
25	как и все	2	2
26	от себя самого	1	2
27	того что он	3	2
28	и в этом	2	2
29	каждый из них	1	2
30	в такой же	1	2
31	о том что	5	2
32	ни в чем	1	2
33	в его внутренней	1	2
34	не в силах	1	2
35	той или иной	2	2
36	я не хочу	1	2
37	тем не менее	10	2
38	и с самим	1	2
39	к тому же	2	2
40	и т д	23	2
41	что он есть	3	1
42	ни того ни	1	1
43	о мире как	1	1
44	хотя и не	2	1
45	потому что в	1	1
46	и что только	1	1
47	себя самого и	1	1
48	вопрос что такое	1	1
49	том что все	1	1
50	и в особенности	1	1
51	новых точек зрения	1	1
52	и в отношении	1	1
53	но даже и	2	1
54	т д и	6	1
55	уже сама по	1	1
56	у меня в	1	1
57	до сих пор	1	1
58	для себя и	1	1
59	что он должен	1	1
60	что никто и	1	1
61	а что же	2	1
62	и которая в	1	1
63	а так как	1	1
64	в этом отношении	1	1
65	того и другого	1	1
66	говорит о себе	1	1
67	это вовсе не	1	1
68	на первом плане	1	1
69	вы говорите что	1	1
70	и пр в	1	1
71	даже и не	3	1
72	к тому что	2	1
73	но я хочу	1	1
74	в данном случае	1	1
75	и как бы	1	1
76	и с этой	2	1
77	и то же	2	1
78	которых он не	1	1
79	но может быть	1	1
80	раз и показывает	1	1
81	одно и то	2	1
82	это конечно не	1	1
83	только на одно	1	1
84	что же вы	1	1
85	не может и	1	1
86	по себе и	1	1
87	того ни другого	1	1
88	и в том	1	1
89	должны признать что	1	1
90	раз говорил что	1	1
91	что же такое	2	1
92	и во всяком	1	1
93	это потому что	1	1
94	и ни в	1	1
95	в нем нет	1	1
96	чем иным как	1	1
97	что в сущности	1	1
98	к нему можно	1	1
99	как и в	3	1
100	не чем иным	1	1
101	не только не	7	1
102	да ведь это	1	1
103	но все эти	1	1
104	что каждый из	1	1
105	к нему с	1	1
106	на то что	3	1
107	мы вовсе не	1	1
108	должно быть и	2	1
109	так в сущности	1	1
110	и больше ничего	4	1
111	и что он	1	1
112	в процессе всего	1	1
113	представить в виде	1	1
114	в том что	3	1
115	что и в	1	1
116	который не может	1	1
117	в глубине души	1	1
