N	2gram	Tiupa_Anal_2	Vladivir
1	и в	16	31
2	не только	16	24
3	но и	12	19
4	то что	7	18
5	и не	12	17
6	и даже	9	15
7	у него	4	15
8	в этом	18	14
9	том что	12	14
10	он был	2	14
11	что в	2	14
12	но в	6	12
13	в его	2	12
14	по поводу	3	12
15	с его	1	11
16	о том	7	11
17	в том	12	11
18	между прочим	1	11
19	потому что	1	11
20	и то	3	10
21	также и	1	10
22	он не	2	10
23	так что	3	10
24	как мы	3	9
25	никогда не	3	9
26	в конце	4	9
27	только в	4	9
28	с а	1	9
29	а в	3	9
30	и по	1	8
31	в то	2	8
32	так как	1	8
33	тут же	1	7
34	мы уже	1	7
35	как это	6	7
36	и его	4	7
37	для него	4	7
38	об этом	1	7
39	о нем	1	7
40	м и	3	7
41	уже в	1	7
42	как раз	4	7
43	еще и	1	7
44	сказать что	2	7
45	того же	4	6
46	то же	4	6
47	то он	1	6
48	и к	5	6
49	свое время	1	6
50	это было	2	6
51	он и	2	6
52	в котором	2	6
53	у нас	1	6
54	и сам	3	6
55	так и	15	6
56	и что	1	6
57	можно сказать	4	6
58	в качестве	11	6
59	может быть	6	6
60	на этот	2	6
61	и потому	1	6
62	не может	4	6
63	к этому	2	6
64	не был	3	5
65	когда он	1	5
66	на то	2	5
67	и если	3	5
68	которой он	1	5
69	не в	4	5
70	со своим	3	5
71	что и	3	5
72	вовсе не	2	5
73	что же	1	5
74	все это	4	5
75	а также	7	5
76	с ним	2	5
77	в свое	1	5
78	из его	2	4
79	я не	1	4
80	что его	1	4
81	совсем не	1	4
82	в этой	9	4
83	в своем	4	4
84	хотя и	4	4
85	и как	1	4
86	в которой	1	4
87	в нашем	3	4
88	в себе	7	4
89	как он	1	4
90	в нем	1	4
91	этом смысле	2	4
92	как и	14	4
93	несмотря на	3	4
94	ни с	2	4
95	еще в	2	4
96	в своей	2	4
97	в нас	2	4
98	же время	2	4
99	да и	1	4
100	никак не	2	4
101	к нему	1	4
102	по своей	1	4
103	один из	2	4
104	себя в	2	4
105	этот раз	1	4
106	и все	3	4
107	и особенно	4	4
108	такого рода	2	4
109	для нас	1	4
110	на себя	5	3
111	и он	2	3
112	и на	6	3
113	нам представляется	1	3
114	но не	4	3
115	в общем	2	3
116	и речи	1	3
117	за пределы	4	3
118	отнюдь не	8	3
119	как в	4	3
120	более или	1	3
121	со своей	1	3
122	в целом	8	3
123	он в	4	3
124	все эти	1	3
125	но на	1	3
126	едва ли	3	3
127	на его	3	3
128	то есть	9	3
129	со своими	1	3
130	не мог	3	3
131	или менее	1	3
132	взгляд на	1	3
133	что касается	3	3
134	но это	1	3
135	что этот	1	3
136	раз и	1	3
137	в отношении	1	3
138	на него	2	3
139	но только	1	3
140	ничего не	9	3
141	таким образом	2	3
142	к тому	7	3
143	в жизни	1	3
144	к его	2	3
145	жизнь и	1	3
146	свидетельствует о	2	3
147	и здесь	1	3
148	это была	1	3
149	тот же	1	3
150	уже не	4	3
151	только на	3	3
152	с этими	1	3
153	и из	1	3
154	с другой	6	3
155	только к	1	3
156	и стал	2	3
157	если не	1	3
158	в связи	1	3
159	вместе с	2	3
160	к своему	2	3
161	н и	2	3
162	в начале	1	3
163	но я	1	3
164	собственно говоря	2	3
165	другой стороны	2	3
166	об этих	2	3
167	и т	1	2
168	тех же	1	2
169	и до	2	2
170	и за	3	2
171	по его	1	2
172	той же	2	2
173	на первом	1	2
174	в полной	1	2
175	хотя бы	1	2
176	но даже	1	2
177	ему в	3	2
178	еще не	2	2
179	в чем	1	2
180	ответ на	3	2
181	один и	1	2
182	и я	2	2
183	его к	1	2
184	на предпоследнем	1	2
185	из этих	1	2
186	и тот	1	2
187	тому же	4	2
188	что она	2	2
189	при этом	10	2
190	вера в	1	2
191	время и	1	2
192	на этом	4	2
193	так например	2	2
194	что все	2	2
195	лишь в	9	2
196	было бы	3	2
197	ни в	1	2
198	в них	1	2
199	к а	3	2
200	точки зрения	4	2
201	предпоследнем слоге	1	2
202	это делает	1	2
203	место в	3	2
204	что я	1	2
205	умом и	1	2
206	тем не	3	2
207	для нее	2	2
208	даже в	2	2
209	не менее	4	2
210	тем самым	4	2
211	что с	2	2
212	дело не	2	2
213	которого он	1	2
214	того и	2	2
215	именно с	1	2
216	которые и	2	2
217	всего на	1	2
218	уже и	2	2
219	что на	3	2
220	у меня	1	2
221	со стороны	3	2
222	указывает на	1	2
223	и такие	1	2
224	на это	1	2
225	для себя	1	2
226	и о	1	2
227	не столько	3	2
228	однако эта	1	2
229	она была	1	2
230	воли и	3	2
231	но мы	1	2
232	времени в	4	2
233	в которую	1	2
234	того что	2	2
235	с ними	3	2
236	на несколько	1	2
237	одной из	3	2
238	то и	1	2
239	из них	3	2
240	тем что	3	2
241	даже не	1	2
242	только что	1	2
243	было сказано	1	2
244	начиная с	1	2
245	в ответ	2	2
246	в тех	1	2
247	по существу	2	2
248	и м	2	2
249	о его	4	2
250	нисколько не	1	2
251	и для	2	2
252	которых он	1	2
253	просто не	1	2
254	в результате	3	2
255	особого рода	2	2
256	от него	1	2
257	тем более	1	2
258	мы должны	1	2
259	как вы	1	2
260	отношением к	1	2
261	совершенно не	1	2
262	из этого	1	2
263	в самом	6	2
264	к этой	1	2
265	в частности	16	2
266	как на	1	2
267	все что	2	2
268	как известно	1	1
269	отношении к	1	1
270	так у	4	1
271	некоторой степени	1	1
272	отношений в	1	1
273	ведь и	2	1
274	и больше	1	1
275	отношения к	2	1
276	в их	3	1
277	он ничего	1	1
278	есть не	1	1
279	с с	1	1
280	все той	2	1
281	случае это	1	1
282	на место	1	1
283	что никто	1	1
284	почти все	1	1
285	не вполне	1	1
286	и самого	1	1
287	иное как	1	1
288	но скорее	1	1
289	столь же	4	1
290	на своих	1	1
291	во всех	4	1
292	и всего	1	1
293	истинный смысл	1	1
294	по отношению	4	1
295	а и	1	1
296	тогда как	19	1
297	себе и	1	1
298	на вопрос	1	1
299	к какой	1	1
300	встречи с	2	1
301	как уже	3	1
302	писал что	1	1
303	себе не	2	1
304	в противоположность	2	1
305	и поведения	1	1
306	не приходится	1	1
307	себя к	1	1
308	момент его	2	1
309	так или	1	1
310	представляет собой	8	1
311	жизни так	1	1
312	нами и	1	1
313	столько с	1	1
314	да может	1	1
315	и те	1	1
316	на две	3	1
317	если он	1	1
318	у а	1	1
319	так сказать	1	1
320	жизнью и	2	1
321	не следует	2	1
322	а скорее	1	1
323	и легко	1	1
324	интерес представляет	1	1
325	свою собственную	1	1
326	не к	1	1
327	в силу	1	1
328	содержит в	3	1
329	на жизнь	1	1
330	чтобы в	1	1
331	то самое	1	1
332	никому не	1	1
333	одно и	1	1
334	том же	1	1
335	а когда	1	1
336	и второй	2	1
337	те же	2	1
338	их и	1	1
339	них не	2	1
340	заключается в	1	1
341	на протяжении	2	1
342	это не	1	1
343	например с	1	1
344	и тем	4	1
345	только одно	1	1
346	мы имеем	3	1
347	тому что	1	1
348	место и	1	1
349	жизни но	2	1
350	сказал он	1	1
351	и тогда	1	1
352	остается в	1	1
353	в этих	2	1
354	а главное	1	1
355	таким же	1	1
356	жизнь для	1	1
357	пока не	1	1
358	м о	1	1
359	первом слоге	1	1
360	вплоть до	1	1
361	но эта	2	1
362	теми же	2	1
363	а вот	1	1
364	и вся	1	1
365	она не	2	1
366	людьми или	2	1
367	таких случаях	1	1
368	в таких	2	1
369	с теми	1	1
370	некоторого рода	2	1
371	как о	3	1
372	на себе	3	1
373	и сама	1	1
374	эта внутренняя	1	1
375	о них	1	1
376	что иное	1	1
377	только не	4	1
378	его от	3	1
379	выхода из	1	1
380	для всех	2	1
381	одна из	1	1
382	имеем дело	3	1
383	этих двух	1	1
384	же после	1	1
385	за исключением	1	1
386	и после	1	1
387	убедиться в	1	1
388	связи с	1	1
389	только с	1	1
390	этом отношении	3	1
391	смерти ее	1	1
392	а мы	1	1
393	настоящего времени	1	1
394	и далее	1	1
395	личности в	1	1
396	прямо говорит	1	1
397	же самое	1	1
398	в каждом	1	1
399	например он	1	1
400	с ее	2	1
401	свою очередь	1	1
402	к т	2	1
403	только то	1	1
404	в произведении	2	1
405	роль в	2	1
406	рассудка и	1	1
407	он сначала	1	1
408	что может	1	1
409	не с	4	1
410	было в	1	1
411	особенно в	7	1
412	с самим	3	1
413	во второй	4	1
414	веры в	1	1
415	показать как	1	1
416	ли и	1	1
417	а все	1	1
418	строго говоря	2	1
419	поэтому в	1	1
420	если бы	3	1
421	в разных	1	1
422	но отнюдь	1	1
423	сводится к	3	1
424	произведения как	2	1
425	было не	1	1
426	является весьма	1	1
427	роль принадлежит	1	1
428	но к	1	1
429	внимание на	2	1
430	второй половине	1	1
431	своей истории	1	1
432	одного из	3	1
433	среди всех	1	1
434	в значительной	2	1
435	он с	1	1
436	между нами	1	1
437	от них	1	1
438	и во	2	1
439	поводу того	1	1
440	было для	1	1
441	не знаю	2	1
442	в литературе	1	1
443	мог найти	1	1
444	на которой	1	1
445	можно отметить	2	1
446	рассуждение о	1	1
447	сразу же	1	1
448	и одновременно	3	1
449	не как	1	1
450	человека в	1	1
451	о пребывании	1	1
452	что даже	1	1
453	ли он	1	1
454	его жизнь	1	1
455	после нее	1	1
456	который в	1	1
457	между этими	1	1
458	не мешает	1	1
459	с одной	5	1
460	человека с	1	1
461	самом деле	1	1
462	этой борьбе	1	1
463	в сторону	5	1
464	раз в	1	1
465	наконец последняя	1	1
466	же в	1	1
467	целого ряда	1	1
468	а то	2	1
469	говорить в	1	1
470	и называет	1	1
471	который как	1	1
472	одно из	2	1
473	в одном	2	1
474	он именует	1	1
475	власти над	1	1
476	как его	1	1
477	на меня	1	1
478	имеется еще	1	1
479	считает их	1	1
480	как у	1	1
481	мне не	1	1
482	или иначе	1	1
483	есть отнюдь	1	1
484	именно в	3	1
485	что тот	1	1
486	вообще и	2	1
487	с той	2	1
488	далеко не	1	1
489	в свою	1	1
490	даже для	1	1
491	себя и	1	1
492	говорит о	5	1
493	прежде всего	3	1
494	одной стороны	4	1
495	и нередко	1	1
496	а не	10	1
497	ниже в	1	1
498	и своим	1	1
499	о чем	2	1
500	его как	2	1
501	так же	2	1
502	этом достаточно	1	1
503	только его	1	1
504	то можно	1	1
505	и иной	2	1
506	в данном	8	1
507	который мы	1	1
508	однако эти	1	1
509	самого себя	1	1
510	я с	1	1
511	в состоянии	2	1
512	и более	1	1
513	этого слова	3	1
514	с этой	1	1
515	что здесь	1	1
516	его собственный	1	1
517	в основном	1	1
518	из тех	1	1
519	за его	1	1
520	известной степени	1	1
521	еще одна	2	1
522	представляется что	1	1
523	об отношении	1	1
524	или в	3	1
525	я всегда	2	1
526	человек и	1	1
527	к счастью	1	1
528	на исход	1	1
529	по одной	1	1
530	бы в	3	1
531	не будучи	1	1
532	ни к	1	1
533	ее в	1	1
534	я в	3	1
535	личности и	2	1
536	не есть	2	1
537	но если	1	1
538	с ней	1	1
539	от своего	2	1
540	дело с	1	1
541	по одному	1	1
542	по которой	1	1
543	не что	1	1
544	ко всему	1	1
545	выходят за	2	1
546	знаю что	2	1
547	со всей	1	1
548	к другим	1	1
549	к отвлеченной	1	1
550	которые в	1	1
551	именно здесь	1	1
552	мало но	1	1
553	на лице	2	1
554	в таком	2	1
