N	2gram	Vinokur_Ku_2	Problemy
1	и не	16	31
2	и в	23	29
3	в его	5	24
4	может быть	15	24
5	в этом	18	22
6	а не	10	22
7	т е	22	21
8	в нем	4	19
9	точки зрения	14	19
10	как бы	4	19
11	для него	1	18
12	у достоевского	1	16
13	не только	20	15
14	то что	9	15
15	то же	6	14
16	не как	2	14
17	и его	3	14
18	рядом с	2	14
19	но и	7	14
20	в пределах	4	13
21	с точки	8	13
22	уже не	8	13
23	таким образом	5	12
24	как и	2	12
25	не может	9	12
26	в самом	12	10
27	этом смысле	5	10
28	в то	4	10
29	только в	5	10
30	в одном	1	10
31	там где	5	10
32	все эти	12	9
33	с его	1	9
34	все же	7	9
35	это не	6	9
36	если бы	12	9
37	же время	3	9
38	но не	6	9
39	по отношению	1	8
40	что в	10	8
41	по себе	10	8
42	в каждом	1	8
43	как не	3	8
44	в том	19	8
45	что он	5	8
46	потому что	25	8
47	до конца	3	8
48	в своем	2	8
49	в своей	2	8
50	а как	1	7
51	и на	6	7
52	и как	1	7
53	но в	11	7
54	в себе	1	7
55	достоевского и	2	7
56	том что	11	7
57	не в	8	7
58	вовсе не	9	7
59	она не	2	7
60	так и	4	7
61	лишь как	1	7
62	в форме	3	7
63	прежде всего	8	7
64	а в	3	7
65	самом деле	9	6
66	так же	4	6
67	как в	3	6
68	в целом	1	6
69	выражение в	3	6
70	что она	3	6
71	несмотря на	5	6
72	точку зрения	1	6
73	в самой	2	6
74	могут быть	4	6
75	к нему	2	6
76	был бы	2	6
77	в конце	4	6
78	так как	15	6
79	как раз	3	6
80	и потому	2	6
81	не могут	5	6
82	все это	5	6
83	на самом	2	5
84	это и	3	5
85	должна быть	5	5
86	в зависимости	4	5
87	той же	2	5
88	же что	1	5
89	зависимости от	5	5
90	у него	3	5
91	перед нами	4	5
92	он не	3	5
93	но все	4	5
94	было бы	15	5
95	он и	2	5
96	не становится	1	5
97	в сущности	9	5
98	и это	3	5
99	и о	4	5
100	еще не	5	5
101	ничего не	4	5
102	между тем	6	5
103	именно в	3	5
104	и др	1	5
105	более того	1	5
106	сознания и	2	5
107	конце концов	3	5
108	во всяком	5	5
109	и т	39	4
110	идет о	1	4
111	стиля и	1	4
112	бы и	4	4
113	в этой	6	4
114	перестает быть	1	4
115	не значит	1	4
116	должно быть	4	4
117	их в	1	4
118	даже в	1	4
119	как мы	3	4
120	в процессе	3	4
121	основную особенность	1	4
122	от того	4	4
123	в плоскости	2	4
124	и с	7	4
125	в свете	1	4
126	и следовательно	2	4
127	тем что	3	4
128	что и	3	4
129	превращается в	2	4
130	не было	4	4
131	не на	2	4
132	что же	5	4
133	но это	3	4
134	и для	2	4
135	в результате	4	4
136	они не	1	4
137	отношения к	2	3
138	он может	1	3
139	я не	5	3
140	себе и	1	3
141	и пр	8	3
142	кроме того	1	3
143	уже в	3	3
144	и до	2	3
145	на почве	1	3
146	далеко не	1	3
147	все должно	1	3
148	в их	2	3
149	идея как	1	3
150	тому что	1	3
151	на котором	1	3
152	одна из	1	3
153	никогда не	2	3
154	как будто	2	3
155	этом отношении	3	3
156	отличается от	3	3
157	оно не	2	3
158	если же	1	3
159	только то	1	3
160	в себя	1	3
161	приводит к	5	3
162	и здесь	5	3
163	все его	1	3
164	с другой	8	3
165	в них	4	3
166	мы должны	2	3
167	но с	1	3
168	но как	1	3
169	здесь с	1	3
170	в уста	1	3
171	и у	2	3
172	всяком случае	5	3
173	ни в	4	3
174	сами по	1	3
175	т п	24	3
176	само по	5	3
177	только у	1	3
178	хоть и	1	3
179	в пределы	1	3
180	по существу	5	3
181	как к	1	3
182	и слово	1	3
183	бы в	1	3
184	о своем	1	3
185	не знает	3	3
186	сказать что	4	3
187	другой стороны	7	3
188	была бы	4	3
189	таким же	2	3
190	в своих	2	3
191	как на	1	3
192	и есть	2	2
193	по преимуществу	2	2
194	п все	1	2
195	на западе	1	2
196	все те	1	2
197	в обычном	2	2
198	мы уже	1	2
199	бы уже	1	2
200	в которой	1	2
201	вопрос о	9	2
202	совпадает с	1	2
203	конечно и	2	2
204	из которых	3	2
205	в ней	3	2
206	бы то	1	2
207	то он	1	2
208	автора но	1	2
209	отношение к	1	2
210	так что	1	2
211	толстого и	1	2
212	в той	2	2
213	с этим	3	2
214	однако не	4	2
215	могли бы	2	2
216	его к	2	2
217	и к	1	2
218	нами в	1	2
219	он все	1	2
220	всех этих	3	2
221	ни были	3	2
222	здесь мы	2	2
223	то ни	1	2
224	при этом	2	2
225	кажется что	1	2
226	и уже	1	2
227	чем в	3	2
228	в отношении	2	2
229	в котором	1	2
