N	3gram	Potebnia_M_4	Psycholo
1	для того чтобы	4	19
2	на то что	4	16
3	в том что	7	14
4	с одной стороны	1	12
5	о том что	5	6
6	заключается в том	1	6
7	к тому что	1	6
8	до сих пор	4	5
9	с другой стороны	1	5
10	мы могли бы	2	4
11	заключает в себе	8	4
12	и как бы	2	4
13	друг к другу	1	4
14	не только не	3	4
15	таким образом что	2	3
16	не в состоянии	2	3
17	иметь в виду	1	3
18	одним и тем	1	3
19	то же самое	4	3
20	сам по себе	4	3
21	вместе с тем	3	3
22	с тем что	4	3
23	на этот вопрос	2	3
24	и то что	4	3
25	о котором мы	1	3
26	и тем же	1	3
27	с самого начала	1	3
28	и т п	4	3
29	и т д	3	3
30	в этом отношении	1	3
31	и того же	1	2
32	что иное как	2	2
33	тех пор пока	2	2
34	потому что в	3	2
35	и той же	1	2
36	одного и того	1	2
37	в этом случае	5	2
38	может быть и	1	2
39	с точки зрения	3	2
40	таким образом все	1	2
41	то что в	2	2
42	обратить внимание на	2	2
43	одной и той	1	2
44	нечто такое что	1	2
45	в данном случае	2	2
46	сами по себе	2	2
47	в том чтобы	1	2
48	если бы мы	1	2
49	таким образом мы	2	2
50	в том и	2	2
51	все то что	1	2
52	именно в том	1	2
53	образом мы видим	1	2
54	само по себе	5	2
55	не может быть	5	2
56	и в самом	1	2
57	вопрос о том	2	2
58	не что иное	2	2
59	можно сказать что	4	2
60	до тех пор	6	2
61	друг от друга	1	2
62	в каком отношении	1	2
63	и таким образом	3	2
64	на самом деле	3	2
65	в том виде	1	1
66	и есть то	1	1
67	что в то	1	1
68	только потому что	2	1
69	мы при этом	1	1
70	дело в том	1	1
71	по отношению к	8	1
72	равно как и	2	1
73	и в остальных	1	1
74	заботясь о том	1	1
75	а в том	2	1
76	в силу того	1	1
77	и в этом	4	1
78	и во многих	1	1
79	могут быть выражены	1	1
80	в остальных частях	1	1
81	до известной степени	2	1
82	того что мы	1	1
83	по отношению ко	1	1
84	но несомненно что	1	1
85	на котором она	2	1
86	что в нем	1	1
87	и в речи	1	1
88	к тому чтобы	1	1
89	с ними в	1	1
90	то что она	2	1
91	и др в	1	1
92	по крайней мере	5	1
93	и не в	1	1
94	не то что	3	1
95	что даже и	1	1
96	в том случае	3	1
97	тем что мы	1	1
98	есть то же	1	1
99	в последних словах	1	1
100	если же мы	1	1
101	мы видим как	1	1
102	мы не можем	3	1
103	в этом слове	4	1
104	к другому и	1	1
105	том смысле в	1	1
106	как это в	1	1
107	но еще не	1	1
108	и тот же	2	1
109	смысле этого слова	1	1
110	если бы в	1	1
111	без всякого внимания	1	1
112	как один из	1	1
113	еще не было	1	1
114	между собою и	2	1
115	не могут быть	2	1
116	имеем дело с	1	1
117	с той же	1	1
118	то что все	1	1
119	то есть не	1	1
120	а не как	1	1
121	да и нет	1	1
122	у них идет	1	1
123	потому что мы	2	1
124	и так как	1	1
125	не только о	1	1
126	потому что если	1	1
127	но так как	1	1
128	и в том	2	1
129	один и тот	2	1
130	того что у	1	1
131	сих пор не	1	1
132	эту мысль как	1	1
133	когда мы говорим	3	1
134	самом деле есть	1	1
135	в то время	1	1
136	поэтического произведения с	1	1
137	в свою очередь	1	1
138	влечет за собою	1	1
139	тесной связи с	1	1
140	после того как	2	1
141	ничего общего с	1	1
142	том что под	1	1
143	никогда еще не	1	1
144	не может стать	1	1
145	речь идет о	1	1
146	состоит именно в	1	1
147	он может быть	1	1
148	что это не	1	1
149	применить это к	1	1
150	рядом с ними	1	1
151	мы видели что	1	1
152	только до тех	1	1
153	в том смысле	2	1
154	именно в силу	1	1
155	и мы получим	1	1
156	мы имеем дело	2	1
157	к действительности но	1	1
158	силу того что	1	1
159	в этом заключается	1	1
160	и тем более	1	1
161	на одном из	1	1
