N	3gram	Tiupa_Lite_2	Dialekti
1	с точки зрения	3	14
2	тем не менее	2	10
3	не только не	1	7
4	не может быть	7	6
5	по крайней мере	2	5
6	о том что	2	5
7	подобно тому как	2	4
8	даже и не	1	3
9	для того кто	1	3
10	с одной стороны	6	3
11	в том что	5	3
12	и прежде всего	1	3
13	в сравнении с	2	3
14	не говоря уже	2	2
15	но то что	1	2
16	но даже и	1	2
17	он не может	1	2
18	говоря уже о	2	2
19	из того что	1	2
20	с этой точки	1	2
21	одно и то	2	2
22	и то же	2	2
23	не могут быть	1	2
24	с другой стороны	4	2
25	этой точки зрения	1	2
26	мы не можем	1	2
27	той или иной	1	2
28	к тому что	1	2
29	том что в	1	1
30	такой же мере	1	1
31	на христианство и	1	1
32	есть не более	1	1
33	мыслит себя как	1	1
34	на самом деле	1	1
35	то же самое	1	1
36	одной стороны и	1	1
37	и не может	1	1
38	и в то	1	1
39	словами быть может	1	1
40	в этом отношении	3	1
41	говорит о себе	1	1
42	и даже более	1	1
43	и даже в	1	1
44	и всякой иной	1	1
45	а так как	1	1
46	в данном случае	3	1
47	мира и жизни	1	1
48	я не мог	1	1
49	в такой же	1	1
50	не в том	1	1
51	исходит из того	1	1
52	так и от	1	1
53	я не могу	1	1
54	не мог бы	1	1
55	не его собственная	1	1
56	не менее чем	1	1
57	то же время	9	1
58	может быть ни	1	1
59	самом деле есть	1	1
60	что в ней	1	1
61	в одном из	1	1
62	в конечном счете	5	1
63	бы то ни	1	1
64	речь идет о	3	1
65	то ни было	1	1
66	в то же	9	1
67	все той же	1	1
68	тех или иных	1	1
69	но тем что	3	1
70	в себе не	1	1
71	поскольку речь идет	2	1
72	я с тех	1	1
