N	2gram	Tiupa_Anal_3	Myshleni
1	то что	2	26
2	в этом	14	25
3	что он	4	25
4	потому что	1	21
5	таким образом	4	19
6	точки зрения	3	18
7	в том	9	18
8	не может	2	18
9	и развитие	1	17
10	того чтобы	1	17
11	не только	22	16
12	и в	18	16
13	того что	1	16
14	что в	9	16
15	том что	12	15
16	для того	1	14
17	в сущности	5	13
18	между собой	1	13
19	сказать что	2	13
20	вопрос о	1	12
21	по отношению	7	12
22	в ходе	1	12
23	и не	12	12
24	отношению к	7	12
25	отношение к	1	11
26	в его	7	11
27	но не	7	10
28	в силу	1	10
29	было бы	3	10
30	как мы	1	10
31	только в	2	10
32	а не	9	10
33	с помощью	1	10
34	с точки	2	9
35	может быть	9	9
36	то же	3	8
37	в известном	1	8
38	должно быть	1	8
39	как и	14	8
40	если бы	1	8
41	тем самым	4	8
42	в основе	1	8
43	о том	6	8
44	он не	6	8
45	как это	3	8
46	мы должны	1	8
47	того же	5	7
48	и есть	1	7
49	представляет собой	5	7
50	в нем	2	7
51	по себе	4	7
52	приводит к	4	7
53	так и	14	7
54	мы могли	1	7
55	известном смысле	1	7
56	и на	4	6
57	могли бы	2	6
58	но в	2	6
59	в этой	6	6
60	состоит в	4	6
61	в другом	1	6
62	но если	1	6
63	не в	6	6
64	этот вопрос	1	6
65	мы можем	2	6
66	у него	1	6
67	но и	13	6
68	в той	2	6
69	к тому	6	6
70	мере в	2	5
71	мы и	1	5
72	что они	3	5
73	как в	3	5
74	в своем	4	5
75	говорит что	1	5
76	из нее	1	5
77	мысли и	1	5
78	с ним	1	5
79	в то	3	5
80	никогда не	5	5
81	ничего не	3	5
82	этом отношении	3	5
83	можно сказать	4	5
84	заключается в	1	5
85	обе эти	2	5
86	тот же	1	5
87	хотя бы	1	5
88	для него	6	5
89	тем что	2	5
90	как бы	10	5
91	не является	5	5
92	не знает	1	5
93	как известно	1	4
94	уже по	2	4
95	той же	5	4
96	что между	1	4
97	что если	1	4
98	друг от	1	4
99	за пределы	1	4
100	сама по	2	4
101	в самом	5	4
102	все эти	2	4
103	с их	3	4
104	при этом	11	4
105	подобно тому	3	4
106	и по	2	4
107	это не	2	4
108	сущности говоря	1	4
109	казалось бы	1	4
110	могут быть	2	4
111	не есть	4	4
112	от друга	1	4
113	в пределах	4	4
114	еще не	6	4
115	и т.д	2	4
116	в качестве	12	4
117	так что	1	4
118	и их	1	4
119	не могут	1	4
120	с другой	7	4
121	именно в	3	4
122	к которому	1	4
123	на этот	1	4
124	зависит от	1	4
125	что мы	2	4
126	вместе с	2	4
127	тому как	2	4
128	далеко за	1	4
129	с этой	1	4
130	в целом	3	4
131	в результате	5	4
132	бы в	1	4
133	тем более	1	4
134	как показывает	2	4
135	в свою	5	4
136	по одному	1	4
137	самом деле	2	3
138	это и	2	3
139	в первом	2	3
140	с таким	1	3
141	мы не	3	3
142	говорить о	3	3
143	как я	1	3
144	по своему	2	3
145	но как	3	3
146	если в	3	3
147	ответ на	3	3
148	с этим	3	3
149	все же	4	3
150	как уже	2	3
151	и как	4	3
152	то в	2	3
153	обратное влияние	1	3
154	и тот	1	3
155	выходит далеко	1	3
156	и может	1	3
157	не умеет	1	3
158	с тем	2	3
159	и того	3	3
160	таким же	1	3
161	в их	6	3
162	собой как	1	3
163	сих пор	1	3
164	нас к	1	3
165	из которых	1	3
166	не менее	4	3
167	же самого	1	3
168	только не	3	3
169	по своей	2	3
170	и является	1	3
171	и его	13	3
172	связи с	1	3
173	свою очередь	4	3
174	в себя	2	3
175	одному этому	1	3
176	никак не	1	3
177	до сих	1	3
178	этих двух	1	3
179	а потому	1	3
180	что и	5	3
181	своей природе	1	3
182	одной из	1	3
183	между тем	5	3
184	с одной	2	3
185	вопроса о	2	3
186	его и	1	3
187	мы знаем	1	3
188	в одном	4	3
189	а в	10	3
190	его мысли	1	3
191	на примере	2	3
192	еще и	3	3
193	один и	1	3
194	говорит о	2	3
195	прежде всего	5	3
196	в частности	12	3
197	все основные	1	3
198	требует от	1	3
199	к жизни	3	3
200	потому и	1	3
201	этом случае	1	3
202	но это	1	3
203	есть ситуация	1	3
204	одного и	3	3
205	одной стороны	2	3
206	к его	1	3
207	как на	1	3
208	к этой	1	3
209	ее в	1	3
210	к этому	3	3
211	они не	1	3
212	отношения к	2	2
213	за скобки	1	2
214	нам кажется	2	2
215	не имеют	1	2
216	в зависимости	1	2
217	есть не	2	2
218	при анализе	1	2
219	совпадает с	1	2
220	принадлежит к	4	2
221	на свою	1	2
222	на практике	1	2
223	я не	1	2
224	зависимости от	1	2
225	в ней	2	2
226	на их	1	2
227	столь же	4	2
228	во всех	2	2
229	не требует	1	2
230	мы будем	1	2
231	что было	1	2
232	очевидно что	2	2
233	существенным образом	1	2
234	отличие от	2	2
235	не два	1	2
236	когда он	2	2
237	и к	4	2
238	бы сказать	1	2
239	учение о	1	2
240	тому же	3	2
241	в случае	5	2
242	на его	2	2
243	что она	2	2
244	из виду	1	2
245	свое время	2	2
246	не станем	1	2
247	те же	2	2
248	в речевом	1	2
249	в жизни	2	2
250	в них	2	2
251	к ситуации	1	2
252	во второй	7	2
253	в своей	1	2
254	в отличие	2	2
255	должны были	1	2
256	все это	3	2
257	на всю	1	2
258	же мы	1	2
259	но они	2	2
260	они же	1	2
261	нам известно	1	2
262	во всем	3	2
263	и здесь	2	2
264	в момент	2	2
265	не способен	1	2
266	указывает на	3	2
267	он оказывается	1	2
268	уже на	1	2
269	в истории	1	2
270	что у	1	2
271	не с	2	2
272	именно потому	1	2
273	образом в	1	2
274	его в	3	2
275	тем или	2	2
276	вслед за	1	2
277	может иметь	1	2
278	в первой	8	2
279	со всеми	2	2
280	ни одного	1	2
281	же в	2	2
282	но с	2	2
283	вовсе не	1	2
284	к ним	1	2
285	само по	1	2
286	не говорит	1	2
287	как будто	1	2
288	и даже	8	2
289	и между	1	2
290	а с	1	2
291	себя и	1	2
292	только к	2	2
293	только ту	1	2
294	у нас	1	2
295	о чем	4	2
296	во внимание	1	2
297	совершенно очевидно	2	2
298	оказывается не	1	2
299	и потому	2	2
300	в область	1	2
301	этой последней	1	2
302	и от	2	2
303	или иным	2	2
304	самой себе	1	2
305	чем он	1	2
306	и другие	1	2
307	другой стороны	5	2
308	совершенно не	2	2
309	из этого	1	2
310	в свое	2	2
311	жизни и	1	2
312	в своих	1	2
313	по поводу	3	2
314	во всяком	2	2
315	все что	1	2
316	а между	1	1
317	говоря о	1	1
318	например в	2	1
319	связана с	1	1
320	в тех	2	1
321	сам по	1	1
322	себе путь	1	1
323	на самом	1	1
324	здесь и	3	1
325	с целым	1	1
326	к другому	1	1
327	из его	1	1
328	мы уже	1	1
329	возникающая в	1	1
330	мы имеем	5	1
331	готовом виде	1	1
332	на первом	1	1
333	и о	1	1
334	что уже	1	1
335	сегодня в	1	1
336	целого это	1	1
337	что иное	1	1
338	себе этот	1	1
339	в полной	1	1
340	и ее	2	1
341	целое и	1	1
342	он был	1	1
343	он сам	1	1
344	иное как	1	1
345	нам представляется	2	1
