N	4gram	Vygotskiy__2	KulturaY
1	и в самом деле	1	3
2	в зависимости от того	1	3
3	можно было бы привести	1	2
4	в той или иной	1	2
5	один и тот же	1	2
6	потому что как увидим	1	1
7	заключается вовсе не в	1	1
8	только для того чтобы	1	1
9	никогда не может быть	1	1
10	так как он является	1	1
11	только тогда когда он	1	1
12	в собственном смысле слова	3	1
13	стороны а с другой	1	1
14	то же самое что	2	1
15	в том смысле что	1	1
16	одной стороны а с	1	1
17	и не могут быть	1	1
18	в самое последнее время	1	1
19	что как увидим ниже	1	1
20	а с другой стороны	1	1
21	не потому что он	2	1
22	связи с вопросом о	1	1
23	с одной стороны а	1	1
24	то это не только	1	1
25	ни в коем случае	1	1
26	заключается в том что	4	1
