N	3gram	Berdyaev_O_1	Myshleni
1	для того чтобы	3	18
2	в том что	1	13
3	по сравнению с	1	7
4	в самом деле	1	4
5	потому что у	1	4
6	не может быть	2	4
7	о том что	1	4
8	на то что	1	4
9	в этом отношении	1	3
10	и то что	1	3
11	в самом начале	1	3
12	смысле этого слова	1	3
13	как и в	1	3
14	том что в	1	2
15	прежде всего в	1	2
16	в этот период	1	2
17	того чтобы сделать	1	2
18	друг с другом	1	2
19	самое главное и	1	1
20	к ней не	1	1
21	и там и	1	1
22	и не может	1	1
23	сам по себе	1	1
24	заключает в себе	1	1
25	но он еще	1	1
26	и в этом	2	1
27	потому что в	1	1
28	не могут быть	2	1
29	говорят о том	1	1
30	само по себе	1	1
31	во всяком случае	1	1
32	что у него	2	1
33	вместо того чтобы	1	1
34	человека не только	1	1
35	друг к другу	1	1
36	но и там	1	1
37	после того как	1	1
38	там и здесь	1	1
39	и вопрос о	1	1
40	он еще не	1	1
