N	2gram	Bakhtin_Fr_6	Mirosoze
1	может быть	2	30
2	не только	10	29
3	и в	41	28
4	не может	4	28
5	но и	13	25
6	а не	2	25
7	он не	2	24
8	в этом	12	20
9	не было	1	18
10	у него	7	17
11	не в	4	16
12	потому что	3	16
13	в ней	4	15
14	в своей	2	15
15	переходит в	2	15
16	человека и	2	14
17	он был	4	14
18	никогда не	8	14
19	до конца	2	14
20	человека в	1	13
21	в нем	16	13
22	и он	5	12
23	и это	1	12
24	в самом	10	11
25	для него	1	11
26	и не	3	11
27	свободы в	1	11
28	в своем	5	10
29	было бы	3	10
30	что в	7	10
31	прежде всего	10	10
32	что он	6	10
33	был бы	2	10
34	и потому	2	10
35	и все	9	10
36	с тем	1	9
37	но он	5	9
38	и его	13	9
39	в его	7	9
40	из самых	2	8
41	в котором	4	8
42	но не	2	8
43	не был	2	7
44	менее всего	1	7
45	но в	8	7
46	в себе	5	7
47	в конце	2	7
48	к нему	3	7
49	того что	3	7
50	должна быть	2	6
51	и на	9	6
52	он сам	3	6
53	в которой	1	6
54	лишь в	2	6
55	в этой	8	6
56	только в	3	6
57	он уже	1	6
58	вместе с	6	6
59	все это	11	6
60	в том	2	6
61	нет и	1	5
62	если он	1	5
63	это не	1	5
64	как и	7	5
65	у нас	4	5
66	не могут	2	5
67	то что	10	5
68	и я	1	5
69	человеческая природа	1	5
70	мира и	2	5
71	это и	2	4
72	xix века	1	4
73	отношение к	1	4
74	за пределы	2	4
75	веру в	1	4
76	не как	1	4
77	и по	1	4
78	должен был	1	4
79	в них	7	4
80	в этих	2	4
81	точки зрения	2	4
82	в их	1	4
83	в которых	1	4
84	к концу	1	4
85	мог бы	1	4
86	что и	1	4
87	один из	6	4
88	уже не	1	4
89	уже в	4	4
90	а в	4	4
91	тем что	5	4
92	был в	2	4
93	и там	1	4
94	с этой	3	4
95	которых он	1	4
96	от него	2	4
97	не знает	1	4
98	его не	1	3
99	и мира	1	3
100	с его	5	3
101	с этим	3	3
102	духа в	2	3
103	этот процесс	1	3
104	и вот	1	3
105	на этом	2	3
106	и с	16	3
107	то есть	24	3
108	его в	1	3
109	в жизни	1	3
110	мир в	1	3
111	не мог	3	3
112	том что	7	3
113	но если	2	3
114	не имеет	1	3
115	ничего не	1	3
116	в момент	1	3
117	в ее	5	3
118	особенно в	1	3
119	с собой	1	3
120	нет у	1	3
121	в него	3	3
122	это очень	1	3
123	себя в	2	3
124	конечно не	3	3
125	одно из	1	3
126	и их	3	3
127	так как	10	3
128	что человек	2	3
129	себя и	1	3
130	о себе	1	3
131	плоти и	1	3
132	это есть	1	3
133	он должен	1	3
134	потому не	1	3
135	для нас	2	3
136	мы увидим	3	3
137	есть и	2	3
138	на своем	1	3
139	одним из	4	2
140	также и	6	2
141	чтобы не	1	2
142	в этот	1	2
143	связана с	2	2
144	не остается	3	2
145	он хотел	1	2
146	нему все	1	2
147	литературы и	2	2
148	и много	1	2
149	по отношению	1	2
150	себе и	1	2
151	что дух	1	2
152	в истории	2	2
153	в центре	2	2
154	как в	4	2
155	кровь от	1	2
156	все же	4	2
157	и как	4	2
158	и к	1	2
159	и у	2	2
160	он в	2	2
161	все эти	11	2
162	бы не	1	2
163	как он	2	2
164	легенды о	5	2
165	жизни у	1	2
166	людей и	3	2
167	него и	1	2
168	я бы	1	2
169	через все	2	2
170	на протяжении	1	2
171	с самим	1	2
172	был исключительно	1	2
173	самом центре	1	2
174	чем в	1	2
175	место в	1	2
176	мысли и	1	2
177	от его	1	2
178	сих пор	3	2
179	и жизнь	1	2
180	был не	1	2
181	это особенно	1	2
182	на земле	1	2
183	в то	6	2
184	к этим	3	2
185	в идее	1	2
186	в основе	4	2
187	того чтобы	4	2
188	от плоти	1	2
189	плоть от	1	2
190	есть только	3	2
191	могут быть	1	2
192	его с	1	2
193	природы от	1	2
194	должен быть	2	2
195	на помощь	1	2
196	от крови	1	2
197	и от	4	2
198	центре его	1	2
199	то время	1	2
200	и что	5	2
