N	2gram	Propp_Russ_1	KulturaY
1	т е	17	38
2	и т	10	33
3	в том	17	30
4	и в	36	24
5	потому что	10	23
6	том что	19	21
7	т п	1	18
8	что в	19	17
9	было бы	1	15
10	и пр	2	15
11	в этом	12	14
12	т д	9	14
13	точки зрения	3	14
14	может быть	8	13
15	все же	5	12
16	таким образом	6	12
17	и не	6	12
18	в его	2	12
19	только в	4	11
20	не только	22	10
21	в силу	2	10
22	у нас	8	10
23	самом деле	1	9
24	с точки	3	9
25	так как	15	9
26	если бы	1	9
27	о том	8	9
28	того что	4	9
29	отношению к	1	9
30	то что	6	9
31	а только	1	8
32	по отношению	1	8
33	уже не	6	8
34	то же	3	8
35	том чтобы	1	8
36	тем что	4	8
37	а не	2	8
38	не может	4	7
39	это не	10	7
40	в них	6	7
41	не менее	3	7
42	связи с	4	7
43	в области	3	7
44	так и	7	7
45	в качестве	3	7
46	как бы	5	7
47	вместе с	10	7
48	только потому	1	6
49	мы имеем	4	6
50	зависимости от	1	6
51	в ней	2	6
52	однако не	1	6
53	в которой	1	6
54	все эти	2	6
55	при этом	6	6
56	в которых	5	6
57	тогда когда	1	6
58	не случайно	2	6
59	можно было	1	6
60	что он	1	6
61	в какой	2	6
62	но и	16	6
63	все это	6	6
64	например в	2	5
65	еще не	4	5
66	но не	2	5
67	не просто	2	5
68	что это	3	5
69	и с	2	5
70	с тем	8	5
71	и его	1	5
72	не потому	1	5
73	к тому	4	5
74	в виду	1	5
75	с ним	2	5
76	и что	4	5
77	между тем	7	5
78	еще и	1	5
79	всяком случае	1	5
80	что не	1	5
81	в той	1	5
82	целый ряд	1	5
83	этом отношении	1	5
84	а в	9	5
85	во всяком	1	5
86	того же	1	4
87	переход от	2	4
88	что эти	1	4
89	и на	10	4
90	с его	1	4
91	что они	7	4
92	как в	5	4
93	в целом	2	4
94	из этих	4	4
95	на то	1	4
96	в нем	2	4
97	русском языке	1	4
98	в данном	1	4
99	тем не	3	4
100	стоит в	2	4
101	того как	5	4
102	в русском	4	4
103	в пределах	1	4
104	не на	2	4
105	внимание на	1	4
106	что и	7	4
107	с ними	5	4
108	так что	2	4
109	есть в	1	4
110	из них	8	4
111	там где	2	4
112	в частности	2	4
113	и потому	2	4
114	с этим	2	4
115	в тех	4	4
116	по существу	4	4
117	один из	8	4
118	же в	1	4
119	в этих	3	4
120	так же	3	4
121	в первом	1	3
122	на себя	2	3
123	и он	1	3
124	только тогда	1	3
125	в общем	1	3
126	очевидно что	1	3
127	в истории	1	3
128	в связи	4	3
129	в своем	3	3
130	хотя и	2	3
131	когда он	2	3
132	его к	2	3
133	в этой	1	3
134	в себе	1	3
135	не имеют	1	3
136	должна быть	1	3
137	на том	1	3
138	состоит в	8	3
139	что она	2	3
140	несмотря на	3	3
141	в г	4	3
142	в их	4	3
143	представление о	3	3
144	и эти	1	3
145	тому что	4	3
146	значение слова	1	3
147	а а	25	3
148	это слово	1	3
149	в духе	1	3
150	ли не	1	3
151	оно не	1	3
152	свою очередь	2	3
153	не с	3	3
154	для этого	2	3
155	по мере	1	3
156	и здесь	2	3
157	можно сказать	1	3
158	нуждается в	1	3
159	обе эти	1	3
160	мы увидим	8	3
161	уже в	1	3
162	в одном	3	3
163	связано с	1	3
164	не было	2	3
165	в особенности	2	3
166	к которому	1	3
167	в свою	3	3
168	а с	4	3
169	под влиянием	1	3
170	если не	1	3
171	как это	8	3
172	этого слова	3	3
173	слова как	1	3
174	нам не	1	3
175	как на	1	3
176	в таком	1	3
177	они не	1	3
178	можно говорить	2	2
179	также и	1	2
180	эти случаи	1	2
181	очень много	1	2
182	по преимуществу	1	2
183	что если	1	2
184	было известно	1	2
185	которое в	1	2
186	не знают	1	2
187	в числе	2	2
188	которую можно	1	2
189	иное как	2	2
190	имя рек	1	2
191	на самом	2	2
192	значение и	2	2
193	не все	1	2
194	если в	3	2
195	тогда как	2	2
196	себе и	1	2
197	относится к	1	2
198	так называемая	1	2
199	что касается	1	2
200	тех случаях	1	2
201	и как	2	2
202	увидим что	1	2
203	но в	2	2
204	от этого	1	2
205	почти целиком	2	2
206	во многих	5	2
207	он не	1	2
208	так например	6	2
209	но все	3	2
210	в каждом	2	2
211	так называемым	1	2
212	как они	2	2
213	и мы	1	2
214	и тем	1	2
215	ни в	1	2
216	для них	3	2
217	как и	10	2
218	в москве	3	2
219	и было	1	2
220	одного и	1	2
221	но если	1	2
222	и при	1	2
223	не столько	1	2
224	что я	1	2
225	вопрос о	1	2
226	труда и	1	2
227	что было	1	2
228	и более	2	2
229	том же	2	2
230	и под	1	2
231	до конца	2	2
232	иной раз	1	2
233	в то	1	2
234	не имеет	6	2
235	ничего не	3	2
236	что их	1	2
237	дело не	1	2
238	до того	2	2
239	доказать что	1	2
240	не является	1	2
241	не могут	1	2
242	к жизни	3	2
243	что все	1	2
244	и сами	1	2
245	в собственном	1	2
246	мы наблюдаем	2	2
247	было в	1	2
248	подойти к	2	2
249	о котором	1	2
250	одно из	5	2
251	в разных	3	2
252	никак не	1	2
253	во втором	1	2
254	должны быть	1	2
255	задача не	1	2
256	как например	3	2
257	слово с	1	2
258	д и	1	2
259	тот же	1	2
260	и того	1	2
261	чтобы получить	1	2
262	в большинстве	2	2
263	то и	1	2
264	в значении	1	2
265	свидетельствует о	1	2
266	может служить	1	2
267	на этот	3	2
268	которые можно	2	2
269	так называемой	3	2
270	о чем	3	2
271	не всегда	1	2
272	в это	3	2
273	и а	4	2
274	в иных	1	2
275	этом случае	5	2
276	видно что	6	2
277	между прочим	2	2
278	смысл и	1	2
279	в более	2	2
280	и для	2	2
281	этих случаях	1	2
282	случаях когда	1	2
283	уже на	1	2
284	или в	2	2
285	для нас	6	2
286	и все	1	2
287	на более	1	2
288	е в	8	2
289	между ними	1	2
290	е когда	1	2
291	после чего	2	2
292	который должен	1	1
293	говоря о	1	1
294	и развитие	1	1
295	же как	1	1
296	увидим ниже	3	1
297	а из	1	1
298	для себя	1	1
299	тех же	1	1
300	же относятся	1	1
301	но тем	2	1
302	и должны	1	1
303	показать что	1	1
304	из самых	1	1
305	ту же	1	1
306	противном случае	1	1
307	собственном смысле	1	1
308	в году	2	1
309	поэзии и	1	1
310	явление он	1	1
311	полагает что	6	1
312	особенно широко	2	1
313	народного просвещения	1	1
314	не приходится	1	1
315	многих случаях	2	1
316	в семье	1	1
317	на место	1	1
318	из своих	1	1
319	приводят к	1	1
320	еще до	2	1
321	говорить о	1	1
322	что иное	2	1
323	но даже	2	1
324	похожи на	1	1
325	это время	2	1
326	всем этим	1	1
327	не был	1	1
328	в различных	2	1
329	истории в	1	1
330	истории русского	1	1
331	как правило	3	1
332	в область	1	1
333	к ним	3	1
334	с совершенно	1	1
335	отличие от	1	1
336	которые не	3	1
337	или вообще	1	1
338	же с	1	1
339	общего с	1	1
340	различаются не	1	1
341	в противном	1	1
342	перед нами	1	1
343	к тем	3	1
344	е с	1	1
345	следующим образом	4	1
346	состояло в	2	1
347	но смысл	1	1
348	и последний	1	1
349	в чем	1	1
350	в нашем	2	1
351	на некоторых	1	1
352	думать что	3	1
353	однако как	2	1
354	в дальнейшем	2	1
355	характере этого	1	1
356	говорят о	1	1
357	были связаны	2	1
358	и те	3	1
359	как он	2	1
360	наблюдаем в	1	1
361	в случае	1	1
362	без своих	1	1
363	все другие	1	1
364	всех этих	2	1
365	не значит	2	1
366	он должен	1	1
367	однако он	1	1
368	и по	8	1
369	на этом	3	1
370	когда на	2	1
371	прежде чем	1	1
372	заимствованные из	1	1
373	и стало	1	1
374	по происхождению	3	1
375	же не	2	1
376	связанные с	3	1
377	в совершенно	1	1
378	об этом	9	1
379	связанных с	1	1
380	разница между	2	1
381	на все	2	1
382	на этой	2	1
383	на почве	1	1
384	чаще всего	3	1
385	не соответствует	1	1
386	в жизни	2	1
387	о характере	1	1
388	нет в	1	1
389	далеко не	3	1
390	показывает что	5	1
391	иных местах	1	1
392	мы видели	1	1
393	до недавнего	1	1
394	языках в	1	1
395	можно считать	1	1
396	во второй	1	1
397	которую мы	1	1
398	взгляд на	1	1
399	и без	1	1
400	видел и	1	1
401	по три	1	1
402	необходимо указать	1	1
403	в отличие	1	1
404	своего рода	3	1
405	том основании	1	1
406	должны были	2	1
407	учению об	1	1
408	точку зрения	1	1
409	если угодно	2	1
410	ряда других	1	1
411	но это	4	1
412	п с	4	1
413	но они	3	1
414	так называемое	1	1
415	с такими	1	1
416	что этот	4	1
417	и всякую	1	1
418	известно и	1	1
419	в честь	3	1
420	сам он	1	1
421	слово для	1	1
422	любви и	1	1
423	как акт	1	1
424	что ему	2	1
425	только из	1	1
426	из одной	1	1
427	например полагает	1	1
428	связано в	1	1
429	составные элементы	1	1
430	славянских языках	1	1
431	иметь в	1	1
432	подошел к	1	1
433	не могло	1	1
434	из других	1	1
435	рассматривать как	1	1
436	дело в	1	1
437	с перенесением	1	1
438	одна из	4	1
439	как не	2	1
440	от октября	1	1
441	вот что	1	1
442	и теперь	1	1
443	своих средств	1	1
444	можно рассматривать	1	1
445	с таким	1	1
446	прямо в	1	1
447	как будто	5	1
448	что на	4	1
449	такие же	1	1
450	мало чем	1	1
451	могут быть	2	1
452	чтобы сделать	1	1
453	значения между	1	1
454	как только	1	1
455	же только	1	1
456	явление не	1	1
457	они и	2	1
458	слова с	1	1
459	в самых	1	1
460	когда они	1	1
461	для дальнейшего	1	1
462	из чего	1	1
463	ничего общего	2	1
464	в настоящее	3	1
465	книга по	1	1
466	не ограничивается	1	1
467	как мы	10	1
468	основываясь на	1	1
469	значения и	2	1
470	к нам	2	1
471	на основе	1	1
472	необходимо еще	1	1
473	собственно не	1	1
474	если они	1	1
475	и сам	1	1
476	что у	2	1
477	пишет что	1	1
478	имеется в	1	1
479	разного рода	1	1
480	которого они	1	1
481	с этого	6	1
482	это как	1	1
483	в каждой	1	1
484	находится в	2	1
485	что часто	1	1
486	одновременно является	1	1
487	в память	2	1
488	настоящее время	3	1
489	чем их	1	1
490	чтобы с	1	1
491	после того	2	1
492	а также	3	1
493	и во	1	1
494	нас в	1	1
495	во всех	4	1
496	по типу	1	1
497	всех народов	1	1
498	должно было	2	1
499	из своего	1	1
500	в форме	1	1
501	кто в	1	1
502	в развитии	1	1
503	и следовательно	1	1
504	связь между	2	1
505	нет он	1	1
506	что здесь	1	1
507	он видел	1	1
508	сразу же	1	1
509	в двух	1	1
510	совсем не	1	1
511	важное значение	1	1
512	этот вопрос	2	1
513	композиции и	1	1
514	к их	1	1
515	и так	1	1
516	поэтому и	1	1
517	случаи когда	1	1
518	брать на	1	1
519	с которыми	1	1
520	в эти	4	1
521	есть несколько	1	1
522	можно еще	1	1
523	рассматриваться как	1	1
524	можно установить	1	1
525	и у	5	1
526	каждый из	1	1
527	только на	3	1
528	борьбы с	2	1
529	себя и	2	1
530	в нашей	1	1
531	же явления	1	1
532	первые три	1	1
533	не дает	1	1
534	большинстве случаев	2	1
535	и других	7	1
536	его и	2	1
537	которые в	1	1
538	совсем другое	1	1
539	не так	1	1
540	и их	4	1
541	слова в	3	1
542	и один	1	1
543	тому же	1	1
544	мы можем	2	1
545	но что	2	1
546	не составляет	1	1
547	на некоторые	1	1
548	себя но	1	1
549	от того	1	1
550	частью из	1	1
551	попытку подойти	1	1
552	в других	11	1
553	влияние на	1	1
554	отличаются от	1	1
