N	2gram	Propp_Russ_1	Istorich
1	в сказке	1	47
2	и т	10	27
3	и в	36	26
4	т д	9	24
5	так же	3	18
6	т е	17	18
7	то что	6	16
8	не только	22	15
9	может быть	8	14
10	что в	19	14
11	же как	1	13
12	между двумя	2	12
13	но и	16	12
14	и пр	2	11
15	власть над	1	11
16	так и	7	10
17	таким образом	6	10
18	показывает что	5	10
19	и его	1	10
20	что он	1	10
21	все же	5	9
22	этот случай	1	9
23	его в	1	9
24	что и	7	9
25	так как	15	9
26	и не	6	9
27	то же	3	8
28	мы знаем	1	8
29	этих случаях	1	8
30	а в	9	8
31	я тебе	1	7
32	мы имеем	4	7
33	в этом	12	7
34	он не	1	7
35	об этом	9	7
36	как и	10	7
37	в этих	3	7
38	во время	14	7
39	на небо	3	7
40	их в	3	7
41	нас к	2	7
42	как в	5	7
43	мы рассмотрим	1	7
44	что здесь	1	7
45	в качестве	3	7
46	в сказку	1	7
47	еще не	4	6
48	что они	7	6
49	как он	2	6
50	мы видели	1	6
51	д к	8	6
52	не всегда	1	6
53	таким же	3	6
54	мы можем	2	6
55	могут быть	2	6
56	коня в	2	6
57	в дальнейшем	2	6
58	к нему	1	6
59	мы видим	2	6
60	потому что	10	6
61	а не	2	6
62	не может	4	6
63	вместе с	10	6
64	предположить что	2	6
65	когда он	2	6
66	в иной	1	6
67	мы уже	1	5
68	но не	2	5
69	эта связь	1	5
70	и как	2	5
71	но в	2	5
72	уже не	6	5
73	в силу	2	5
74	и по	8	5
75	с собой	4	5
76	но все	3	5
77	и с	2	5
78	это не	10	5
79	точно так	1	5
80	к зеленин	5	5
81	ничего не	3	5
82	и у	5	5
83	как мы	10	5
84	и здесь	2	5
85	и что	4	5
86	в его	2	5
87	с ними	5	5
88	раньше чем	1	5
89	в одном	3	5
90	у него	2	5
91	тем что	4	5
92	и др	4	5
93	в некоторых	4	5
94	из которых	1	5
95	мы должны	2	5
96	к этому	4	5
97	в доме	2	4
98	вопрос о	1	4
99	на себя	2	4
