N	2gram	Vygotskiy__2	Problema
1	то есть	21	46
2	в его	2	43
3	и не	10	42
4	и в	32	38
5	эстетического объекта	2	37
6	и проч	1	28
7	не может	17	27
8	может быть	18	26
9	как бы	6	22
10	в художественном	6	20
11	отнюдь не	5	19
12	и с	4	17
13	и его	7	16
14	в этом	13	15
15	в нем	4	15
16	и т	10	14
17	только в	7	13
18	т п	8	13
19	прежде всего	1	13
20	независимо от	1	13
21	но не	2	12
22	за пределы	1	12
23	в искусстве	21	12
24	к материалу	1	11
25	художественного произведения	5	11
26	во всех	3	11
27	в области	1	11
28	ни в	2	11
29	и для	4	11
30	отношение к	2	10
31	таким образом	21	10
32	в их	3	10
33	материала в	1	10
34	к нему	2	10
35	художественная форма	1	10
36	не только	12	9
37	в поэзии	3	9
38	не имеет	4	9
39	его в	1	9
40	художественной формы	12	9
41	имеет дело	3	9
42	но и	10	9
43	и как	7	8
44	было бы	11	8
45	точки зрения	17	8
46	место в	2	8
47	для нее	2	8
48	произведения как	2	8
49	в том	37	8
50	художественное произведение	6	8
51	то что	21	8
52	еще не	2	7
53	в самом	12	7
54	вообще не	1	7
55	в плане	1	7
56	как и	10	7
57	не в	8	7
58	как мы	1	7
59	художественное творчество	1	7
60	с другой	3	7
61	как форма	1	7
62	между тем	4	7
63	слова в	2	7
64	с помощью	1	7
65	совершенно не	4	7
66	в своей	3	7
67	что в	20	7
68	отношения к	1	6
69	самом деле	16	6
70	там где	2	6
71	и наконец	1	6
72	не к	3	6
73	форма есть	1	6
74	с точки	10	6
75	в психике	1	6
76	не есть	1	6
77	ничего не	4	6
78	дело с	8	6
79	содержания и	2	6
80	мы можем	3	6
81	все же	4	6
82	а в	4	6
83	только как	3	6
84	художественном произведении	5	5
85	высшей степени	1	5
86	форму как	1	5
87	тем как	1	5
88	отличие от	2	5
89	все эти	7	5
90	при этом	13	5
91	то же	13	5
92	это не	2	5
93	в них	2	5
94	в высшей	1	5
95	далеко не	5	5
96	в отличие	1	5
97	творчества и	3	5
98	так и	3	5
99	в основе	11	5
100	и о	1	5
101	никогда не	9	5
102	и прежде	1	5
103	конечно не	1	5
104	художника и	3	5
105	в большинстве	1	5
106	не на	2	5
107	а не	7	5
108	могут быть	4	5
109	должно быть	1	5
110	формы и	6	5
111	на самом	5	4
112	объект как	1	4
113	в виду	3	4
114	в ней	5	4
115	конечном счете	3	4
116	относится к	3	4
117	как в	9	4
118	но в	3	4
119	в нашем	1	4
120	в себе	2	4
121	произведение как	2	4
122	в данном	4	4
123	не менее	8	4
124	тем самым	1	4
125	в то	5	4
126	должны быть	3	4
127	в ее	2	4
128	данном случае	4	4
129	в произведении	4	4
130	можно было	7	4
131	не с	1	4
132	о том	6	4
133	в конечном	3	4
134	которых мы	3	4
135	с ними	1	4
136	в других	2	4
137	и только	2	4
138	к которому	2	4
139	что не	3	4
140	в романе	2	4
141	материал в	1	4
142	художественную форму	2	4
143	искусства но	5	4
144	в более	1	4
145	хотя бы	3	4
146	может и	1	4
147	между ними	1	4
148	сказать что	7	4
149	другой стороны	2	4
150	также и	2	3
151	например в	3	3
152	противном случае	1	3
153	едва ли	4	3
154	поэтического произведения	3	3
155	эстетики и	1	3
156	произведение и	2	3
157	бы то	2	3
158	мы будем	2	3
159	точка зрения	2	3
160	иногда и	1	3
161	связи и	1	3
162	кроме того	1	3
163	и к	3	3
164	в целом	4	3
165	формальный метод	1	3
166	вследствие этого	1	3
167	он не	6	3
168	то ни	2	3
169	а как	1	3
170	с другими	2	3
171	и тем	4	3
172	несмотря на	4	3
173	том что	21	3
174	искусства не	1	3
175	почти совершенно	1	3
176	тем не	4	3
177	на него	2	3
178	в противном	1	3
179	имеют дело	2	3
180	имеем дело	1	3
181	же время	2	3
182	все то	1	3
183	как только	2	3
184	и это	4	3
185	и от	2	3
186	приводит к	1	3
187	ясно что	7	3
188	мы в	3	3
189	совершенно невозможно	1	3
190	если бы	6	3
191	искусства и	9	3
192	и должно	1	3
193	к действительности	2	3
194	и сделать	1	3
195	и содержание	2	3
196	основе своей	1	3
197	творчества в	2	3
198	и содержания	1	3
199	на почве	1	3
200	этом смысле	1	3
201	мы увидим	1	3
202	как нечто	2	3
203	с одной	1	3
204	со всеми	1	3
205	вопроса о	1	3
206	к произведению	1	3
207	и даже	5	3
208	оно не	2	3
209	себя и	1	3
210	одной стороны	1	3
211	есть лишь	1	3
212	нуждаться в	1	3
213	в область	1	3
214	и на	5	3
215	в тех	1	3
216	но это	2	3
217	все это	5	3
218	культуры и	1	3
219	она может	1	3
220	и другими	1	3
221	от него	1	3
222	и все	4	3
223	ни было	1	3
224	строго различать	1	3
225	в таком	2	3
226	все что	2	3
227	они не	1	3
228	смысле слова	1	2
229	в эстетике	1	2
230	он может	1	2
231	и должны	1	2
232	в котором	1	2
233	его не	1	2
234	их и	1	2
235	есть не	4	2
236	и значение	1	2
237	мы имеем	4	2
238	не вполне	2	2
239	и он	3	2
240	не остается	2	2
241	столь же	4	2
242	в чем	4	2
