N	2gram	Voloshinov_1	FransuaR
1	и в	3	41
2	но и	1	13
3	не только	1	10
4	и на	1	9
5	и все	1	9
6	в его	1	7
7	в особенности	1	7
8	в то	1	6
9	один из	2	6
10	мы видим	1	6
11	то же	1	5
12	же время	1	5
13	конечно и	1	4
14	в ней	1	4
15	не может	4	4
16	с другими	1	3
17	и не	1	3
18	истории но	1	3
19	тех же	1	2
20	с точки	1	2
21	в центре	2	2
22	точки зрения	1	2
23	он в	1	2
24	из этих	1	2
25	связи с	1	2
26	может быть	1	2
27	а не	1	2
28	влияния на	1	2
29	бы в	1	2
30	вполне понятно	1	2
31	и больше	1	1
32	категорий и	1	1
33	не оказать	1	1
34	и заставляет	1	1
35	нет и	1	1
36	на нее	1	1
37	в каждом	1	1
38	несмотря на	1	1
39	себе все	1	1
40	вещей и	1	1
41	не менее	1	1
42	в языке	1	1
43	для него	1	1
44	в системе	1	1
45	по своим	1	1
46	во второй	1	1
47	подхода к	1	1
48	не из	1	1
49	исходя из	1	1
